SceneID	Comment	SceneType	IsStaticScene	PreTask	PreScene	RequiredLevel	combatlevel	SyncMode	SwitchToSelf	CanReconnect	EndTimeOut	IsCanQuit	DelayTransfer	LineRoleCount	Buff	SceneFile	UnitySceneFile	ScenePath	BGM	BlockFilePath	OperationSettings	StartPos	StartFace	StartRot	Chapter	UIPos	BoxUIPos	UIIcon	FatigueCost	ViewableDropList	Exp	Drop	Drop1	Drop2	Drop3	Drop4	Drop5	Money	FirstDownExp	FirstDownDrop	FirstDownDropNoMult	FirstDownMoney	FirstSSS	ExpSealReward	SceneChest	DiamondDropID	GoldDropID	SilverDropID	CopperDropID	SBox	SSBox	SSSBox	SPeerBox	SSPeerBox	SSSPeerBox	PeerBox	SelectBoxTime	IsBoss	RecommendPower	BossAvatar	BossIcon	EndCutScene	EndCutSceneTime	WinCondition	LoseCondition	WinDelayTime	CycleLimitTime	DayLimit	AwardRate	CoolDown	DayLimitGroupID	CanDrawBox	HasFlyOut	DynamicScene	EnvSet	CanRevive	ReviveNumb	ReviveCost	ReviveMoneyCost	ReviveTime	ReviveBuff	ReviveBuffTip	CanPause	ShowUp	LoadingTips	LoadingPic	SceneCanNavi	ShowAutoFight	ShowBattleStatistics	RandomTaskType	RandomTaskSpecify	UseSupplement	HurtCoef	MiniMap	MiniMapSize	MiniMapOutSize	MiniMapRotation	StaticMiniMapCenter	SceneAI	DummyRoleDashProbability	PPTCoff	AtkType	PPTCoffEx	DefType	GuildExpBounus	FailText	LeaveSceneTip	RecommendHint	TeamInfoDefaultTab	CombatType	SweepNeedPPT	TimeCounter	HasComboBuff	DisplayPet	AutoReturn	StoryDriver	MinPassTime	ShowSkill	ShowNormalAttack	WinConditionTips	BattleExplainTips	DPS	CanVIPRevive	HideTeamIndicate	ShieldSight	SpecifiedTargetLocatedRange	SpactivityActiveDrop	SpActivityDrop	VipReviveLimit	SweepTicket	ResultRevive	CombatFormula	CanUseMecha	CarryFollowerType	FairAttrGroup	PlayerNumberAttrChange	CanRollItem	RollItemDrop	SuperRareRollItem	RollItemTime	RollItemEndTime	FirstPassTime	ReviveAddPassTime
34002	陨石坑	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian20	DN_Lv6_6_2	DN_Lv_6/DN_Lv6_6_2/DN_Lv6_6_2	Audio/mapambience/BGM_Desert	Table/SceneBlock/scene602	11|1011	109.66=8=99.4		0|180|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	wujingshilian20		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	在无尽深渊中，善用语音和队友沟通，可以更快的通关哦|想兑换A级装备吗，快和朋友一起挑战无尽深渊吧	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_602	200|200		180									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		117750		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
34003	泰努阿尔神殿	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian21	DN_Lv5_5_3	DN_Lv_5/DN_Lv5_5_3/DN_Lv5_5_3	Audio/mapambience/BGM_Desert	Table/SceneBlock/scene503	11|1011	50.35=13.24=134.12		0|-30|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	wujingshilian21		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	无尽深渊产出的勋章可以兑换A级装备|多多挑战无尽深渊，可以兑换A级装备和其他奖励哦	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_500	200|200		-50		Scene_616_wujing							战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		117750		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
34004	沙蝎之巢	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian22	DN_Lv5_5_3	DN_Lv_5/DN_Lv5_5_3/DN_Lv5_5_3	Audio/mapambience/BGM_Desert	Table/SceneBlock/scene503	11|1011	29.391=0.089=37.574		0|180|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	wujingshilian22		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	在无尽深渊中，善用语音和队友沟通，可以更快的通关哦|想兑换A级装备吗，快和朋友一起挑战无尽深渊吧	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_500	200|200		-50		Scene_618_wujing							战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		117750		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
34005	混乱时空研究所	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian23	DN_Lv5_5_3	DN_Lv_5/DN_Lv5_5_3/DN_Lv5_5_3	Audio/mapambience/Boss_level_high	Table/SceneBlock/scene503	21|1021	48.89635=13.02996=136.0196		0|-20|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv17_2		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	BOSSRUSH中选择合适的增益可以帮助挑战高级的boss|黑暗神殿可以获得很多金币和强化材料哦	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_500	200|200		-150									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
34006	古代神庙遗迹	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian24	DN_Lv6_6_1	DN_Lv_6/DN_Lv6_6_1/DN_Lv6_6_1	Audio/mapambience/Boss_level_high	Table/SceneBlock/scene601	21|1021	90.99=5.04=161.25		0|90|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv17_4		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	BOSSRUSH中选择合适的增益可以帮助挑战高级的boss|黑暗神殿可以获得很多金币和强化材料哦	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_601	200|200		180									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
34007	神庙祭祀区	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian25	DN_Lv7_7_1	DN_Lv_7/DN_Lv7_7_1/DN_Lv7_7_1	Audio/mapambience/Boss_level_high	Table/SceneBlock/scene701	21|1021	40.905=5.28=76.527		0|0|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv17_6		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	BOSSRUSH中选择合适的增益可以帮助挑战高级的boss|黑暗神殿可以获得很多金币和强化材料哦	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_701	200|200		-180									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
34008	实验体禁区	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian26	DN_LV2_2_2	DN_LV_2/DN_LV2_2_2/DN_LV2_2_2	Audio/mapambience/Boss_level_high	Table/SceneBlock/scene202	21|1021	163.06=0.68=115.46		0|100|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv17_8		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	BOSSRUSH中选择合适的增益可以帮助挑战高级的boss|黑暗神殿可以获得很多金币和强化材料哦	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_202	200|200		0									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
35001	混乱时空研究所	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian23	DN_Lv5_5_3	DN_Lv_5/DN_Lv5_5_3/DN_Lv5_5_3	Audio/mapambience/Boss_level_high	Table/SceneBlock/scene503	21|1021	48.89635=13.02996=136.0196		0|-20|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv17_2		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	BOSSRUSH中选择合适的增益可以帮助挑战高级的boss|黑暗神殿可以获得很多金币和强化材料哦	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_500	200|200		-150									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
35002	古代神庙遗迹	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian24	DN_Lv6_6_1	DN_Lv_6/DN_Lv6_6_1/DN_Lv6_6_1	Audio/mapambience/Boss_level_high	Table/SceneBlock/scene601	21|1021	90.99=5.04=161.25		0|90|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv17_4		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	BOSSRUSH中选择合适的增益可以帮助挑战高级的boss|黑暗神殿可以获得很多金币和强化材料哦	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_601	200|200		180									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
35003	神庙祭祀区	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian25	DN_Lv7_7_1	DN_Lv_7/DN_Lv7_7_1/DN_Lv7_7_1	Audio/mapambience/Boss_level_high	Table/SceneBlock/scene701	21|1021	40.905=5.28=76.527		0|0|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv17_6		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	BOSSRUSH中选择合适的增益可以帮助挑战高级的boss|黑暗神殿可以获得很多金币和强化材料哦	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_701	200|200		-180									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
35004	实验体禁区	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian26	DN_LV2_2_2	DN_LV_2/DN_LV2_2_2/DN_LV2_2_2	Audio/mapambience/Boss_level_high	Table/SceneBlock/scene202	21|1021	163.06=0.68=115.46		0|100|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv17_8		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	BOSSRUSH中选择合适的增益可以帮助挑战高级的boss|黑暗神殿可以获得很多金币和强化材料哦	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_202	200|200		0									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
35005	沼泽最深处	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian27	DN_Lv4_4_1	DN_Lv_4/DN_Lv4_4_1/DN_Lv4_4_1	Audio/mapambience/shinei	Table/SceneBlock/scene401	21|1021	171.3=10.25=78.76		0|180|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv18_2		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	砸蛋是获得精灵的绝佳途径哦|收集成套时装，人物属性值会提升	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_401-404	200|200		0									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
35006	沼泽地边界	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian28	DN_Lv4_4_1	DN_Lv_4/DN_Lv4_4_1/DN_Lv4_4_1	Audio/mapambience/shinei	Table/SceneBlock/scene401	21|1021	149.75=8.05=33.66		0|-90|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv18_4		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	砸蛋是获得精灵的绝佳途径哦|收集成套时装，人物属性值会提升	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_401-404	200|200		90									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
35007	黑暗领地峡谷	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian29	DN_Lv4_4_5	DN_Lv_4/DN_Lv4_4_5/DN_Lv4_4_5	Audio/mapambience/zhaoze	Table/SceneBlock/scene405	21|1021	161.45=0.07=157.77		0|0|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv18_6		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	砸蛋是获得精灵的绝佳途径哦|收集成套时装，人物属性值会提升	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_406	200|200		40									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
35008	原住民部落	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian30	DN_Lv4_4_9	DN_Lv_4/DN_Lv4_4_9/DN_Lv4_4_9	Audio/mapambience/BGM_Desert	Table/SceneBlock/scene409	11|1011	61.9=6.25=86.79		0|0|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv18_8		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4006	物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%	FALSE	FALSE	装备强化是提升战力的主要途径|黑暗神殿可以获得很多金币和强化材料哦	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_409410	200|200		-90									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
36001	混乱时空研究所	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian23	DN_Lv5_5_3	DN_Lv_5/DN_Lv5_5_3/DN_Lv5_5_3	Audio/mapambience/Boss_level_high	Table/SceneBlock/scene503	21|1021	48.89635=13.02996=136.0196		0|-20|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv17_2		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	BOSSRUSH中选择合适的增益可以帮助挑战高级的boss|黑暗神殿可以获得很多金币和强化材料哦	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_500	200|200		-150									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
36002	古代神庙遗迹	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian24	DN_Lv6_6_1	DN_Lv_6/DN_Lv6_6_1/DN_Lv6_6_1	Audio/mapambience/Boss_level_high	Table/SceneBlock/scene601	21|1021	90.99=5.04=161.25		0|90|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv17_4		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	BOSSRUSH中选择合适的增益可以帮助挑战高级的boss|黑暗神殿可以获得很多金币和强化材料哦	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_601	200|200		180									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
36003	神庙祭祀区	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian25	DN_Lv7_7_1	DN_Lv_7/DN_Lv7_7_1/DN_Lv7_7_1	Audio/mapambience/Boss_level_high	Table/SceneBlock/scene701	21|1021	40.905=5.28=76.527		0|0|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv17_6		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	BOSSRUSH中选择合适的增益可以帮助挑战高级的boss|黑暗神殿可以获得很多金币和强化材料哦	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_701	200|200		-180									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
36004	实验体禁区	23	0			32		1	TRUE			TRUE				Level/Other/wujingshilian26	DN_LV2_2_2	DN_LV_2/DN_LV2_2_2/DN_LV2_2_2	Audio/mapambience/Boss_level_high	Table/SceneBlock/scene202	21|1021	163.06=0.68=115.46		0|100|0|1							10000		30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009	30001000|30001008|30001009		10000	30001000|30001008|30001009						30001004	30001003	30001002	30001001	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10	1=10|2=50|3=30|4=10	1=10|2=30|3=50|4=10	1=10|2=15|3=65|4=10			TRUE	0		TXBOSSicon_36			1=0	2=0		1	1			30001	TRUE	TRUE	DN_Lv17_8		TRUE	3	900=1|900=2|900=3	7=20|7=40|7=60		4007	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	BOSSRUSH中选择合适的增益可以帮助挑战高级的boss|黑暗神殿可以获得很多金币和强化材料哦	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	TRUE	FALSE			1	1	minimap_202	200|200		0									战斗失败不会扣除体力	战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）		1		100000		FALSE	FALSE	30		0	TRUE	TRUE					FALSE		-1			1		1	1	TRUE	1									
