SystemID	SystemDescription	SystemDescriptionEng	SystemHelp
75	师徒系统	XSys_Mentorship	师徒|1.拜师条件{n}{n}等级需20级{n}{n}当前师父不足2人{n}{n}不处于解除师徒关系处罚期{n}{n}没有出师记录{n}{n}2.收徒条件{n}{n}等级达到150级{n}{n}当前徒弟不足2人{n}{n}不处于拜师状态{n}{n}不处于解除师徒关系处罚期{n}{n}3.收徒间隔{n}{n}每次收徒后需要间隔7天才能进行下次收徒，前2个收徒名额没有时间限制{n}{n}4.师徒传功{n}{n}师父每天都可以给每个未出师的徒弟传功1次，师父等级需要比徒弟等级高{n}{n}5.师徒任务{n}{n}结为师徒关系后，徒弟将获得若干师徒任务，完成师徒任务后可向在线的师父报告可获得奖励，师父确认报告后也可获得对应的师父奖励，若师徒任务在成为师徒前已完成，则不可报告，标记为已完成状态{n}{n}6.师徒出师{n}{n}寻找主城的NPC小丑杰克进行出师仪式，出师分为普通出师和完美出师，只能选择其中一种进行，出师后将不再占用已使用的师父/徒弟名额，并且不能再进行师徒任务{n}{n}普通出师：成为师徒天数达到10天，完成的师徒任务数量>=25，战力达到5500000{n}{n}完美出师：成为师徒天数达到10天，完成的师徒任务数量>=54，战力达到7000000{n}{n}7.强制出师：当玩家满足普通出师/完美出师条件，且师父/徒弟一方超过3天未上线，师父/徒弟可至主城NPC小丑杰克处单方面申请强制出师，出师后会将未报告的师徒任务直接报告，且获得对应的出师奖励{n}{n}8.解除关系{n}{n}师父/徒弟任一一方可至主城NPC小丑杰克处申请解除师徒关系，提交申请后24小时内可撤销申请，24小时后正式解除师徒关系{n}{n}9.解除关系处罚{n}{n}正式解除师徒关系后7日内不可进行收徒/拜师操作，若解除关系申请提交时被解除关系一方已超过3日未上线，则解除关系不进行处罚
979	英雄峡谷	XSys_Moba	英雄峡谷|1、活动简介{n}{n}4V4团队竞技，以打倒对方水晶为目标的moba类玩法。{n}{n}在英雄峡谷中，每周免费和已拥有的英雄是和英雄战场共用的，但是峡谷中英雄的技能会进行一定的调整{n}{n}开始后玩家从1级开始成长，每级可以学习或者升级一个技能，每级可以选择提升攻防等级和兵线等级{n}{n}开始出兵后，玩家可以通过击杀小兵，野怪，boss，敌方玩家来获取经验，赚取经验扩大等级优势{n}{n}英雄选择：玩法死亡后无法更换英雄，请慎重选择{n}{n}英雄加点：每个角色需要到6级才可以学习大招，升级小技能也有等级限制。升级还可以选择加点攻防或兵线等级，升级兵线可以帮助团队提高压制力，建议射手与刺客类英雄优先升级攻击，其他英雄优先防御与兵线等{n}{n}地图机制：地图为全对称式地图，地图上会有固定点掉落buff，游戏过程中会刷出强力boss狮蝎，击败狮蝎会让己方基地出产特殊兵种{n}{n}奖励说明：{n}{n}每周胜场数达到指定场次可以获得丰厚的周胜场奖励{n}{n}游戏采用公平模式，角色属性将不会影响英雄峡谷的英雄属性，并且在英雄峡谷中无法选择自己角色
531	跨服大乱斗	XSys_BigMelee	跨服大乱斗|1、活动简介{n}{n}跨服大乱斗为 [fcd034]多人全敌对模式[-]{n}报名时间内进入等待场景， 倒计时结束后随机多人一组进入大乱斗地图{n}击败其他玩家，拾取积分道具击败怪物、击败BOSS可获得积分{n}达到对应积分可获得相应的奖励{n}大乱斗共4轮战斗，单轮持续4分钟{n}每轮结束后将进入休息区休息30秒{n}休息时间结束后将进行下一轮比赛{n}{n}2、玩法奖励{n}{n}参与玩法战斗5分钟可获得参与奖励，达到对应积分可获得积分奖励，最终排名可以获得排名奖励{n}[fcd034]跨服大乱斗结束前退出积分不会清零但会移除排行榜哦[-]
771	方块迷阵	XSys_ThemeActivity_HellDog	方块迷阵|活动简介{n}{n}1、方块迷阵活动分为三个难度的组队副本，不同日期按照难度依次相继开放。由两名玩家组队，躲避射线的同时，拾取牛奶buff，击碎黑色水晶，获得奖励{n}{n}2、玩家首次通关能够获得首通奖励，也可以组队助战其它玩家，完成一定的助战次数可以获得助战奖励{n}{n}3、根据通关时间进行排行，每日24点结算奖励（和跨服玩家组队的通关信息不记录在排行中，本次前100排行奖励相同，101-1000也会有参与奖励）
772	幽灵蘑菇园	XSys_ThemeActivity_MadDuck	幽灵蘑菇园|活动简介{n}{n}原本是野生的幽灵聚集地的幽灵蘑菇园，被神秘奸商圈地开起了采蘑菇景区。绿蘑菇富有丰富食用价值的传闻也在同一时期悄然传播开来……{n}{n}1、幽灵蘑菇园是单人挑战副本，玩家进入副本需要消耗一张幽灵蘑菇园门票，通过消灭不同的绿蘑菇获得积分，注意躲避幽灵的攻击，从而最终获得蘑菇园的袋子{n}{n}2、收集绿蘑菇可兑换传说装备碎片等等养成材料物品哦。{n}
760	招募	XSys_GroupRecruit	招募|1、招募的作用{n}{n}招募主要用于玩家有针对性的寻找龙本队伍或者队友，提供刷本时间、队友擅长类型等选项，帮助玩家更快速高效的组队{n}{n}2、寻找队伍{n}{n}玩家可以自己建立一个龙本队伍，将需求队员的类型、刷本时间、以及关卡列清楚进行发布{n}{n}发布队伍消息后，系统即自动建立一个同名群聊，该玩家自动成为该群群主，可以进行人员管理{n}{n}当有任一玩家进行队伍申请时，申请消息会发送给队长，若队长同意，则将该申请玩家拉入到群聊中{n}{n}每个玩家当天可以发布的队伍消息有上限，隔天05:00消息清空{n}{n}3、寻找队友{n}{n}玩家可以发布自身消息供其他玩家或者队伍进行招募，包括擅长类型、刷本时间、以及关卡{n}{n}当有玩家或者队伍对该玩家进行招募时，该玩家直接被拉入群聊{n}{n}每个玩家当天可以发布的队伍消息有上限，隔天05:00消息清空{n}{n}
381	装备进阶	XSys_EquipFusion	装备进阶|1、进阶的作用{n}{n}进阶可以提升装备本身的基础属性，进阶提升进度条，当进度条满了以后，可以突破，第一次突破能够增加一条新的基础属性，护符不生效{n}{n}2、如何进阶装备{n}{n}A品质和S品质装备可以进阶，进阶需要消耗相应等级的核心材料和进阶材料{n}{n}3、进阶的继承{n}{n}装备进阶的属性可以继承，直接装备高级的装备，可以继承原先低级装备上的进阶属性和突破阶数。只能高级装备继承低级装备，相反的话不能继承{n}{n}A品质和S品质装备不能相互继承，深渊装备A散和巢穴装备A套之间也不能相互继承{n}{n}4、进阶的特性{n}{n}同品质下的不同装备，在相同阶数下的经验上限都是一样的，更高级装备只是增加了阶数上限。{n}{n}更高等级的进阶材料可以提供更大的进阶经验，直接在高级装备上进阶可以快速提升进阶经验
533	乱斗战场	XSys_Battlefield	乱斗战场|1、活动简介{n}{n}乱斗战场为 [fcd034]多人全敌对争夺野外BOSS模式[-]{n}活动时间内进入等待场景， 倒计时结束后随机8人一组进入大乱斗地图{n}击败其他玩家，击败怪物、击败BOSS可获得积分{n}达到对应积分可获得相应的奖励{n}每周积分奖励获取达到上限后当周不会再获得{n}击败怪物与BOSS可能掉落道具{n}道具的归属者为尾刀击杀者{n}{n}2、活动奖励{n}{n}乱斗战场60级开放，击杀战场内怪物可能掉落阿尔泰娅的祝福、S铭文、S龙器等道具
703	羁绊之心	XSys_NPCFavor	羁绊之心|1、NPC激活{n}羁绊系统131级开放，激活NPC需要特定的情感精华{n}{n}2、NPC稀有度{n}A级：夏萝莉、莉莉、迷之少女、铁匠道林、学者站台{n}S级：百合花、休伯特、特拉玛依、斯塔西、艾琳、波普、阿尔杰塔、贝思柯德、暗影喵{n}{n}3、圣物等级{n}赠送给已激活的NPC喜欢的道具可以获得相应圣物好感度，消耗好感度可提升对应圣物等级，为玩家增加属性。注意：每日赠送礼物的次数有限制，购买的赠送次数请在当天使用{n}{n}4、等级突破{n}S级角色达到指定等级之后需要使用对应的碎片进行突破{n}{n}5、礼物{n}不同的NPC喜欢不同类型的礼物，赠送时注意增加的好感度{n}{n}6、羁绊效果{n}不同NPC的圣物可相互配合组成羁绊，所有圣物达到指定等级将激活羁绊效果，获得对应技能加成
230	周末星巢穴	XSys_WeekEndNest	周末星巢穴|1、玩法简介{n}{n}每周末挑战指定巢穴，会获得额外的丰厚奖励[-]{n}{n}2、挑战指定巢穴并成功通关，可获得基础首通奖励，还可在周末星巢穴界面领取额外奖励{n}{n}活动时间结束后，界面关闭，未领取的奖励无法领取{n}{n}[-]
356	个性显示	XSys_Prerogative	个性显示规则|1、玩家可以通过完成目标、购买礼包等方式获得用以激活外显的碎片以及各种个性特权钥匙{n}{n}2、碎片可以在个性商店兑换对应的个性特权钥匙{n}{n}3、已获得的个性特权钥匙，可以在背包中直接进行对应个性的激活，也可以在设置界面-个性展示面板中进行激活{n}{n}4、已激活的个性特权可以进行勾选使用，展示不同的自己
886	日常任务	XSys_GuildDailyTask	日常任务|1、任务评分：日常任务的任务评分越高，奖励越丰厚，经验更多{n}{n}2、任务刷新：玩家可自行或请求他人刷新任务评分，运势越好获得高评分概率越高，当有任意的小任务处于完成状态将不可再刷新{n}{n}3、刷新次数：每日可获得固定的刷新次数，同时拥有固定的帮助他人刷新的次数，每日凌晨5点重置刷新次数
430	战队排行榜	XSys_Rank_DragonGuild	战队排行榜|1、战队排行榜按照通关的龙本副本、通关次数以及通关时间三个要素进行排序，即通关龙本进度越前的排前，相同龙本下通关次数越多越前，相同通关次数下通关时间越早越前{n}{n}2、只有>=4名同战队的战友一起通关龙本才算1次通关记录，并且队伍中不能够有跨服玩家
996	龙本战队	XSys_DragonGuild	龙本战队|1、有共同志向以及喜欢挑战龙本的玩家可以一起组成战队，一起通关龙本从而获得丰厚奖励，是一个小公会，加入和邀请功能和公会一致{n}{n}2、完成战队讨伐任务和战队成就可以获得战队经验，从而提升战队等级，战队等级越高，战友的组队状态等级越高{n}{n}3、讨伐任务每周刷新一次，完成任务，所有战队中的成员都能获得任务奖励。同理，战队成就完成所有战队成员可以获得，但是有战队总领取次数限制{n}{n}4、讨伐任务和战队成就的通关一般都需要>=4名同战队战友组队完成，并且队伍中没有跨服玩家，才算一次记录{n}{n}5、同战队成员完成每日活跃度，可以累积战队总活跃度，更高的活跃度可以解锁更高级的奖励，全体战队成员都可以领取，可以获得战友币，龙币等奖励{n}{n}6、玩家获得战友币，可以在战队商店购买道具，每件商品每日购买次数全战队共享{n}{n}7、战队有自己的战队排行榜，记录战队龙本的通关情况，战队之间可以互相良性竞争
904	悬赏任务	XSys_GuildWeeklyBountyTask	悬赏任务|1.悬赏任务：每周可接取一次悬赏，完成后可获得大量经验和道具奖励，每周一凌晨五点重置任务{n}{n}2.悬赏值：完成任务可获得悬赏值，打开悬赏宝箱{n}{n}3.任务品质：任务分为C,B,A品质，品质越高奖励越好{n}{n}4.任务刷新：玩家每日拥有免费刷新任务次数，每日凌晨五点重置刷新次数
589	回归特权组队	Xsys_Backflow_Privilege	回归特权组队|1.日常任务天天好运势{n}{n}回流期间，你可获得最低橙色品质的运势，可为自己和公会好友刷出大量优质且奖励丰厚的日常任务{n}{n}2.专属老玩家标识{n}{n}回流期间，在聊天频道和组队频道，你的头像将添加一个炫酷的回归老玩家标识{n}{n}3.队友可享感恩礼包{n}{n}回流期间，与你组队完成任意副本的队友可获得回归感恩礼包，每日获得回归感恩礼包的次数有限制，助战无效
510	全民模式	Xsys_Nest_QuanMin	全民模式|1.全民模式：无战力门槛设定，所有玩家的属性将被系统动态调整，以最良好的战斗体验入场{n}{n}2、低于副本属性的玩家：将以副本属性最低要求入场并赋予额外基础属性，怪物不会产生伤害压制，可以更好的体验副本
511	全民模式	Xsys_DragonNest_QuanMin	全民模式|1.全民模式：无战力门槛设定，所有玩家的属性将被系统动态调整，以最良好的战斗体验入场{n}{n}2、低于副本属性的玩家：将以副本属性最低要求入场并赋予额外基础属性，怪物不会产生伤害压制，可以更好的体验副本
825	公会狩猎	XSys_GuildGrowthHunting	公会狩猎|1.每周可以通过单人/或与公会成员组队进行公会狩猎获得大量个人奖励和公会奖励。公会狩猎每周一凌晨5点重置{n}2.公会狩猎所获得的资源点和科技点将会直接输送给完成任务时所在的公会，公会会长可通过资源点和科技点研究公会庇护与公会技能来提升公会整体实力。{n}每个公会成员一周内可为公会提升的资源点和科技点是有上限的，个人奖励不设上限。
826	资材捐赠	XSys_GuildGrowthDonate	资材收集|1.每周可以通过上缴资材收集里的公会发展所需物资获得大量个人奖励和公会奖励。资材收集每周一凌晨5点重置{n}2.资材收集所获得的资源点和科技点将会直接输送给完成任务时所在的公会，公会会长可通过资源点和科技点研究公会庇护与公会技能来提升公会整体实力。{n}每个公会成员一周内可为公会提升的资源点和科技点是有上限的，个人奖励不设上限。资材收集任务中捐赠的精炼石将不受每周上限影响
927	无限幻境	xSys_Mysterious	无限幻境|1.玩法简介{n}{n}无限幻境为2或4人组队爬塔挑战模式，随世界等级提升幻境将会升级{n}1到21层为2人关卡，22层后为4人关卡{n}幻境内怪物将获得词缀加成，层数越高，怪物可获得的词缀加成越多{n}高层关卡将增加特性效果，不同的特性效果需要不同的应对方式{n}规定时间内击败所有怪物即可通关，通关后可继续挑战更高层{n}通关星级等于跳层数，例如当前通关1层获得3星，下一次挑战将进入第4层{n}通关越快星级越高，最高可获得3星，最高可跳至第15层{n}[FFFF00]战斗内死亡将扣除30秒挑战时间[-]，死亡可复活{n}每周一凌晨5点将重置无限幻境，随机关卡与关卡词缀{n}重置时将统一退层，最低退至1层，无限幻境整体升级时本服全部重置为1层{n}{n}2.奖励机制{n}{n}首通奖励：每周首次通关当前所在层与更高层后从主界面奖励-首通奖励直接领取{n}保底奖励：上周通关3、6、9层，次周重置时发放对应保底层奖励{n}排名奖励：根据队伍排名给成员发放，跨服不会计入排名{n}{n}3.职业分类{n}{n}近战职业:剑皇、毁灭者、狂战士、黑暗复仇者、狙翎、影舞者、风行者、黑暗女王、圣骑士、十字军、圣徒、炼金圣士、黑暗教主、烈、曜、暗、刀锋舞者、银色舞灵{n}远程职业：月之领主、魔羽、银色猎人、火舞、冰灵、时空领主、雷神、药剂师、重炮手、机械大师、银色机甲师、影、噬魂者、黑暗萨满、灵魂舞者
614	萌宠比拼		萌宠比拼|1.阵营积分{n}{n}贡献阵营道具和每日鼓舞可获得阵营积分，达到对应积分即可邮件获得积分奖励{n}{n}2.阵营获胜{n}{n}活动结束时阵营总积分多的一方将获得额外的阵营积分奖励{n}{n}3.排名奖励{n}{n}活动结束时本阵营积分排行前10可获得排名奖励{n}{n}4.注意事项{n}{n}本次活动期间加入其中一方阵营后不可更改阵营
827	公会政厅	XSys_GuildGrowthBuff	公会政厅|在公会政厅可以学习各种增益buff，buff适用于所有公会成员{n}公会祝福和庇护每日会扣除很小一部分资源点作为运营成本，管理员需要谨慎升级政厅的技能。当日资源点不足时，政厅的技能效果会失效。每日更新时间为凌晨5点
828	公会科技所	XSys_GuildGrowthLab	公会研究所|1.研究所主要是研究的是公会技能中的新技能，只有当公会研究所研究过该技能学习等级后，玩家才可以在公会技能界面消耗贡献学习技能{n}2.已学习的公会研究所的技能在离开公会后依然保留属性
481	波普大人的密室	Xsys_RechargeActitity	波普大人的密室|1、活动期间充值达成对应额度可以领取所有相应的波普的馈赠哦{n}{n}2、活动结束时将会清零额度，请记得及时领取奖励{n}{n}
482	夏萝莉的的赠礼	Xsys_ConsumeAcivity	夏萝莉的赠礼|1、活动期间，消费10钻石即可获得6点幸运能量（3月22日5:00-3月28日17:00）{n}{n}2、幸运能量将在消耗钻石时自动获得，达成对应额度可以领取所有的夏萝莉的的礼盒哦{n}{n}3、活动结束时将会清零额度，请记得及时领取奖励
486	夏日祭	Xsys_520Celebration	夏日祭|[a431e2]一年一度的夏日祭即将在阿尔特里亚举行！快来收集夏日祭团扇和夏日祭灯笼一起参加庆典活动吧！[-]{n}1、活动期间，通过夏日祭团扇和夏日祭灯笼增加全服庆典值与个人庆典值。{n}{n}夏日祭团扇获取途径：通关简单、普通、困难森林龙副本必掉2个，也可以在组队主题活动的助战奖励中获得。夏日祭团扇可以增加5点庆典值。通过组队主题活动的排行奖励或水晶商城获取夏日祭灯笼，夏日祭灯笼可以增加10点庆典值{n}{n}2、活动期间每晚20点和21点，世界会燃放红包雨，所有在线玩家均收到一份红包奖励(玩家所在服庆典值越高，奖励越高){n}{n}全服达到对应的庆典值后可获得对应庆典值的奖励{n}{n}3、活动结束后，每个服庆典值排行前100的玩家都将获得一份排行奖励。
465	装备保值	XSys_EquipReturn	装备保值|1.活动开启前制作的装备可进行一次装备制作、锻造的部分返还{n}{n}2.每个部位装备活动期间只能返还一次{n}{n}3.装备限制：A级巢穴/深渊套装，S级龙穴套装可进行装备返还，装备品质越高返还奖励越好
516	魔化巢穴	XSys_RemoteNest	魔化巢穴|活动简介{n}{n}[a431e2]这里曾是古代人的极乐世界，好奇心让他们犯下不可挽回的错误，引来灭顶之灾……千年后，辉煌的古代之国已然不复存在，迷雾笼罩着这片土地，怪物蛰伏在浓稠的黑暗里等待路过的不幸之人。而勇士你，是否愿意步入这片危险的区域，探索古代人最隐秘的科技？[-]{n}{n}1.魔化巢穴推荐4人组队，通关后可获得S级套装、经验等奖励{n}{n}2.每通关一次副本随机轮换，入场需要消耗体力{n}{n}悬赏模式{n}{n}1.当天日常任务运势为寥若星辰时可触发悬赏模式{n}{n}2.悬赏模式下将获得额外的奖励。
517	悬赏模式	XSys_RemoteNest_Hero	悬赏模式|1.当天运势最高（寥若星辰）玩家可挑战魔化巢穴-悬赏模式{n}{n}2.该模式下难度和奖励比魔化巢穴高
453	装备升级	XSys_EquipCreate_Upgrade	装备升级|1.装备升级可提升装备的基础属性{n}{n}2.装备升级后将保留原装备的注灵，进阶，强化，洗炼，附魔，龙玉，随机等属性
634	情义扭蛋	XSys_LuckyToy	情义扭蛋|1.通过消耗扭蛋劵抽取一个扭蛋号码并激活。（扭蛋劵将在钻石商城礼包页签出售）{n}{n}2.每次扭蛋随机获得一个扭蛋号码，[1985ea]已获取的数字最多被重复抽到3次[-]。{n}{n}3.当已经激活的数字连成一线时，即可获得相应奖励。（即横排、竖排、斜排）{n}{n}4.集齐所有扭蛋号码，开心一扭按钮将会成为灰色，领取所有小宝箱的奖励才可以领取终极大奖。{n}tips:每次扭蛋会获得学徒之杖、蛋糕、螺丝、夏萝莉情感精华、莉莉情感精华、迷之少女情感精华、铁匠道林情感精华、学者站台情感精华、金币*30W、精致布偶、放大镜、钻石项链、主教徽章、主教之冠、机械臂、照片、幸运环、头花、眼镜、小铁锤、天线、悬浮装置、权杖、魔法书、幸运棒、夜明珠中的一种，并获得1个号码球。号码球连成线额外获得保底奖励箱子{n}{n}5.点击“自动”可以系统自动消耗扭蛋券开始抽奖{n}{n}6.本期情义扭蛋最多重置50次，大奖为情义激活自选礼盒
129	装备注灵	XSys_Item_InjectPsychic	装备注灵|一、注灵的作用{n}{n}注灵装备将提升装备基本属性数值{n}{n}二、如何注灵{n}{n}选择要注灵的装备点击注灵按钮，随机概率提升或减少装备注灵等阶，装备注灵等阶越高属性加成越高{n}{n}三、注灵保护{n}{n}1、注灵等阶对应10阶、20阶失败不掉阶{n}{n}四丶注灵材料的获得{n}{n}1、分解魔化装备获得{n}{n}2、在水晶商城-道具中购买{n}{n}注灵可返还80%已消耗注灵水，欧气不够返还凑！（当前版本满30阶不可返还）{n}{n}注灵返还仅计算保护等阶以上的注灵水消耗，当前版本保护等阶0阶、10阶、20阶
937	精灵打造	XSys_SpriteSystem_EquipMade	装备打造|一、如何打造{n}{n}打造精灵装备需要消耗炉火值（皇冠额外需要精灵皇冠碎片）{n}{n}二、获取炉火值{n}{n}打造时选择对应道具可抵扣炉火值，每日所有道具有总的炉火值抵扣上限，超过上限所有道具不可继续抵扣炉火值{n}{n}钻石商城每周限购可购买炉火值{n}{n}三丶抵扣列表{n}{n}[00FF00]龙币，水晶，精灵捣蛋罐头，精灵派对蛋糕，精灵升星药水，精灵觉醒药水，绿玛瑙,蓝玛瑙,橙玛瑙,紫玛瑙，英雄币，高级英雄币，中高级装备洗炼石，中高级纹章洗练石，红龙升级石，冰龙升级石[-]{n}{n}四丶装备品质{n}{n}每次打造有概率随机获得不同品质的装备！{n}{n}五丶套装效果{n}{n}同时穿戴同等级段同品质的披风、徽章和宝珠可激活强大的套装效果！{n}{n}六、随机介绍{n}{n}精灵装备同品质条目数差距最多1条{n}{n}精灵装备同品质属性数值上下限不会超过50%{n}{n}精灵装备单个部位累计打造达到35~40次后，必定打造出S级品质装备{n}{n}精灵装备属性类型仅包含双攻、双防、生命值5种属性类型，最多存在2条相同类型属性{n}{n}精灵装备不会随出非本职业攻击属性
705	佣兵	XSys_Machine	佣兵|一、如何获得{n}{n}消耗道具激活佣兵{n}{n}二、佣兵使用{n}{n}已激活的佣兵可点击出战按钮，在战斗副本中可召唤佣兵进行战斗，每次战斗中仅可召唤1次佣兵，且取消召唤后当前战斗不可再次召唤{n}{n}三、兵徽升级{n}{n}[00FF00]升级佣兵的兵徽可提升佣兵属性，当点亮八条兵纹时可突破兵徽等级，升级可激活新的佣兵技能或者提升技能等级[-]{n}{n}四、职业挑战赛、公会BOSS、世界BOSS、无限幻境、所有PVP场景禁止使用佣兵{n}{n}五、佣兵委派：{n}{n}（1）佣兵拥有4项能力值，每个委派任务会需求不同的能力值，当委派上阵的佣兵对应能力值越高，则完成任务获得的评价越高{n}{n}（2）每日最多可接取6个委派任务，任务品质可以刷新{n}{n}（3）佣兵专属分为B、A、S、L等级，用对应等级的碎片激活，激活L等级的专属可以让佣兵获得更加酷炫的造型
519	噩梦庭院	XSys_NightmareYard	噩梦庭院|一、挑战条件{n}{n}前往噩梦庭院需要消耗挑战次数，每日有1次免费挑战的机会{n}{n}二、获得额外挑战次数{n}{n}拥有[00FF00]噩梦残骸[-]道具即可转化为挑战次数，每日最多增加3次挑战次数{n}{n}三、游戏规则{n}{n}每个新的赛季，会根据玩家角色的战斗力匹配一个合适的层数作为初始挑战层数，玩家的目的是不断挑战每层随机关卡，挑战成功后即可解锁下一层的庭院关卡。挑战成功会扣除一次挑战次数，失败则不扣除{n}{n}庭院关卡是完全随机的场景和怪物，玩家需要在指定的时间内不断击杀怪物，从杀死的怪物中积蓄[00FF00]噩梦值[-]。若玩家在时限结束前成功集满该值则出现庭院守护BOSS，击杀BOSS后本层挑战胜利{n}{n}[00FF00]提示：与噩梦庭院的BOSS交战后需要注意不要距离太远，否则魔物会返回原本的出现地点并恢复所有生命值。[-]{n}{n}赛季规则{n}{n}噩梦庭院是赛季制的单人PVE玩法，以每个月为一个赛季（以次日凌晨5点为准），赛季结束后会根据玩家在服务器中的排名给予赛季奖励，通过邮件发放。新赛季开始后，玩家的奖励进度和层数将重置，开始新一轮的挑战{n}{n}五、玩法奖励{n}{n}噩梦庭院的主要奖励为：[00FF00]符文龙装备制作材料[-]，[00FF00]重铸锁定石[-]、[00FF00]高级重铸锁定石[-]和[00FF00]金币[-]{n}{n}挑战层数越高掉落重铸锁定石和高级重铸锁定石概率越高，符文龙装备制作材料和金币掉落数量更多{n}{n}六、扫荡功能{n}{n}冒险家们可以通过消耗噩梦庭院扫荡券，直接扫荡通关当前已通关最高层数十层以下（含十层）的层数（例如：当前已通关最高层数为130层，则可以扫荡120层（含）以下的层数）并获得奖励。
829	公会钓鱼	XSys_GuildFish	公会钓鱼|一、公会商店购买特制鱼饵可前往公会钓鱼{n}{n}二、每次钓鱼消耗一个鱼饵，钓鱼过程可概率触发随机事件，冒险家留意钓鱼界面的提示哦{n}{n}三、每次钓鱼必定获得建设点与科技点，对公会的提升发展有极大的帮助{n}{n}四、限时会开放钓鱼奖励多倍，敬请期待~
690	众神再临	XSys_BuyActiveityOne	众神再临|潘多拉L三件套强势返场！活动期间玩家可使用森林之息兑换往期的潘多拉L级三件套！快来参与吧
691	决战助力商店	XSys_BuyActiveityTwo	决战助力商店|决战森林龙时刻终于到来！即日起，玩家可在决战助力商店中使用森林龙决战奖章兑换各种强化道具礼包、装备礼包。冒险家们，集结起来！向森林龙发起攻击吧！
692	刮刮卡商店	XSys_BuyActiveityThree	刮刮卡商店|活动期间，冒险家们可在钻石商城购买夏末刮刮卡，开出的夏末幸运币可以兑换你喜欢的道具，包括泳池夏日环绕特效、泳池夏日脚底特效、夏日时装三选一礼包、奶茶坐骑、森林龙高级附魔石自选箱、森林龙大师附魔石自选箱等精美礼品。
556	爱的抱抱	XSys_MulActivity_LoveHug	爱的抱抱|一、每轮开始前玩家站在灯光区跳舞可获得奖励{n}{n}二、活动开始后地板格子上会出现数字，代表该区域允许站的人数，人数符合可开启防御阻止他人进入，1名玩家的格子无法开启防御{n}{n}三、每轮时间结束后，未在方块内或方块内人数不符的都将出局{n}{n}四、场上人数少于2或游戏存活5轮后结束
774	月饼钩钩乐	XSys_ThemeActivity_MadDuck	月饼钩钩乐|活动简介{n}{n}1、月饼钩钩乐是单人挑战副本，玩家进入副本需要消耗一张月饼钩钩乐门票，通过操作钓手来钓取不同的月饼获得积分，从而最终获得钩钩乐兑换券奖励{n}{n}2、收集钩钩乐兑换券可兑换各种道具哦{n}活动时间：9月13日 5:00-9月19日 17:00
775	疯鸭秘境	XSys_ThemeActivity_MadDuck3	疯鸭秘境|活动简介{n}{n}1、疯鸭秘境是单人挑战副本，玩家进入副本需要消耗一张疯鸭秘境门票，通过吃不同的金币获得积分，从而最终获得疯鸭的宝箱{n}{n}
776	疯鸭围城	XSys_ThemeActivity_MadDuck4	疯鸭围城|活动简介{n}{n}1、疯鸭围城是单人挑战副本，玩家进入副本需要消耗一张魔法门票，通过击败鸭子获得积分，从而最终获得魔法福袋，魔法福袋有概率出月梦A坐骑、冰龙传说碎片、烈阳之心、绯墨气息卷轴等珍稀道具！{n}{n}
800	精灵装备洗炼	SYS_SpriteEquipSmelt	洗炼|一、洗炼的作用{n}{n}洗炼装备可获得更高的随机属性，获得战力提升{n}{n}二、如何洗炼{n}{n}130级以上的精灵装备点击洗炼，随机一条属性的数值在限定范围内重新随机，获得比当前更高的属性值时才会进行替换{n}{n}三、洗炼返还{n}{n}洗炼返还可返还一部分已消耗的洗炼材料
801	投资礼包	XSys_InvestmentFrameOne	投资礼包|一、活动时间内累计充值达到对应的钻石可以激活礼包（包括直购礼包）{n}{n}二、激活礼包后，奖励领取时间延长15天，在15天内累计登录12天即可领完所有奖励{n}{n}三、投资礼包激活的截止时间为8月15日5点，过期后充值无法激活投资礼包{n}{n}
802	新春投资礼包	XSys_InvestmentFrameTwo	新春投资礼包|一、活动时间内累计充值达到对应的钻石可以激活礼包（包括直购礼包）{n}{n}二、激活礼包后，奖励领取时间延长15天，在15天内累计登录12天即可领完所有奖励{n}{n}三、新春投资礼包激活的截止时间为1月25日5点，过期后充值无法激活新春投资礼包{n}{n}
285	福利翻翻乐	SYS_Flopdraw	福利翻翻乐|本次活动奖池库内含注灵水、魔化精髓、龙玉强化石、伙伴食物、高贵的情感精华、4级极品龙玉袋子、森林龙装备洗炼石、佣兵零件、潘多拉火种、龙之精魄{n}{n}参与活动所需翻牌币可在龙币商城礼包页签购买每日限购翻牌币礼包获得{n}{n}
