scendid	scenename	star2	star3	time	hppercent	found	behit	npchp	combo	passpower
73038	代达罗斯·Ⅲ	1=0=240	1=0=120							
73039	月光飞艇·Ⅲ	1=0=240	1=0=120							
73040	熔岩孤岛·Ⅲ	1=0=240	1=0=120							
73041	暴风瞭望台·Ⅲ	1=0=240	1=0=120							
73042	蘑岩峡谷·Ⅲ	1=0=240	1=0=120							
73043	赞龙的神殿·Ⅲ	1=0=240	1=0=120							
73044	神圣天堂南郊地牢·Ⅲ	1=0=240	1=0=120							
73045	神圣天堂南城门·Ⅲ	1=0=240	1=0=120							
73046	王城地下的神殿·Ⅲ	1=0=240	1=0=120							
73047	被遗弃的绚烂主题公园·Ⅲ	1=0=240	1=0=120							
73048	神圣天堂王城正门·Ⅲ	1=0=240	1=0=120							
73049	卫兵西米特·Ⅲ	1=0=240	1=0=120							
73050	园丁卡兰德·Ⅲ	1=0=240	1=0=120							
73051	铁匠李特森·Ⅲ	1=0=240	1=0=120							
73052	台风金·Ⅲ	1=0=240	1=0=120							
73053	实验体-Karameli·Ⅲ	1=0=240	1=0=120							
73054	精灵女王-拉坦娜·Ⅲ	1=0=240	1=0=120							
73055	教授K·Ⅲ	1=0=240	1=0=120							
73056	伟人杜克斯·阿尔克斯·Ⅲ	1=0=240	1=0=120							
73057	新月守护者佩尔守卫者·Ⅲ	1=0=240	1=0=120							
73058	咆哮的守卫奥尼德·Ⅲ	1=0=240	1=0=120							
73059	哭泣的雾之女王·Ⅲ	1=0=240	1=0=120							
73060	烈火之花杰姆斯托克·Ⅲ	1=0=240	1=0=120							
73061	凤凰拉巴诺克·Ⅲ	1=0=240	1=0=120							
73062	最后的挑战·Ⅲ	1=0=240	1=0=120							
74001	黑山洞窟	1=0=240	1=0=120							
74002	熔岩岛	1=0=240	1=0=120							
74003	蜥蜴人栖息地	1=0=240	1=0=120							
74004	龙骨荒漠	1=0=240	1=0=120							
74005	剧毒之森	1=0=240	1=0=120							
74006	沙芬特拉之岛	1=0=240	1=0=120							
74007	巨木丛林	1=0=240	1=0=120							
74008	符文沼泽	1=0=240	1=0=120							
74009	勇者遗迹	1=0=240	1=0=120							
74010	剧毒峡谷	1=0=240	1=0=120							
74011	魔力之源	1=0=240	1=0=120							
74012	梦的回廊	1=0=240	1=0=120							
74013	月光飞艇	1=0=240	1=0=120							
74014	熔岩孤岛	1=0=240	1=0=120							
74015	暴风瞭望台	1=0=240	1=0=120							
74016	蘑岩峡谷	1=0=240	1=0=120							
74017	赞龙的神殿	1=0=240	1=0=120							
74018	末日高地	1=0=240	1=0=120							
74019	神圣天堂南郊地牢	1=0=240	1=0=120							
74020	神圣天堂南城门	1=0=240	1=0=120							
74021	王城地下的神殿	1=0=240	1=0=120							
74022	上古地狱犬·Ⅳ	1=0=240	1=0=120							
74023	牛魔王·Ⅳ	1=0=240	1=0=120							
74024	守护者的未知领域·Ⅳ	1=0=240	1=0=120							
74025	狂暴大主教·Ⅳ	1=0=240	1=0=120							
74026	蜥蜴人栖息地·Ⅳ	1=0=240	1=0=120							
74027	龙骨荒漠·Ⅳ	1=0=240	1=0=120							
74028	剧毒之森·Ⅳ	1=0=240	1=0=120							
74029	勇者遗迹·Ⅳ	1=0=240	1=0=120							
74030	剧毒峡谷·Ⅳ	1=0=240	1=0=120							
74031	魔力之源·Ⅳ	1=0=240	1=0=120							
74032	巨木丛林·Ⅳ	1=0=240	1=0=120							
74033	沙漠前哨站·Ⅳ	1=0=240	1=0=120							
74034	缺德者城堡·Ⅳ	1=0=240	1=0=120							
74035	风蚀深渊·Ⅳ	1=0=240	1=0=120							
74036	沙岩入口·Ⅳ	1=0=240	1=0=120							
74037	雷兽荒野·Ⅳ	1=0=240	1=0=120							
74038	代达罗斯·Ⅳ	1=0=240	1=0=120							
74039	月光飞艇·Ⅳ	1=0=240	1=0=120							
74040	熔岩孤岛·Ⅳ	1=0=240	1=0=120							
74041	暴风瞭望台·Ⅳ	1=0=240	1=0=120							
74042	蘑岩峡谷·Ⅳ	1=0=240	1=0=120							
74043	赞龙的神殿·Ⅳ	1=0=240	1=0=120							
74044	神圣天堂南郊地牢·Ⅳ	1=0=240	1=0=120							
74045	神圣天堂南城门·Ⅳ	1=0=240	1=0=120							
74046	王城地下的神殿·Ⅳ	1=0=240	1=0=120							
74047	被遗弃的绚烂主题公园·Ⅳ	1=0=240	1=0=120							
74048	神圣天堂王城正门·Ⅳ	1=0=240	1=0=120							
74049	卫兵西米特·Ⅳ	1=0=240	1=0=120							
74050	园丁卡兰德·Ⅳ	1=0=240	1=0=120							
74051	铁匠李特森·Ⅳ	1=0=240	1=0=120							
74052	台风金·Ⅳ	1=0=240	1=0=120							
74053	实验体-Karameli·Ⅳ	1=0=240	1=0=120							
74054	精灵女王-拉坦娜·Ⅳ	1=0=240	1=0=120							
74055	教授K·Ⅳ	1=0=240	1=0=120							
74056	伟人杜克斯·阿尔克斯·Ⅳ	1=0=240	1=0=120							
74057	新月守护者佩尔守卫者·Ⅳ	1=0=240	1=0=120							
74058	咆哮的守卫奥尼德·Ⅳ	1=0=240	1=0=120							
74059	哭泣的雾之女王·Ⅳ	1=0=240	1=0=120							
74060	烈火之花杰姆斯托克·Ⅳ	1=0=240	1=0=120							
74061	凤凰拉巴诺克·Ⅳ	1=0=240	1=0=120							
74062	最后的挑战·Ⅳ	1=0=240	1=0=120							
75001	黑山大练兵场·V	1=0=240	1=0=120							
75002	黑山魔物城·V	1=0=240	1=0=120							
75003	海盗根据腹地·V	1=0=240	1=0=120							
75004	牛头人之殇·V	1=0=240	1=0=120							
75005	食人魔兄弟·V	1=0=240	1=0=120							
75006	地狱犬卡卡里·V	1=0=240	1=0=120							
75007	牛头人议会·V	1=0=240	1=0=120							
75008	突袭女妖娜迦·V	1=0=240	1=0=120							
75009	布鲁陪你玩·V	1=0=240	1=0=120							
75010	狮蝎领主克雷姆·V	1=0=240	1=0=120							
75011	死神来袭·V	1=0=240	1=0=120							
75012	骷髅王的袭击·V	1=0=240	1=0=120							
75013	天启·V	1=0=240	1=0=120							
75014	守门人毒菌·V	1=0=240	1=0=120							
75015	惩戒者布拉斯·V	1=0=240	1=0=120							
75016	扎满的末日·V	1=0=240	1=0=120							
75017	扎满的秘密武器·V	1=0=240	1=0=120							
75018	黑山洞窟保卫战·V	1=0=240	1=0=120							
75019	进攻熔岩岛·V	1=0=240	1=0=120							
75020	龙之追随者爪牙·V	1=0=240	1=0=120							
75021	堕落的摩尔干·V	1=0=240	1=0=120							
75022	上古地狱犬·V	1=0=240	1=0=120							
75023	牛魔王·V	1=0=240	1=0=120							
75024	守护者的未知领域·V	1=0=240	1=0=120							
75025	狂暴大主教·V	1=0=240	1=0=120							
75026	蜥蜴人栖息地·V	1=0=240	1=0=120							
75027	龙骨荒漠·V	1=0=240	1=0=120							
75028	剧毒之森·V	1=0=240	1=0=120							
75029	勇者遗迹·V	1=0=240	1=0=120							
75030	剧毒峡谷·V	1=0=240	1=0=120							
75031	魔力之源·V	1=0=240	1=0=120							
75032	巨木丛林·V	1=0=240	1=0=120							
75033	沙漠前哨站·V	1=0=240	1=0=120							
75034	缺德者城堡·V	1=0=240	1=0=120							
75035	风蚀深渊·V	1=0=240	1=0=120							
75036	沙岩入口·V	1=0=240	1=0=120							
75037	雷兽荒野·V	1=0=240	1=0=120							
75038	代达罗斯·V	1=0=240	1=0=120							
75039	月光飞艇·V	1=0=240	1=0=120							
75040	熔岩孤岛·V	1=0=240	1=0=120							
75041	暴风瞭望台·V	1=0=240	1=0=120							
75042	蘑岩峡谷·V	1=0=240	1=0=120							
75043	赞龙的神殿·V	1=0=240	1=0=120							
75044	神圣天堂南郊地牢·V	1=0=240	1=0=120							
75045	神圣天堂南城门·V	1=0=240	1=0=120							
75046	王城地下的神殿·V	1=0=240	1=0=120							
75047	被遗弃的绚烂主题公园·V	1=0=240	1=0=120							
75048	神圣天堂王城正门·V	1=0=240	1=0=120							
75049	卫兵西米特·V	1=0=240	1=0=120							
75050	园丁卡兰德·V	1=0=240	1=0=120							
75051	铁匠李特森·V	1=0=240	1=0=120							
75052	台风金·V	1=0=240	1=0=120							
75053	实验体-Karameli·V	1=0=240	1=0=120							
75054	精灵女王-拉坦娜·V	1=0=240	1=0=120							
75055	教授K·V	1=0=240	1=0=120							
75056	伟人杜克斯·阿尔克斯·V	1=0=240	1=0=120							
75057	新月守护者佩尔守卫者·V	1=0=240	1=0=120							
75058	咆哮的守卫奥尼德·V	1=0=240	1=0=120							
75059	哭泣的雾之女王·V	1=0=240	1=0=120							
75060	烈火之花杰姆斯托克·V	1=0=240	1=0=120							
75061	凤凰拉巴诺克·V	1=0=240	1=0=120							
75062	实验体-Omega·V	1=0=240	1=0=120							
76001	黑山大练兵场·Ⅵ	1=0=240	1=0=120							
76002	黑山魔物城·Ⅵ	1=0=240	1=0=120							
76003	海盗根据腹地·Ⅵ	1=0=240	1=0=120							
76004	牛头人之殇·Ⅵ	1=0=240	1=0=120							
76005	食人魔兄弟·Ⅵ	1=0=240	1=0=120							
76006	地狱犬卡卡里·Ⅵ	1=0=240	1=0=120							
76007	牛头人议会·Ⅵ	1=0=240	1=0=120							
76008	突袭女妖娜迦·Ⅵ	1=0=240	1=0=120							
76009	布鲁陪你玩·Ⅵ	1=0=240	1=0=120							
76010	狮蝎领主克雷姆·Ⅵ	1=0=240	1=0=120							
76011	死神来袭·Ⅵ	1=0=240	1=0=120							
76012	骷髅王的袭击·Ⅵ	1=0=240	1=0=120							
76013	天启·Ⅵ	1=0=240	1=0=120							
76014	守门人毒菌·Ⅵ	1=0=240	1=0=120							
76015	惩戒者布拉斯·Ⅵ	1=0=240	1=0=120							
76016	扎满的末日·Ⅵ	1=0=240	1=0=120							
76017	扎满的秘密武器·Ⅵ	1=0=240	1=0=120							
76018	黑山洞窟保卫战·Ⅵ	1=0=240	1=0=120							
76019	进攻熔岩岛·Ⅵ	1=0=240	1=0=120							
76021	堕落的摩尔干·Ⅵ	1=0=240	1=0=120							
76022	上古地狱犬·Ⅵ	1=0=240	1=0=120							
76023	牛魔王·Ⅵ	1=0=240	1=0=120							
76024	守护者的未知领域·Ⅵ	1=0=240	1=0=120							
76025	狂暴大主教·Ⅵ	1=0=240	1=0=120							
76026	蜥蜴人栖息地·Ⅵ	1=0=240	1=0=120							
76027	龙骨荒漠·Ⅵ	1=0=240	1=0=120							
76028	剧毒之森·Ⅵ	1=0=240	1=0=120							
76029	勇者遗迹·Ⅵ	1=0=240	1=0=120							
76030	剧毒峡谷·Ⅵ	1=0=240	1=0=120							
76031	魔力之源·Ⅵ	1=0=240	1=0=120							
76032	巨木丛林·Ⅵ	1=0=240	1=0=120							
76033	沙漠前哨站·Ⅵ	1=0=240	1=0=120							
76034	缺德者城堡·Ⅵ	1=0=240	1=0=120							
76035	风蚀深渊·Ⅵ	1=0=240	1=0=120							
76036	沙岩入口·Ⅵ	1=0=240	1=0=120							
76037	雷兽荒野·Ⅵ	1=0=240	1=0=120							
76038	代达罗斯·Ⅵ	1=0=240	1=0=120							
76039	月光飞艇·Ⅵ	1=0=240	1=0=120							
76040	熔岩孤岛·Ⅵ	1=0=240	1=0=120							
76041	暴风瞭望台·Ⅵ	1=0=240	1=0=120							
76042	蘑岩峡谷·Ⅵ	1=0=240	1=0=120							
76043	赞龙的神殿·Ⅵ	1=0=240	1=0=120							
76045	神圣天堂南城门·Ⅵ	1=0=240	1=0=120							
76046	王城地下的神殿·Ⅵ	1=0=240	1=0=120							
76047	被遗弃的绚烂主题公园·Ⅵ	1=0=240	1=0=120							
76048	神圣天堂王城正门·Ⅵ	1=0=240	1=0=120							
76049	卫兵西米特·Ⅵ	1=0=240	1=0=120							
76050	园丁卡兰德·Ⅵ	1=0=240	1=0=120							
76051	铁匠李特森·Ⅵ	1=0=240	1=0=120							
76052	台风金·Ⅵ	1=0=240	1=0=120							
76053	实验体-Karameli·Ⅵ	1=0=240	1=0=120							
76054	精灵女王-拉坦娜·Ⅵ	1=0=240	1=0=120							
76055	教授K·Ⅵ	1=0=240	1=0=120							
76056	伟人杜克斯·阿尔克斯·Ⅵ	1=0=240	1=0=120							
76057	新月守护者佩尔守卫者·Ⅵ	1=0=240	1=0=120							
76058	咆哮的守卫奥尼德·Ⅵ	1=0=240	1=0=120							
76059	哭泣的雾之女王·Ⅵ	1=0=240	1=0=120							
76060	烈火之花杰姆斯托克·Ⅵ	1=0=240	1=0=120							
76061	凤凰拉巴诺克·Ⅵ	1=0=240	1=0=120							
76062	实验体-Omega·Ⅵ	1=0=240	1=0=120							
90000	恶灵来袭-简单	1=0=0	2=0=0							
90001	恶灵来袭-普通	1=0=0	2=0=0							
90002	恶灵来袭-困难	1=0=0	2=0=0							
90003	再战地狱犬-第一章	1=0=0	2=0=0							
90004	再战地狱犬-第二章	1=0=0	2=0=0							
90005	再战地狱犬-第三章	1=0=0	2=0=0							
90006	再探大主教-第一章	1=0=0	2=0=0							
90007	再探大主教-第二章	1=0=0	2=0=0							
90008	再探大主教-第三章	1=0=0	2=0=0							
90009	激进的巨人-第一章	1=0=0	2=0=0							
90010	激进的巨人-第二章	1=0=0	2=0=0							
90011	激进的巨人-第三章	1=0=0	2=0=0							
90012	黑龙的苏醒-第一章	1=0=0	2=0=0							
90013	黑龙的苏醒-第二章	1=0=0	2=0=0							
90014	黑龙的苏醒-第三章	1=0=0	2=0=0							
90015	台风金归来-第一章	1=0=0	2=0=0							
90016	台风金归来-第二章	1=0=0	2=0=0							
90017	台风金归来-第三章	1=0=0	2=0=0							
90018	策划大作战III简单	1=0=0	2=0=0							
90019	策划大作战III普通	1=0=0	2=0=0							
90020	策划大作战III困难	1=0=0	2=0=0							
4412	躲避蛮牛-简单	1=0=0	2=0=0							
4413	躲避蛮牛-普通	1=0=0	2=0=0							
4414	躲避蛮牛-困难	1=0=0	2=0=0							
4401	方块迷阵-简单	1=0=0	2=0=0							
4410	方块迷阵-普通	1=0=0	2=0=0							
4411	方块迷阵-困难	1=0=0	2=0=0							
4006	方块迷阵	1=0=0	2=0=0							
4007	高地生存	1=0=0	2=0=0							
4008	寻找宝箱	1=0=0	2=0=0							
4009	部落潜行	1=0=0	2=0=0							
4010	躲避蛮牛	1=0=0	2=0=0							
81000	海龙·萨芬特拉之岛-40%	1=0=240	1=0=120							
81001	海龙·萨芬特拉之岛-80%	1=0=240	1=0=120							
81002	海龙·萨芬特拉之岛-85%	1=0=240	1=0=120							
81003	海龙·萨芬特拉之岛-90%	1=0=240	1=0=120							
81004	海龙·萨芬特拉之岛-95%	1=0=240	1=0=120							
81005	海龙·萨芬特拉之岛-100%	1=0=240	1=0=120							
81006	海龙·萨芬特拉之岛-105%	1=0=240	1=0=120							
81007	海龙·萨芬特拉之岛-110%	1=0=240	1=0=120							
81008	海龙·萨芬特拉之岛-115%	1=0=240	1=0=120							
81009	海龙·萨芬特拉之岛-120%	1=0=240	1=0=120							
81010	海龙·萨芬特拉之岛-125%	1=0=240	1=0=120							
81011	海龙·萨芬特拉之岛-130%	1=0=240	1=0=120							
81012	海龙·萨芬特拉之岛-135%	1=0=240	1=0=120							
81013	海龙·萨芬特拉之岛-140%	1=0=240	1=0=120							
81014	海龙·萨芬特拉之岛-145%	1=0=240	1=0=120							
81015	海龙·萨芬特拉之岛-150%	1=0=240	1=0=120							
81016	海龙·萨芬特拉之岛-155%	1=0=240	1=0=120							
81017	海龙·萨芬特拉之岛-160%	1=0=240	1=0=120							
81018	海龙·萨芬特拉之岛-165%	1=0=240	1=0=120							
81019	海龙·萨芬特拉之岛-170%	1=0=240	1=0=120							
81020	海龙·萨芬特拉之岛-175%	1=0=240	1=0=120							
81021	海龙·萨芬特拉之岛-180%	1=0=240	1=0=120							
81022	海龙·萨芬特拉之岛-185%	1=0=240	1=0=120							
81023	海龙·萨芬特拉之岛-190%	1=0=240	1=0=120							
81024	海龙·萨芬特拉之岛-200%	1=0=240	1=0=120							
81100	海龙·黑山洞窟-40%	1=0=240	1=0=120							
81101	海龙·黑山洞窟-80%	1=0=240	1=0=120							
81102	海龙·黑山洞窟-85%	1=0=240	1=0=120							
81103	海龙·黑山洞窟-90%	1=0=240	1=0=120							
81104	海龙·黑山洞窟-95%	1=0=240	1=0=120							
81105	海龙·黑山洞窟-100%	1=0=240	1=0=120							
81106	海龙·黑山洞窟-105%	1=0=240	1=0=120							
81107	海龙·黑山洞窟-110%	1=0=240	1=0=120							
81108	海龙·黑山洞窟-115%	1=0=240	1=0=120							
81109	海龙·黑山洞窟-120%	1=0=240	1=0=120							
81110	海龙·黑山洞窟-125%	1=0=240	1=0=120							
81111	海龙·黑山洞窟-130%	1=0=240	1=0=120							
81112	海龙·黑山洞窟-135%	1=0=240	1=0=120							
81113	海龙·黑山洞窟-140%	1=0=240	1=0=120							
81114	海龙·黑山洞窟-145%	1=0=240	1=0=120							
81115	海龙·黑山洞窟-150%	1=0=240	1=0=120							
81116	海龙·黑山洞窟-155%	1=0=240	1=0=120							
81117	海龙·黑山洞窟-160%	1=0=240	1=0=120							
81118	海龙·黑山洞窟-165%	1=0=240	1=0=120							
81119	海龙·黑山洞窟-170%	1=0=240	1=0=120							
81120	海龙·黑山洞窟-175%	1=0=240	1=0=120							
81121	海龙·黑山洞窟-180%	1=0=240	1=0=120							
81122	海龙·黑山洞窟-185%	1=0=240	1=0=120							
81123	海龙·黑山洞窟-190%	1=0=240	1=0=120							
81124	海龙·黑山洞窟-200%	1=0=240	1=0=120							
81200	海龙·熔岩岛-40%	1=0=240	1=0=120							
81201	海龙·熔岩岛-80%	1=0=240	1=0=120							
81202	海龙·熔岩岛-85%	1=0=240	1=0=120							
81203	海龙·熔岩岛-90%	1=0=240	1=0=120							
81204	海龙·熔岩岛-95%	1=0=240	1=0=120							
81205	海龙·熔岩岛-100%	1=0=240	1=0=120							
81206	海龙·熔岩岛-105%	1=0=240	1=0=120							
81207	海龙·熔岩岛-110%	1=0=240	1=0=120							
81208	海龙·熔岩岛-115%	1=0=240	1=0=120							
81209	海龙·熔岩岛-120%	1=0=240	1=0=120							
81210	海龙·熔岩岛-125%	1=0=240	1=0=120							
81211	海龙·熔岩岛-130%	1=0=240	1=0=120							
81212	海龙·熔岩岛-135%	1=0=240	1=0=120							
81213	海龙·熔岩岛-140%	1=0=240	1=0=120							
81214	海龙·熔岩岛-145%	1=0=240	1=0=120							
81215	海龙·熔岩岛-150%	1=0=240	1=0=120							
81216	海龙·熔岩岛-155%	1=0=240	1=0=120							
81217	海龙·熔岩岛-160%	1=0=240	1=0=120							
81218	海龙·熔岩岛-165%	1=0=240	1=0=120							
81219	海龙·熔岩岛-170%	1=0=240	1=0=120							
81220	海龙·熔岩岛-175%	1=0=240	1=0=120							
81221	海龙·熔岩岛-180%	1=0=240	1=0=120							
81222	海龙·熔岩岛-185%	1=0=240	1=0=120							
81223	海龙·熔岩岛-190%	1=0=240	1=0=120							
81224	海龙·熔岩岛-200%	1=0=240	1=0=120							
81300	海龙·蜥蜴人栖息地-40%	1=0=240	1=0=120							
81301	海龙·蜥蜴人栖息地-80%	1=0=240	1=0=120							
81302	海龙·蜥蜴人栖息地-85%	1=0=240	1=0=120							
81303	海龙·蜥蜴人栖息地-90%	1=0=240	1=0=120							
81304	海龙·蜥蜴人栖息地-95%	1=0=240	1=0=120							
81305	海龙·蜥蜴人栖息地-100%	1=0=240	1=0=120							
81306	海龙·蜥蜴人栖息地-105%	1=0=240	1=0=120							
81307	海龙·蜥蜴人栖息地-110%	1=0=240	1=0=120							
81308	海龙·蜥蜴人栖息地-115%	1=0=240	1=0=120							
81309	海龙·蜥蜴人栖息地-120%	1=0=240	1=0=120							
81310	海龙·蜥蜴人栖息地-125%	1=0=240	1=0=120							
81311	海龙·蜥蜴人栖息地-130%	1=0=240	1=0=120							
81312	海龙·蜥蜴人栖息地-135%	1=0=240	1=0=120							
81313	海龙·蜥蜴人栖息地-140%	1=0=240	1=0=120							
81314	海龙·蜥蜴人栖息地-145%	1=0=240	1=0=120							
81315	海龙·蜥蜴人栖息地-150%	1=0=240	1=0=120							
81316	海龙·蜥蜴人栖息地-155%	1=0=240	1=0=120							
81317	海龙·蜥蜴人栖息地-160%	1=0=240	1=0=120							
81318	海龙·蜥蜴人栖息地-165%	1=0=240	1=0=120							
81319	海龙·蜥蜴人栖息地-170%	1=0=240	1=0=120							
81320	海龙·蜥蜴人栖息地-175%	1=0=240	1=0=120							
81321	海龙·蜥蜴人栖息地-180%	1=0=240	1=0=120							
81322	海龙·蜥蜴人栖息地-185%	1=0=240	1=0=120							
81323	海龙·蜥蜴人栖息地-190%	1=0=240	1=0=120							
81324	海龙·蜥蜴人栖息地-200%	1=0=240	1=0=120							
81400	海龙·龙骨荒漠-40%	1=0=240	1=0=120							
81401	海龙·龙骨荒漠-80%	1=0=240	1=0=120							
81402	海龙·龙骨荒漠-85%	1=0=240	1=0=120							
81403	海龙·龙骨荒漠-90%	1=0=240	1=0=120							
81404	海龙·龙骨荒漠-95%	1=0=240	1=0=120							
81405	海龙·龙骨荒漠-100%	1=0=240	1=0=120							
81406	海龙·龙骨荒漠-105%	1=0=240	1=0=120							
81407	海龙·龙骨荒漠-110%	1=0=240	1=0=120							
81408	海龙·龙骨荒漠-115%	1=0=240	1=0=120							
81409	海龙·龙骨荒漠-120%	1=0=240	1=0=120							
81410	海龙·龙骨荒漠-125%	1=0=240	1=0=120							
81411	海龙·龙骨荒漠-130%	1=0=240	1=0=120							
81412	海龙·龙骨荒漠-135%	1=0=240	1=0=120							
81413	海龙·龙骨荒漠-140%	1=0=240	1=0=120							
81414	海龙·龙骨荒漠-145%	1=0=240	1=0=120							
81415	海龙·龙骨荒漠-150%	1=0=240	1=0=120							
81416	海龙·龙骨荒漠-155%	1=0=240	1=0=120							
81417	海龙·龙骨荒漠-160%	1=0=240	1=0=120							
81418	海龙·龙骨荒漠-165%	1=0=240	1=0=120							
81419	海龙·龙骨荒漠-170%	1=0=240	1=0=120							
81420	海龙·龙骨荒漠-175%	1=0=240	1=0=120							
81421	海龙·龙骨荒漠-180%	1=0=240	1=0=120							
81422	海龙·龙骨荒漠-185%	1=0=240	1=0=120							
81423	海龙·龙骨荒漠-190%	1=0=240	1=0=120							
81424	海龙·龙骨荒漠-200%	1=0=240	1=0=120							
81500	海龙·剧毒之森-40%	1=0=240	1=0=120							
81501	海龙·剧毒之森-80%	1=0=240	1=0=120							
81502	海龙·剧毒之森-85%	1=0=240	1=0=120							
81503	海龙·剧毒之森-90%	1=0=240	1=0=120							
81504	海龙·剧毒之森-95%	1=0=240	1=0=120							
81505	海龙·剧毒之森-100%	1=0=240	1=0=120							
81506	海龙·剧毒之森-105%	1=0=240	1=0=120							
81507	海龙·剧毒之森-110%	1=0=240	1=0=120							
81508	海龙·剧毒之森-115%	1=0=240	1=0=120							
81509	海龙·剧毒之森-120%	1=0=240	1=0=120							
81510	海龙·剧毒之森-125%	1=0=240	1=0=120							
81511	海龙·剧毒之森-130%	1=0=240	1=0=120							
81512	海龙·剧毒之森-135%	1=0=240	1=0=120							
81513	海龙·剧毒之森-140%	1=0=240	1=0=120							
81514	海龙·剧毒之森-145%	1=0=240	1=0=120							
81515	海龙·剧毒之森-150%	1=0=240	1=0=120							
81516	海龙·剧毒之森-155%	1=0=240	1=0=120							
81517	海龙·剧毒之森-160%	1=0=240	1=0=120							
81518	海龙·剧毒之森-165%	1=0=240	1=0=120							
81519	海龙·剧毒之森-170%	1=0=240	1=0=120							
81520	海龙·剧毒之森-175%	1=0=240	1=0=120							
81521	海龙·剧毒之森-180%	1=0=240	1=0=120							
81522	海龙·剧毒之森-185%	1=0=240	1=0=120							
81523	海龙·剧毒之森-190%	1=0=240	1=0=120							
81524	海龙·剧毒之森-200%	1=0=240	1=0=120							
130013	天启巢穴-竞技	1=0=240	2=0=50	240	50					
