Comment	CommentSceneID	ID	Name	PresentID	Type	Tag	Fightgroup	SummonGroup	WalkSpeed	RunSpeed	FloatHeight	RotateSpeed	AttackSpeed	SkillCD	AttackProb	Sight	FightTogetherDis	BeLocked	InBornBuff	AttackBase	MagicAttackBase	MaxHP	Level	PhysicalDef	MagicDef	CritResist2	IconString	ElementDef	MobaExp	MobaExpRange	MobaKillNeedHint	PosIndex	HpSection	IsWander	Block	DynamicBlock	UsingGeneralCutscene	SoloShow	EndShow	Fov	AIStartTime	AIActionGap	IsFixedInCD	FashionTemplate	Highlight	UseMyMesh	ExtraReward	aihit	AiBehavior	InitEnmity	AlwaysHpBar	HideName	ratioleft	ratioright	ratioidle	ratiodistance	ratioskill	ratioexp	navigation	IsNavPingpong	HideInMiniMap	Access	SameBillBoard	HellDrop	PandoraDropIDs	DropIDs	BigMeleePoints	LinkCombo	CanBeManipulate	CritDamageDef	InheriteAtrribute	MaxSuperArmorA	MaxSuperArmorB	MaxSuperArmorC	SuperArmorRecoverSpeedA	SuperArmorRecoveryMaxA	SuperArmorBrokenBuffA	SuperArmorInvincibleTimeA	SuperArmorRecoverSpeedB	SuperArmorRecoveryMaxB	SuperArmorBrokenBuffB	SuperArmorInvincibleTimeB	SuperArmorRecoverSpeedC	SuperArmorRecoveryMaxC	SuperArmorBrokenBuffC	SuperArmorInvincibleTimeC	SuperArmorBrokenStrike	DoodadDrop
白色幽灵（普通大冒险ghost)	4013	45268	白色幽灵	45257	2				2	2		5	100	100	1	2	10		9103=1	30000	30000	1000000	35										6	FALSE	TRUE		FALSE	FALSE	FALSE		0.1	0.5	FALSE		TRUE			1	Monster_2_10_around	0			0.2	0.2	0.2	0.2	0.2	0.2	105.93=13.3=161.86|87.93=13.3=161.86|87.93=13.3=149.86|93.93=13.3=149.86|93.93=13.3=155.86|105.93=13.3=155.86	1	TRUE								TRUE			1200	1200	1200	25	15	9004=1		25	15	9004=1		25	15	9004=1			
白色幽灵（普通大冒险ghost)	4013	45269	白色幽灵	45257	2				2	2		5	100	100	1	2	10		9103=1	30000	30000	1000000	35										6	FALSE	TRUE		FALSE	FALSE	FALSE		0.1	0.5	FALSE		TRUE			1	Monster_2_10_around	0			0.2	0.2	0.2	0.2	0.2	0.2	105.93=13.3=167.86|105.93=13.3=161.86|81.93=13.3=161.86|81.93=13.3=167.86	1	TRUE								TRUE			1200	1200	1200	25	15	9004=1		25	15	9004=1		25	15	9004=1			
白色幽灵（普通大冒险ghost)	4013	45270	白色幽灵	45257	2				2	2		5	100	100	1	2	10		9103=1	30000	30000	1000000	35										6	FALSE	TRUE		FALSE	FALSE	FALSE		0.1	0.5	FALSE		TRUE			1	Monster_2_10_around	0			0.2	0.2	0.2	0.2	0.2	0.2	105.93=13.3=179.86|99.93=13.3=179.86|99.93=13.3=173.86|105.93=13.3=173.86	1	TRUE								TRUE			1200	1200	1200	25	15	9004=1		25	15	9004=1		25	15	9004=1			
白色幽灵（普通大冒险ghost)	4013	45271	白色幽灵	45257	2				2	2		5	100	100	1	2	10		9103=1	30000	30000	1000000	35										6	FALSE	TRUE		FALSE	FALSE	FALSE		0.1	0.5	FALSE		TRUE			1	Monster_2_10_around	0			0.2	0.2	0.2	0.2	0.2	0.2	81.93=13.3=179.86|93.93=13.3=179.86|93.93=13.3=173.86|81.93=13.3=173.86	1	TRUE								TRUE			1200	1200	1200	25	15	9004=1		25	15	9004=1		25	15	9004=1			
白色幽灵（普通大冒险ghost)	4013	45272	白色幽灵	45257	2				2	2		5	100	100	1	2	10		9103=1	30000	30000	1000000	35										6	FALSE	TRUE		FALSE	FALSE	FALSE		0.1	0.5	FALSE		TRUE			1	Monster_2_10_around	0			0.2	0.2	0.2	0.2	0.2	0.2	93.93=13.3=179.86|99.93=13.3=179.86|99.93=13.3=167.86|93.93=13.3=167.86	1	TRUE								TRUE			1200	1200	1200	25	15	9004=1		25	15	9004=1		25	15	9004=1			
黑色机关水晶（普通大冒险ghost)	4010	45273	黑暗水晶	10040	1				0	0		0	100	100	0	0	2			512	512	57685	35											FALSE	TRUE		FALSE	FALSE	FALSE		1.5	2.5	FALSE		FALSE			1	Monster_BlackCrystal	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			99999999	99999999	99999999														
隐形怪（简单大冒险drive）	4013	45274	隐形怪	45053	2		5		0	0		0	100	100	1	200	10		21293=1	1000000	1000000	5000	35											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	0.5	FALSE		FALSE			2	Monster	0		TRUE	0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			999999	999999	999999														
蘑菇(普通大冒险fighting)	4111	45275	蘑菇	45275	2				0	0		5	100	100	0	100	0			5062	5062	1000	35											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		FALSE			1	Monster_mimic_greatadventure	0			0.2	0.2	0.2	0.2	0.2	0.2		1	TRUE								TRUE			999999999	999999999	999999999														
大大的蘑菇(普通大冒险fighting)	4111	45276	优质的蘑菇	45276	2				0	0		5	100	100	0	100	0			5062	5062	1000	35											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		FALSE			1	Monster_mimic_greatadventure	0			0.2	0.2	0.2	0.2	0.2	0.2		1	TRUE								TRUE			999999999	999999999	999999999														
黄蘑菇(普通大冒险fighting)	4111	45277	蘑菇	45277	2				0	0		5	100	100	0	100	0			5062	5062	1000	35											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		FALSE			1	Monster_mimic_greatadventure	0			0.2	0.2	0.2	0.2	0.2	0.2		1	TRUE								TRUE			999999999	999999999	999999999														
随机减速蓝羊(普通大冒险fighting)	4111	45278	寒冰布洛研究员	7001	2				1.35	1.35		8	100	100	0.5	10	10		21299=1	3674	3674	62245	35											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200														
随机加速红羊(普通大冒险fighting)	4111	45279	白色布洛研究员	7000	2				1.35	1.35		8	100	100	0.5	15	10		21298=1	3674	3674	62245	35											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200														
随机流血黑羊(普通大冒险fighting)	4111	45280	黑暗布洛研究员	7009	2				1.35	1.35		8	100	100	0.5	10	10		21300=1	3674	3674	62245	35											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200														
死亡骑士(普通大冒险fighting)	4111	45281	死亡骑士	45281	6				1.5	1.5		10	100	100	0.7	50	20		1=1	3000	3000	10000	35										6	FALSE	TRUE		FALSE	FALSE	FALSE		0.1	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.3	0		1									TRUE			2500	2500	2500	25	15	2001=1		25	15	2001=1		25	15	2001=1			
隐形怪（普通大冒险rescue）	4008	45282	隐形怪	45057	2		5		0	0		0	100	100	1	200	10		21348=1	1000000	1000000	500000000	35											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	0.5	FALSE		FALSE			2	Monster	0		TRUE	0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			999999	999999	999999														
羊教授（公会副本protect）	4500	46000	羊教授	46000	2				0	0		10	100	100	1	30	10		1=1	9000	0	6147	0											FALSE	TRUE		FALSE	FALSE	FALSE		1.5	1.7	FALSE		TRUE			1	Monster_Stand_TargetDistance	0			0	0	0.2	0	0.2	0.2		1									TRUE																			
羊教授（公会副本protect）	4500	46001	羊教授	46000	2				0	0		10	100	100	1	30	10		1=1	9000	0	6147	0											FALSE	TRUE		FALSE	FALSE	FALSE		1.5	1.7	FALSE		TRUE			1	Monster_Stand_TargetDistance	0			0	0	0.2	0	0.2	0.2		1									TRUE																			
邪恶宝箱(工会副本seek)	4501	46002	巨大邪恶宝箱道尔顿	46002	2				0	0		5	100	100	0	100	0			5062	5062	150000	0											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		FALSE			1	Monster_mimic_greatadventure	0			0.2	0.2	0.2	0.2	0.2	0.2		1	TRUE								TRUE			999999999	999999999	999999999														
邪恶宝箱(工会副本seek)	4501	46003	巨大邪恶宝箱道尔顿	46002	2				0	0		5	100	100	0	100	0			5062	5062	150000	0											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		FALSE			1	Monster_mimic_greatadventure	0			0.2	0.2	0.2	0.2	0.2	0.2		1	TRUE								TRUE			999999999	999999999	999999999														
邪恶宝箱(工会副本seek)	4501	46004	巨大邪恶宝箱道尔顿	46002	2				0	0		5	100	100	0	100	0			5062	5062	150000	0											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		FALSE			1	Monster_mimic_greatadventure	0			0.2	0.2	0.2	0.2	0.2	0.2		1	TRUE								TRUE			999999999	999999999	999999999														
邪恶宝箱(工会副本seek)	4501	46005	巨大邪恶宝箱道尔顿	46002	2				0	0		5	100	100	0	100	0			5062	5062	150000	0											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		FALSE			1	Monster_mimic_greatadventure	0			0.2	0.2	0.2	0.2	0.2	0.2		1	TRUE								TRUE			999999999	999999999	999999999														
邪恶宝箱(工会副本seek)	4501	46006	巨大邪恶宝箱道尔顿	46002	2				0	0		5	100	100	0	100	0			5062	5062	150000	0											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		FALSE			1	Monster_mimic_greatadventure	0			0.2	0.2	0.2	0.2	0.2	0.2		1	TRUE								TRUE			999999999	999999999	999999999														
邪恶宝箱(工会副本seek)	4501	46007	巨大邪恶宝箱道尔顿	46002	2				0	0		5	100	100	0	100	0			5062	5062	150000	0											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		FALSE			1	Monster_mimic_greatadventure	0			0.2	0.2	0.2	0.2	0.2	0.2		1	TRUE								TRUE			999999999	999999999	999999999														
邪恶宝箱(工会副本seek)	4501	46008	巨大邪恶宝箱道尔顿	46002	2				0	0		5	100	100	0	100	0			5062	5062	150000	0											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		FALSE			1	Monster_mimic_greatadventure	0			0.2	0.2	0.2	0.2	0.2	0.2		1	TRUE								TRUE			999999999	999999999	999999999														
邪恶宝箱(工会副本seek)	4501	46009	巨大邪恶宝箱道尔顿	46002	2				0	0		5	100	100	0	100	0			5062	5062	150000	0											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		FALSE			1	Monster_mimic_greatadventure	0			0.2	0.2	0.2	0.2	0.2	0.2		1	TRUE								TRUE			999999999	999999999	999999999														
邪恶宝箱(工会副本seek)	4501	46010	巨大邪恶宝箱道尔顿	46002	2				0	0		5	100	100	0	100	0			5062	5062	150000	0											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		FALSE			1	Monster_mimic_greatadventure	0			0.2	0.2	0.2	0.2	0.2	0.2		1	TRUE								TRUE			999999999	999999999	999999999														
邪恶宝箱(工会副本seek)	4501	46011	巨大邪恶宝箱道尔顿	46002	2				0	0		5	100	100	0	100	0			5062	5062	150000	0											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		FALSE			1	Monster_mimic_greatadventure	0			0.2	0.2	0.2	0.2	0.2	0.2		1	TRUE								TRUE			999999999	999999999	999999999														
浅井猎犬(工会副本drive)	4502	46012	浅井猎犬	46012	2				4	4		10	100	100	0.7	2	0			1	1	1	0											FALSE	TRUE		FALSE	FALSE	FALSE		0.1	0.5	FALSE		TRUE			1	Monster_runaway	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200														
小妖精（公会副本observe)	4009	45051	小妖精	45051	2				0	0		0	100	100	1	50	0			17	17	622	0											TRUE	FALSE		FALSE	FALSE	FALSE		0.1	3	FALSE		TRUE			1	Monster_dance_Ture_online	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			999999999	999999999	999999999														
小妖精（公会副本observe)	4009	45052	小妖精	45052	2				0	0		0	100	100	1	50	0			17	17	622	0											TRUE	FALSE		FALSE	FALSE	FALSE		0.1	3	FALSE		TRUE			1	Monster_dance_Fake_online	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			999999999	999999999	999999999														
地刺机关（公会副本racing)	4504	46013	地刺机关	46013	2		4		0	0		0	100	100	1	2	0		2=1	74	74	421	0											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	0.1	TRUE		FALSE			-1	Monster_Stand_TargetHatredList	0		TRUE	0	0	0	0	0	0		1									TRUE																			
飓风隐形怪（公会副本racing)	4504	46014	飓风隐形怪	46014	2		4		0	0		0	100	100	1	200	10			7000	0	10000000	0											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	2.5	FALSE		FALSE			2	Monster	0		TRUE	0	0	0	0	0	0		1									TRUE			999999	999999	999999														
地震隐形怪（公会副本racing)	4504	46015	飓风隐形怪	46015	2		4		0	0		0	100	100	1	200	10			7000	0	10000000	0											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	2.5	FALSE		FALSE			2	Monster	0		TRUE	0	0	0	0	0	0		1									TRUE			999999	999999	999999														
落石隐形怪（公会副本racing)	4504	46016	落石隐形怪	46016	2		4		0	0		0	100	100	1	200	10			7000	0	10000000	0											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	2.5	FALSE		FALSE			2	Monster	0		TRUE	0	0	0	0	0	0		1									TRUE			999999	999999	999999														
木门（公会副本racing)	4504	46017	木门	46017	5		2		0	0		0	100	100	0	0	10			0	0	1	0											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			-1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			999999999	999999999	999999999														
栅栏（公会副本racing)		46018	栅栏	10003	3				0	0		0	100	100	0	0	10		1=1	0	0	1	0											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0		TRUE	0.2	0.2	0.2	0.2	0.2	0.2		1	TRUE								TRUE			999999999	999999999	999999999														
束缚图腾（全民赛马)	51	46019	束缚图腾	46019	2		-1		0	0		0	100	100	0	200	10		6051=1	0	0	1	0											FALSE	FALSE		FALSE	FALSE	FALSE		0.5	0.5	FALSE		FALSE			-1	Monster_Summon	0		TRUE	0	0	0	0	0.2	0		1	TRUE								TRUE			999999	999999	999999														
跟踪导弹（全民赛马)	51	46020	跟踪导弹	46020	2		-1		0	0		0	100	100	1	200	10			0	0	10000000	0											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	2.5	FALSE		FALSE			2	Monster_followingboom	0		TRUE	0	0	0	0	0	0		1	TRUE								TRUE			999999	999999	999999														
触手（全民赛马)	51	46021	触手	46021	2		-1		0	0		0	100	100	1	200	10			0	0	10000000	0											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	2.5	FALSE		FALSE			2	Monster	0		TRUE	0	0	0	0	0	0		1	TRUE								TRUE			999999	999999	999999														
闪电风暴（全民赛马)	51	46022	闪电风暴	46022	2		-1		0	0		0	100	100	1	200	10			0	0	10000000	0											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	2.5	FALSE		FALSE			2	Monster	0		TRUE	0	0	0	0	0	0		1	TRUE								TRUE			999999	999999	999999														
核弹（全民赛马)	51	46023	核弹	46023	2		-1		0	0		0	100	100	1	200	10			0	0	10000000	0											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	2.5	FALSE		FALSE			2	Monster	0		TRUE	0	0	0	0	0	0		1	TRUE								TRUE			999999	999999	999999														
云雾（全民赛马)	51	46024	云雾	46024	2		-1		0	0		0	100	100	1	200	10			0	0	10000000	0											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	2.5	FALSE		FALSE			2	Monster	0		TRUE	0	0	0	0	0	0		1	TRUE								TRUE			999999	999999	999999														
旋风（全民赛马)	51	46025	旋风	46025	2		-1		0	0		0	100	100	1	200	10			0	0	10000000	0											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	2.5	FALSE		FALSE			2	Monster	0		TRUE	0	0	0	0	0	0		1	TRUE								TRUE			999999	999999	999999														
木门（全民赛马)	51	46026	木门	46026	5		2		0	0		0	100	100	0	0	10			0	0	1	0											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			-1	Monster	0		TRUE	0.2	0.2	0.2	0.2	0.2	0.2		1	TRUE								TRUE			999999999	999999999	999999999														
加速带（全民赛马)	51	46027	加速带	46027	2		5		0	0		0	100	100	1	200	10		6047=1	0	0	10000000	0											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	2.5	FALSE		FALSE			2	Monster	0	FALSE	TRUE	0	0	0	0	0	0		1	TRUE								TRUE			999999	999999	999999														
反向（全民赛马)	51	46028	反向	46028	2		-1		0	0		0	100	100	1	200	10		6049=1	0	0	10000000	0											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	2.5	FALSE		FALSE			2	Monster	0		TRUE	0	0	0	0	0	0		1	TRUE								TRUE			999999	999999	999999														
（龙战士）-战神	50017	49800	试炼之战士	49800	6				3	3.5		10	100	100	0.5	50	10			211766	211766	20160000	32											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	3206	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
（龙战士）-剑圣	50017	49801	试炼之战士	49801	6				2	3.5		10	100	100	0.5	50	10			211766	211766	20160000	32											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	3206	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
（龙战士）-箭神	50017	49802	试炼之弓箭手	49802	6				2	3.5		10	100	100	0.5	50	10			211766	211766	20160000	32											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	3207	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
（龙战士）-游侠	50017	49803	试炼之弓箭手	49803	6				2	3.5		10	100	100	0.5	50	10			211766	211766	20160000	32											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	3207	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
（龙战士）-元素	50017	49804	试炼之魔法师	49804	6				2	3.5		10	100	100	0.5	50	10			211766	211766	20160000	32											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	3208	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
（龙战士）-魔导	50017	49805	试炼之魔法师	49805	6				2	3.5		10	100	100	0.5	50	10			211766	211766	20160000	32											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	3208	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
（龙战士）-贤者	50017	49806	试炼之牧师	49806	6				2	3.5		10	100	100	0.5	50	10			211766	211766	20160000	32											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	3209	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
（龙战士）-祭司	50017	49807	试炼之牧师	49807	6				2	3.5		10	100	100	0.5	50	10			211766	211766	20160000	32											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	3209	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
（龙战士）-工程	50017	49808	试炼之学者	49808	6				3	3.5		10	100	100	0.5	50	10			211766	211766	20160000	32											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	3210	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
（龙战士）-炼金	50017	49809	试炼之学者	49809	6				2	3.5		10	100	100	0.5	50	10			211766	211766	20160000	32											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	3210	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
龙之追随者	50017	49810	龙之追随者	3801	6				0.7	2		10	100	100	1	10	10			176472	176472	5040000	32											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
暗杀者	50017	49811	暗杀者	43109	6				0.8	2		5	100	100	0.15	20	50			176472	176472	5040000	32											TRUE	TRUE		TRUE	FALSE	FALSE		2.5	1.5	TRUE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			80000	80000	80000														
寒冰魔法师	50017	49812	寒冰魔法师	49812	6				0.8	1		5	100	100	0.15	20	50			176472	176472	5040000	32											TRUE	TRUE		TRUE	FALSE	FALSE		2.5	1.5	TRUE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			80000	80000	80000														
地精炮台	50017	49813	地精炮台	43031	6				0	0		5	100	100	0.15	100	100			529416	529416	2016000	32											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	TRUE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
重甲兽人	50017	49814	重甲兽人	49814	6				1	2.3		10	100	100	0.15	100	100			176472	176472	5040000	32											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			4800	4800	4800														
真.贝思柯德	50017	49815	黑骑士贝思柯德	49815	1				0.5	0.5		10	100	100	1	15	10			352944	352944	97200000	32										6	FALSE	TRUE		FALSE	FALSE	TRUE		2.5	1	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			9999999	9999999	9999999	30	15	2001=1		30	15	2001=1		30	15	2001=1			
杰兰特	50017	49816	杰兰特	49816	2		1		1.3	5		10	100	100	1	500	10			564710	564710	244800000	32											FALSE	FALSE		FALSE	FALSE	FALSE		2.5	0.5	FALSE		TRUE			1	Ally	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			999999999	999999999	999999999														
黑暗侵袭（杰兰特防御罩子）	50017	49817	杰兰特防御罩子	49817	2		-1		0	0		0	100	100	0	200	0		60068=1	300	300	2000	32										5	FALSE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		FALSE			1	Monster_Summon	0	FALSE	TRUE	0	0	0	0	10	0		1	TRUE								TRUE																			
重磅鸭（怪物共用学者召唤物）	50017	49818	重磅鸭	49818	2		-1	2	1	3		10	100	100	1	35	10		35101=1|35104=1	70589	70589	2448000	32											FALSE	FALSE		FALSE	FALSE	FALSE		0.5	0.5	FALSE		FALSE			-1	Ally_academic	0	TRUE		0.1	0.1	0.1	0	3	0		1									TRUE			600	600	600														
链锯之塔（怪物共用学者召唤物）	50017	49819	链锯之塔	49819	2		-1	4	0	0		10	100	100	3	35	10		35401=1|35402=1	70589	70589	2448000	32											FALSE	FALSE		FALSE	FALSE	FALSE		0.5	0.5	FALSE		FALSE			-1	Ally_academic	0	TRUE		0	0	0	0	0	0		1									TRUE			999999	999999	999999														
寒冰之塔（怪物共用学者召唤物）	50017	49820	寒冰之塔	49820	2		-1	3	0	0		10	100	100	3	35	10		35105=1|35106=1	70589	70589	2448000	32											FALSE	FALSE		FALSE	FALSE	FALSE		0.5	0.5	FALSE		FALSE			-1	Ally_academic	0	TRUE		0	0	0	0	0	0		1									TRUE			999999	999999	999999														
瞒天过海（怪物共用学者召唤物）	50017	49821	瞒天过海	49821	2		-1		1	3		10	100	100	1	35	10		35201=1|1=1	1	1	1	32											FALSE	FALSE		FALSE	FALSE	FALSE		0.5	0.5	FALSE		FALSE			-1	Ally_academic	0	FALSE	TRUE	0.1	0.1	0.1	0	0	0		1									TRUE			999999	999999	999999														
岩浆墙（怪物共用学者召唤物）	50017	49822	岩浆墙	49822	2		-1		0	0		0	100	100	0	35	10		35202=1|30010=1	1	1	1	32											FALSE	FALSE		FALSE	FALSE	FALSE		0.5	0.5	FALSE		FALSE			-1	Monster_Summon	0	FALSE	TRUE	0	0	0	0	0.2	0		1									TRUE			999999	999999	999999														
神圣大地（怪物共用祭司召唤物）	50017	49823	神圣大地	49823	2		-1		0	0		0	100	100	0	35	10		34305=1	1	1	1	20											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	0.5	FALSE		FALSE			-1	Monster_Summon	0	FALSE	TRUE	0	0	0	0	0.2	0		1									TRUE			999999	999999	999999														
宝箱	50017	49824	试炼宝箱	3405	2				1	1		10	100	100	0.7	20	50			176472	176472	5040000	32											TRUE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			80000	80000	80000														
神秘老虎	50017	49825	试炼老虎	4303	2				1	1		10	100	100	1	20	50			176472	176472	5040000	32											TRUE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			80000	80000	80000														
（龙战士）-舞娘	50017	49826	试炼之舞娘	49810	6				2	3.5		10	100	100	0.5	50	10			211766	211766	20160000	32											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	3212	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
（龙战士）-刺客	50017	49827	试炼之刺客	49811	6				2	3.5		10	100	100	0.5	50	10			211766	211766	20160000	32											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	3211	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
（熊猫食堂）-战神	50035	49830	熊猫战神	49800	6				3	3.5		10	100	100	0.5	50	10			211766	211766	20160000	20											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	2021	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
（熊猫食堂）-剑圣	50035	49831	熊猫剑圣	49801	6				2	3.5		10	100	100	0.5	50	10			211766	211766	20160000	20											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	2022	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
（熊猫食堂）-箭神	50035	49832	熊猫箭神	49802	6				2	3.5		10	100	100	0.5	50	10			211766	211766	20160000	20											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	2023	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
（熊猫食堂）-游侠	50035	49833	熊猫游侠	49803	6				2	3.5		10	100	100	0.5	50	10			211766	211766	20160000	20											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	2024	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
（熊猫食堂）-元素	50035	49834	熊猫元素	49804	6				2	3.5		10	100	100	0.5	50	10			211766	211766	20160000	20											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	0.5	FALSE	2025	TRUE			1	Monster	0			0.1	0.1	0.1	0.1	0.8	0		1									TRUE			9999999	9999999	9999999														
