id	percent	maxhp_ratio1	atk_ratio1	def_ratio1	maxhp_ratio2	atk_ratio2	def_ratio2	maxhp_ratio3	atk_ratio3	def_ratio3	maxhp_ratio4	atk_ratio4	def_ratio4	maxhp_ratio5	atk_ratio5	def_ratio5	maxhp_ratio6	atk_ratio6	def_ratio6
469	532	4306	3292	4306	4306	3292	4306	5320	5320	5320	5320	5320	5320	5320	5320	5320	5320	5320	5320
470	531	4290	3270	4290	4290	3270	4290	5310	5310	5310	5310	5310	5310	5310	5310	5310	5310	5310	5310
471	530	4274	3248	4274	4274	3248	4274	5300	5300	5300	5300	5300	5300	5300	5300	5300	5300	5300	5300
472	529	4258	3226	4258	4258	3226	4258	5290	5290	5290	5290	5290	5290	5290	5290	5290	5290	5290	5290
473	528	4242	3204	4242	4242	3204	4242	5280	5280	5280	5280	5280	5280	5280	5280	5280	5280	5280	5280
474	527	4226	3182	4226	4226	3182	4226	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270
475	526	4210	3160	4210	4210	3160	4210	5260	5260	5260	5260	5260	5260	5260	5260	5260	5260	5260	5260
476	525	4194	3138	4194	4194	3138	4194	5250	5250	5250	5250	5250	5250	5250	5250	5250	5250	5250	5250
477	524	4178	3116	4178	4178	3116	4178	5240	5240	5240	5240	5240	5240	5240	5240	5240	5240	5240	5240
478	523	4162	3094	4162	4162	3094	4162	5230	5230	5230	5230	5230	5230	5230	5230	5230	5230	5230	5230
479	522	4146	3072	4146	4146	3072	4146	5220	5220	5220	5220	5220	5220	5220	5220	5220	5220	5220	5220
480	521	4130	3050	4130	4130	3050	4130	5210	5210	5210	5210	5210	5210	5210	5210	5210	5210	5210	5210
481	520	4114	3028	4114	4114	3028	4114	5200	5200	5200	5200	5200	5200	5200	5200	5200	5200	5200	5200
482	519	4098	3006	4098	4098	3006	4098	5190	5190	5190	5190	5190	5190	5190	5190	5190	5190	5190	5190
483	518	4082	2984	4082	4082	2984	4082	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180
484	517	4066	2962	4066	4066	2962	4066	5170	5170	5170	5170	5170	5170	5170	5170	5170	5170	5170	5170
485	516	4050	2940	4050	4050	2940	4050	5160	5160	5160	5160	5160	5160	5160	5160	5160	5160	5160	5160
486	515	4034	2918	4034	4034	2918	4034	5150	5150	5150	5150	5150	5150	5150	5150	5150	5150	5150	5150
487	514	4018	2896	4018	4018	2896	4018	5140	5140	5140	5140	5140	5140	5140	5140	5140	5140	5140	5140
488	513	4002	2874	4002	4002	2874	4002	5130	5130	5130	5130	5130	5130	5130	5130	5130	5130	5130	5130
489	512	3986	2852	3986	3986	2852	3986	5120	5120	5120	5120	5120	5120	5120	5120	5120	5120	5120	5120
490	511	3970	2830	3970	3970	2830	3970	5110	5110	5110	5110	5110	5110	5110	5110	5110	5110	5110	5110
491	510	3954	2808	3954	3954	2808	3954	5100	5100	5100	5100	5100	5100	5100	5100	5100	5100	5100	5100
492	509	3938	2786	3938	3938	2786	3938	5090	5090	5090	5090	5090	5090	5090	5090	5090	5090	5090	5090
493	508	3922	2764	3922	3922	2764	3922	5080	5080	5080	5080	5080	5080	5080	5080	5080	5080	5080	5080
494	507	3906	2742	3906	3906	2742	3906	5070	5070	5070	5070	5070	5070	5070	5070	5070	5070	5070	5070
495	506	3890	2720	3890	3890	2720	3890	5060	5060	5060	5060	5060	5060	5060	5060	5060	5060	5060	5060
496	505	3874	2698	3874	3874	2698	3874	5050	5050	5050	5050	5050	5050	5050	5050	5050	5050	5050	5050
497	504	3858	2676	3858	3858	2676	3858	5040	5040	5040	5040	5040	5040	5040	5040	5040	5040	5040	5040
498	503	3842	2654	3842	3842	2654	3842	5030	5030	5030	5030	5030	5030	5030	5030	5030	5030	5030	5030
499	502	3826	2632	3826	3826	2632	3826	5020	5020	5020	5020	5020	5020	5020	5020	5020	5020	5020	5020
500	501	3810	2610	3810	3810	2610	3810	5010	5010	5010	5010	5010	5010	5010	5010	5010	5010	5010	5010
501	500	3790	2600	3790	3790	2600	3790	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000
502	499	3770	2590	3770	3770	2590	3770	4990	4990	4990	4990	4990	4990	4990	4990	4990	4990	4990	4990
503	498	3750	2580	3750	3750	2580	3750	4980	4980	4980	4980	4980	4980	4980	4980	4980	4980	4980	4980
504	497	3730	2570	3730	3730	2570	3730	4970	4970	4970	4970	4970	4970	4970	4970	4970	4970	4970	4970
505	496	3710	2560	3710	3710	2560	3710	4960	4960	4960	4960	4960	4960	4960	4960	4960	4960	4960	4960
506	495	3690	2550	3690	3690	2550	3690	4950	4950	4950	4950	4950	4950	4950	4950	4950	4950	4950	4950
507	494	3670	2540	3670	3670	2540	3670	4940	4940	4940	4940	4940	4940	4940	4940	4940	4940	4940	4940
508	493	3650	2530	3650	3650	2530	3650	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930
509	492	3630	2520	3630	3630	2520	3630	4920	4920	4920	4920	4920	4920	4920	4920	4920	4920	4920	4920
510	491	3610	2510	3610	3610	2510	3610	4910	4910	4910	4910	4910	4910	4910	4910	4910	4910	4910	4910
511	490	3590	2500	3590	3590	2500	3590	4900	4900	4900	4900	4900	4900	4900	4900	4900	4900	4900	4900
512	489	3570	2490	3570	3570	2490	3570	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890
513	488	3550	2480	3550	3550	2480	3550	4880	4880	4880	4880	4880	4880	4880	4880	4880	4880	4880	4880
514	487	3530	2470	3530	3530	2470	3530	4870	4870	4870	4870	4870	4870	4870	4870	4870	4870	4870	4870
515	486	3510	2460	3510	3510	2460	3510	4860	4860	4860	4860	4860	4860	4860	4860	4860	4860	4860	4860
516	485	3490	2450	3490	3490	2450	3490	4850	4850	4850	4850	4850	4850	4850	4850	4850	4850	4850	4850
517	484	3470	2440	3470	3470	2440	3470	4840	4840	4840	4840	4840	4840	4840	4840	4840	4840	4840	4840
518	483	3450	2430	3450	3450	2430	3450	4830	4830	4830	4830	4830	4830	4830	4830	4830	4830	4830	4830
519	482	3430	2420	3430	3430	2420	3430	4820	4820	4820	4820	4820	4820	4820	4820	4820	4820	4820	4820
520	481	3410	2410	3410	3410	2410	3410	4810	4810	4810	4810	4810	4810	4810	4810	4810	4810	4810	4810
521	480	3390	2400	3390	3390	2400	3390	4800	4800	4800	4800	4800	4800	4800	4800	4800	4800	4800	4800
522	479	3370	2390	3370	3370	2390	3370	4790	4790	4790	4790	4790	4790	4790	4790	4790	4790	4790	4790
523	478	3350	2380	3350	3350	2380	3350	4780	4780	4780	4780	4780	4780	4780	4780	4780	4780	4780	4780
524	477	3330	2370	3330	3330	2370	3330	4770	4770	4770	4770	4770	4770	4770	4770	4770	4770	4770	4770
525	476	3310	2360	3310	3310	2360	3310	4760	4760	4760	4760	4760	4760	4760	4760	4760	4760	4760	4760
526	475	3290	2350	3290	3290	2350	3290	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750
527	474	3270	2340	3270	3270	2340	3270	4740	4740	4740	4740	4740	4740	4740	4740	4740	4740	4740	4740
528	473	3250	2330	3250	3250	2330	3250	4730	4730	4730	4730	4730	4730	4730	4730	4730	4730	4730	4730
529	472	3230	2320	3230	3230	2320	3230	4720	4720	4720	4720	4720	4720	4720	4720	4720	4720	4720	4720
530	471	3210	2310	3210	3210	2310	3210	4710	4710	4710	4710	4710	4710	4710	4710	4710	4710	4710	4710
531	470	3190	2300	3190	3190	2300	3190	4700	4700	4700	4700	4700	4700	4700	4700	4700	4700	4700	4700
532	469	3170	2290	3170	3170	2290	3170	4690	4690	4690	4690	4690	4690	4690	4690	4690	4690	4690	4690
533	468	3150	2280	3150	3150	2280	3150	4680	4680	4680	4680	4680	4680	4680	4680	4680	4680	4680	4680
534	467	3130	2270	3130	3130	2270	3130	4670	4670	4670	4670	4670	4670	4670	4670	4670	4670	4670	4670
535	466	3110	2260	3110	3110	2260	3110	4660	4660	4660	4660	4660	4660	4660	4660	4660	4660	4660	4660
536	465	3090	2250	3090	3090	2250	3090	4650	4650	4650	4650	4650	4650	4650	4650	4650	4650	4650	4650
537	464	3070	2240	3070	3070	2240	3070	4640	4640	4640	4640	4640	4640	4640	4640	4640	4640	4640	4640
538	463	3050	2230	3050	3050	2230	3050	4630	4630	4630	4630	4630	4630	4630	4630	4630	4630	4630	4630
539	462	3030	2220	3030	3030	2220	3030	4620	4620	4620	4620	4620	4620	4620	4620	4620	4620	4620	4620
540	461	3010	2210	3010	3010	2210	3010	4610	4610	4610	4610	4610	4610	4610	4610	4610	4610	4610	4610
541	460	2990	2200	2990	2990	2200	2990	4600	4600	4600	4600	4600	4600	4600	4600	4600	4600	4600	4600
542	459	2970	2190	2970	2970	2190	2970	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590
543	458	2950	2180	2950	2950	2180	2950	4580	4580	4580	4580	4580	4580	4580	4580	4580	4580	4580	4580
544	457	2930	2170	2930	2930	2170	2930	4570	4570	4570	4570	4570	4570	4570	4570	4570	4570	4570	4570
545	456	2910	2160	2910	2910	2160	2910	4560	4560	4560	4560	4560	4560	4560	4560	4560	4560	4560	4560
546	455	2890	2150	2890	2890	2150	2890	4550	4550	4550	4550	4550	4550	4550	4550	4550	4550	4550	4550
547	454	2870	2140	2870	2870	2140	2870	4540	4540	4540	4540	4540	4540	4540	4540	4540	4540	4540	4540
548	453	2850	2130	2850	2850	2130	2850	4530	4530	4530	4530	4530	4530	4530	4530	4530	4530	4530	4530
549	452	2830	2120	2830	2830	2120	2830	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520
550	451	2810	2110	2810	2810	2110	2810	4510	4510	4510	4510	4510	4510	4510	4510	4510	4510	4510	4510
551	450	2790	2100	2790	2790	2100	2790	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500
552	449	2770	2090	2770	2770	2090	2770	4490	4490	4490	4490	4490	4490	4490	4490	4490	4490	4490	4490
553	448	2750	2080	2750	2750	2080	2750	4480	4480	4480	4480	4480	4480	4480	4480	4480	4480	4480	4480
554	447	2730	2070	2730	2730	2070	2730	4470	4470	4470	4470	4470	4470	4470	4470	4470	4470	4470	4470
555	446	2710	2060	2710	2710	2060	2710	4460	4460	4460	4460	4460	4460	4460	4460	4460	4460	4460	4460
556	445	2690	2050	2690	2690	2050	2690	4450	4450	4450	4450	4450	4450	4450	4450	4450	4450	4450	4450
557	444	2670	2040	2670	2670	2040	2670	4440	4440	4440	4440	4440	4440	4440	4440	4440	4440	4440	4440
558	443	2650	2030	2650	2650	2030	2650	4430	4430	4430	4430	4430	4430	4430	4430	4430	4430	4430	4430
559	442	2630	2020	2630	2630	2020	2630	4420	4420	4420	4420	4420	4420	4420	4420	4420	4420	4420	4420
560	441	2610	2010	2610	2610	2010	2610	4410	4410	4410	4410	4410	4410	4410	4410	4410	4410	4410	4410
561	440	2590	2000	2590	2590	2000	2590	4400	4400	4400	4400	4400	4400	4400	4400	4400	4400	4400	4400
562	439	2570	1990	2570	2570	1990	2570	4390	4390	4390	4390	4390	4390	4390	4390	4390	4390	4390	4390
563	438	2550	1980	2550	2550	1980	2550	4380	4380	4380	4380	4380	4380	4380	4380	4380	4380	4380	4380
564	437	2530	1970	2530	2530	1970	2530	4370	4370	4370	4370	4370	4370	4370	4370	4370	4370	4370	4370
565	436	2510	1960	2510	2510	1960	2510	4360	4360	4360	4360	4360	4360	4360	4360	4360	4360	4360	4360
566	435	2490	1950	2490	2490	1950	2490	4350	4350	4350	4350	4350	4350	4350	4350	4350	4350	4350	4350
567	434	2470	1940	2470	2470	1940	2470	4340	4340	4340	4340	4340	4340	4340	4340	4340	4340	4340	4340
568	433	2450	1930	2450	2450	1930	2450	4330	4330	4330	4330	4330	4330	4330	4330	4330	4330	4330	4330
569	432	2430	1920	2430	2430	1920	2430	4320	4320	4320	4320	4320	4320	4320	4320	4320	4320	4320	4320
570	431	2410	1910	2410	2410	1910	2410	4310	4310	4310	4310	4310	4310	4310	4310	4310	4310	4310	4310
571	430	2390	1900	2390	2390	1900	2390	4300	4300	4300	4300	4300	4300	4300	4300	4300	4300	4300	4300
572	429	2370	1890	2370	2370	1890	2370	4290	4290	4290	4290	4290	4290	4290	4290	4290	4290	4290	4290
573	428	2350	1880	2350	2350	1880	2350	4280	4280	4280	4280	4280	4280	4280	4280	4280	4280	4280	4280
574	427	2330	1870	2330	2330	1870	2330	4270	4270	4270	4270	4270	4270	4270	4270	4270	4270	4270	4270
575	426	2310	1860	2310	2310	1860	2310	4260	4260	4260	4260	4260	4260	4260	4260	4260	4260	4260	4260
576	425	2290	1850	2290	2290	1850	2290	4250	4250	4250	4250	4250	4250	4250	4250	4250	4250	4250	4250
577	424	2270	1840	2270	2270	1840	2270	4240	4240	4240	4240	4240	4240	4240	4240	4240	4240	4240	4240
578	423	2250	1830	2250	2250	1830	2250	4230	4230	4230	4230	4230	4230	4230	4230	4230	4230	4230	4230
579	422	2230	1820	2230	2230	1820	2230	4220	4220	4220	4220	4220	4220	4220	4220	4220	4220	4220	4220
580	421	2210	1810	2210	2210	1810	2210	4210	4210	4210	4210	4210	4210	4210	4210	4210	4210	4210	4210
581	420	2190	1800	2190	2190	1800	2190	4200	4200	4200	4200	4200	4200	4200	4200	4200	4200	4200	4200
582	419	2170	1790	2170	2170	1790	2170	4190	4190	4190	4190	4190	4190	4190	4190	4190	4190	4190	4190
583	418	2150	1780	2150	2150	1780	2150	4180	4180	4180	4180	4180	4180	4180	4180	4180	4180	4180	4180
584	417	2130	1770	2130	2130	1770	2130	4170	4170	4170	4170	4170	4170	4170	4170	4170	4170	4170	4170
585	416	2110	1760	2110	2110	1760	2110	4160	4160	4160	4160	4160	4160	4160	4160	4160	4160	4160	4160
586	415	2090	1750	2090	2090	1750	2090	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150
587	414	2070	1740	2070	2070	1740	2070	4140	4140	4140	4140	4140	4140	4140	4140	4140	4140	4140	4140
588	413	2050	1730	2050	2050	1730	2050	4130	4130	4130	4130	4130	4130	4130	4130	4130	4130	4130	4130
589	412	2030	1720	2030	2030	1720	2030	4120	4120	4120	4120	4120	4120	4120	4120	4120	4120	4120	4120
590	411	2010	1710	2010	2010	1710	2010	4110	4110	4110	4110	4110	4110	4110	4110	4110	4110	4110	4110
591	410	1990	1700	1990	1990	1700	1990	4100	4100	4100	4100	4100	4100	4100	4100	4100	4100	4100	4100
592	409	1970	1690	1970	1970	1690	1970	4090	4090	4090	4090	4090	4090	4090	4090	4090	4090	4090	4090
593	408	1950	1680	1950	1950	1680	1950	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080
594	407	1930	1670	1930	1930	1670	1930	4070	4070	4070	4070	4070	4070	4070	4070	4070	4070	4070	4070
595	406	1910	1660	1910	1910	1660	1910	4060	4060	4060	4060	4060	4060	4060	4060	4060	4060	4060	4060
596	405	1890	1650	1890	1890	1650	1890	4050	4050	4050	4050	4050	4050	4050	4050	4050	4050	4050	4050
597	404	1870	1640	1870	1870	1640	1870	4040	4040	4040	4040	4040	4040	4040	4040	4040	4040	4040	4040
598	403	1850	1630	1850	1850	1630	1850	4030	4030	4030	4030	4030	4030	4030	4030	4030	4030	4030	4030
599	402	1830	1620	1830	1830	1620	1830	4020	4020	4020	4020	4020	4020	4020	4020	4020	4020	4020	4020
600	401	1810	1610	1810	1810	1610	1810	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010
601	400	1790	1600	1790	1790	1600	1790	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
602	399	1770	1590	1770	1770	1590	1770	3990	3990	3990	3990	3990	3990	3990	3990	3990	3990	3990	3990
603	398	1750	1580	1750	1750	1580	1750	3980	3980	3980	3980	3980	3980	3980	3980	3980	3980	3980	3980
604	397	1730	1570	1730	1730	1570	1730	3970	3970	3970	3970	3970	3970	3970	3970	3970	3970	3970	3970
605	396	1710	1560	1710	1710	1560	1710	3960	3960	3960	3960	3960	3960	3960	3960	3960	3960	3960	3960
606	395	1690	1550	1690	1690	1550	1690	3950	3950	3950	3950	3950	3950	3950	3950	3950	3950	3950	3950
607	394	1670	1540	1670	1670	1540	1670	3940	3940	3940	3940	3940	3940	3940	3940	3940	3940	3940	3940
608	393	1650	1530	1650	1650	1530	1650	3930	3930	3930	3930	3930	3930	3930	3930	3930	3930	3930	3930
609	392	1630	1520	1630	1630	1520	1630	3920	3920	3920	3920	3920	3920	3920	3920	3920	3920	3920	3920
610	391	1610	1510	1610	1610	1510	1610	3910	3910	3910	3910	3910	3910	3910	3910	3910	3910	3910	3910
611	390	1590	1500	1590	1590	1500	1590	3900	3900	3900	3900	3900	3900	3900	3900	3900	3900	3900	3900
612	389	1570	1490	1570	1570	1490	1570	3890	3890	3890	3890	3890	3890	3890	3890	3890	3890	3890	3890
613	388	1550	1480	1550	1550	1480	1550	3880	3880	3880	3880	3880	3880	3880	3880	3880	3880	3880	3880
614	387	1530	1470	1530	1530	1470	1530	3870	3870	3870	3870	3870	3870	3870	3870	3870	3870	3870	3870
615	386	1510	1460	1510	1510	1460	1510	3860	3860	3860	3860	3860	3860	3860	3860	3860	3860	3860	3860
616	385	1490	1450	1490	1490	1450	1490	3850	3850	3850	3850	3850	3850	3850	3850	3850	3850	3850	3850
617	384	1470	1440	1470	1470	1440	1470	3840	3840	3840	3840	3840	3840	3840	3840	3840	3840	3840	3840
618	383	1450	1430	1450	1450	1430	1450	3830	3830	3830	3830	3830	3830	3830	3830	3830	3830	3830	3830
619	382	1430	1420	1430	1430	1420	1430	3820	3820	3820	3820	3820	3820	3820	3820	3820	3820	3820	3820
620	381	1410	1410	1410	1410	1410	1410	3810	3810	3810	3810	3810	3810	3810	3810	3810	3810	3810	3810
621	380	1390	1400	1390	1390	1400	1390	3800	3800	3800	3800	3800	3800	3800	3800	3800	3800	3800	3800
622	379	1370	1390	1370	1370	1390	1370	3790	3790	3790	3790	3790	3790	3790	3790	3790	3790	3790	3790
623	378	1350	1380	1350	1350	1380	1350	3780	3780	3780	3780	3780	3780	3780	3780	3780	3780	3780	3780
624	377	1330	1370	1330	1330	1370	1330	3770	3770	3770	3770	3770	3770	3770	3770	3770	3770	3770	3770
625	376	1310	1360	1310	1310	1360	1310	3760	3760	3760	3760	3760	3760	3760	3760	3760	3760	3760	3760
626	375	1290	1350	1290	1290	1350	1290	3750	3750	3750	3750	3750	3750	3750	3750	3750	3750	3750	3750
627	374	1270	1340	1270	1270	1340	1270	3740	3740	3740	3740	3740	3740	3740	3740	3740	3740	3740	3740
628	373	1250	1330	1250	1250	1330	1250	3730	3730	3730	3730	3730	3730	3730	3730	3730	3730	3730	3730
629	372	1230	1320	1230	1230	1320	1230	3720	3720	3720	3720	3720	3720	3720	3720	3720	3720	3720	3720
630	371	1210	1310	1210	1210	1310	1210	3710	3710	3710	3710	3710	3710	3710	3710	3710	3710	3710	3710
631	370	1190	1300	1190	1190	1300	1190	3700	3700	3700	3700	3700	3700	3700	3700	3700	3700	3700	3700
632	369	1170	1290	1170	1170	1290	1170	3690	3690	3690	3690	3690	3690	3690	3690	3690	3690	3690	3690
633	368	1150	1280	1150	1150	1280	1150	3680	3680	3680	3680	3680	3680	3680	3680	3680	3680	3680	3680
634	367	1130	1270	1130	1130	1270	1130	3670	3670	3670	3670	3670	3670	3670	3670	3670	3670	3670	3670
635	366	1110	1260	1110	1110	1260	1110	3660	3660	3660	3660	3660	3660	3660	3660	3660	3660	3660	3660
636	365	1090	1250	1090	1090	1250	1090	3650	3650	3650	3650	3650	3650	3650	3650	3650	3650	3650	3650
637	364	1070	1240	1070	1070	1240	1070	3640	3640	3640	3640	3640	3640	3640	3640	3640	3640	3640	3640
638	363	1050	1230	1050	1050	1230	1050	3630	3630	3630	3630	3630	3630	3630	3630	3630	3630	3630	3630
639	362	1030	1220	1030	1030	1220	1030	3620	3620	3620	3620	3620	3620	3620	3620	3620	3620	3620	3620
640	361	1010	1210	1010	1010	1210	1010	3610	3610	3610	3610	3610	3610	3610	3610	3610	3610	3610	3610
641	360	990	1200	990	990	1200	990	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600
642	359	970	1190	970	970	1190	970	3590	3590	3590	3590	3590	3590	3590	3590	3590	3590	3590	3590
643	358	950	1180	950	950	1180	950	3580	3580	3580	3580	3580	3580	3580	3580	3580	3580	3580	3580
644	357	930	1170	930	930	1170	930	3570	3570	3570	3570	3570	3570	3570	3570	3570	3570	3570	3570
645	356	910	1160	910	910	1160	910	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560
646	355	890	1150	890	890	1150	890	3550	3550	3550	3550	3550	3550	3550	3550	3550	3550	3550	3550
647	354	870	1140	870	870	1140	870	3540	3540	3540	3540	3540	3540	3540	3540	3540	3540	3540	3540
648	353	850	1130	850	850	1130	850	3530	3530	3530	3530	3530	3530	3530	3530	3530	3530	3530	3530
649	352	830	1120	830	830	1120	830	3520	3520	3520	3520	3520	3520	3520	3520	3520	3520	3520	3520
650	351	810	1110	810	810	1110	810	3510	3510	3510	3510	3510	3510	3510	3510	3510	3510	3510	3510
651	350	790	1100	790	790	1100	790	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500
652	349	770	1090	770	770	1090	770	3490	3490	3490	3490	3490	3490	3490	3490	3490	3490	3490	3490
653	348	750	1080	750	750	1080	750	3480	3480	3480	3480	3480	3480	3480	3480	3480	3480	3480	3480
654	347	730	1070	730	730	1070	730	3470	3470	3470	3470	3470	3470	3470	3470	3470	3470	3470	3470
655	346	710	1060	710	710	1060	710	3460	3460	3460	3460	3460	3460	3460	3460	3460	3460	3460	3460
656	345	690	1050	690	690	1050	690	3450	3450	3450	3450	3450	3450	3450	3450	3450	3450	3450	3450
657	344	670	1040	670	670	1040	670	3440	3440	3440	3440	3440	3440	3440	3440	3440	3440	3440	3440
658	343	650	1030	650	650	1030	650	3430	3430	3430	3430	3430	3430	3430	3430	3430	3430	3430	3430
659	342	630	1020	630	630	1020	630	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420
660	341	610	1010	610	610	1010	610	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410
661	340	590	1000	590	590	1000	590	3400	3400	3400	3400	3400	3400	3400	3400	3400	3400	3400	3400
662	339	570	990	570	570	990	570	3390	3390	3390	3390	3390	3390	3390	3390	3390	3390	3390	3390
663	338	550	980	550	550	980	550	3380	3380	3380	3380	3380	3380	3380	3380	3380	3380	3380	3380
664	337	530	970	530	530	970	530	3370	3370	3370	3370	3370	3370	3370	3370	3370	3370	3370	3370
665	336	510	960	510	510	960	510	3360	3360	3360	3360	3360	3360	3360	3360	3360	3360	3360	3360
666	335	490	950	490	490	950	490	3350	3350	3350	3350	3350	3350	3350	3350	3350	3350	3350	3350
667	334	470	940	470	470	940	470	3340	3340	3340	3340	3340	3340	3340	3340	3340	3340	3340	3340
668	333	450	930	450	450	930	450	3330	3330	3330	3330	3330	3330	3330	3330	3330	3330	3330	3330
669	332	430	920	430	430	920	430	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320
670	331	410	910	410	410	910	410	3310	3310	3310	3310	3310	3310	3310	3310	3310	3310	3310	3310
671	330	408	904	408	408	904	408	3300	3300	3300	3300	3300	3300	3300	3300	3300	3300	3300	3300
672	329	406	898	406	406	898	406	3290	3290	3290	3290	3290	3290	3290	3290	3290	3290	3290	3290
673	328	404	892	404	404	892	404	3280	3280	3280	3280	3280	3280	3280	3280	3280	3280	3280	3280
674	327	402	886	402	402	886	402	3270	3270	3270	3270	3270	3270	3270	3270	3270	3270	3270	3270
675	326	400	880	400	400	880	400	3260	3260	3260	3260	3260	3260	3260	3260	3260	3260	3260	3260
676	325	398	874	398	398	874	398	3250	3250	3250	3250	3250	3250	3250	3250	3250	3250	3250	3250
677	324	396	868	396	396	868	396	3240	3240	3240	3240	3240	3240	3240	3240	3240	3240	3240	3240
678	323	394	862	394	394	862	394	3230	3230	3230	3230	3230	3230	3230	3230	3230	3230	3230	3230
679	322	392	856	392	392	856	392	3220	3220	3220	3220	3220	3220	3220	3220	3220	3220	3220	3220
680	321	390	850	390	390	850	390	3210	3210	3210	3210	3210	3210	3210	3210	3210	3210	3210	3210
681	320	388	844	388	388	844	388	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
682	319	386	838	386	386	838	386	3190	3190	3190	3190	3190	3190	3190	3190	3190	3190	3190	3190
683	318	384	832	384	384	832	384	3180	3180	3180	3180	3180	3180	3180	3180	3180	3180	3180	3180
684	317	382	826	382	382	826	382	3170	3170	3170	3170	3170	3170	3170	3170	3170	3170	3170	3170
685	316	380	820	380	380	820	380	3160	3160	3160	3160	3160	3160	3160	3160	3160	3160	3160	3160
686	315	378	814	378	378	814	378	3150	3150	3150	3150	3150	3150	3150	3150	3150	3150	3150	3150
687	314	376	808	376	376	808	376	3140	3140	3140	3140	3140	3140	3140	3140	3140	3140	3140	3140
688	313	374	802	374	374	802	374	3130	3130	3130	3130	3130	3130	3130	3130	3130	3130	3130	3130
689	312	372	796	372	372	796	372	3120	3120	3120	3120	3120	3120	3120	3120	3120	3120	3120	3120
690	311	370	790	370	370	790	370	3110	3110	3110	3110	3110	3110	3110	3110	3110	3110	3110	3110
691	310	368	784	368	368	784	368	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100
692	309	366	778	366	366	778	366	3090	3090	3090	3090	3090	3090	3090	3090	3090	3090	3090	3090
693	308	364	772	364	364	772	364	3080	3080	3080	3080	3080	3080	3080	3080	3080	3080	3080	3080
694	307	362	766	362	362	766	362	3070	3070	3070	3070	3070	3070	3070	3070	3070	3070	3070	3070
695	306	360	760	360	360	760	360	3060	3060	3060	3060	3060	3060	3060	3060	3060	3060	3060	3060
696	305	358	754	358	358	754	358	3050	3050	3050	3050	3050	3050	3050	3050	3050	3050	3050	3050
697	304	356	748	356	356	748	356	3040	3040	3040	3040	3040	3040	3040	3040	3040	3040	3040	3040
698	303	354	742	354	354	742	354	3030	3030	3030	3030	3030	3030	3030	3030	3030	3030	3030	3030
699	302	352	736	352	352	736	352	3020	3020	3020	3020	3020	3020	3020	3020	3020	3020	3020	3020
700	301	350	730	350	350	730	350	3010	3010	3010	3010	3010	3010	3010	3010	3010	3010	3010	3010
701	300	348	724	348	348	724	348	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000
702	299	346	718	346	346	718	346	2990	2990	2990	2990	2990	2990	2990	2990	2990	2990	2990	2990
703	298	344	712	344	344	712	344	2980	2980	2980	2980	2980	2980	2980	2980	2980	2980	2980	2980
704	297	342	706	342	342	706	342	2970	2970	2970	2970	2970	2970	2970	2970	2970	2970	2970	2970
705	296	340	700	340	340	700	340	2960	2960	2960	2960	2960	2960	2960	2960	2960	2960	2960	2960
706	295	338	694	338	338	694	338	2950	2950	2950	2950	2950	2950	2950	2950	2950	2950	2950	2950
707	294	336	688	336	336	688	336	2940	2940	2940	2940	2940	2940	2940	2940	2940	2940	2940	2940
708	293	334	682	334	334	682	334	2930	2930	2930	2930	2930	2930	2930	2930	2930	2930	2930	2930
709	292	332	676	332	332	676	332	2920	2920	2920	2920	2920	2920	2920	2920	2920	2920	2920	2920
710	291	330	670	330	330	670	330	2910	2910	2910	2910	2910	2910	2910	2910	2910	2910	2910	2910
711	290	328	664	328	328	664	328	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900
712	289	326	658	326	326	658	326	2890	2890	2890	2890	2890	2890	2890	2890	2890	2890	2890	2890
713	288	324	652	324	324	652	324	2880	2880	2880	2880	2880	2880	2880	2880	2880	2880	2880	2880
