TaskType	TaskID	PreTaskID	StepID	BranchID	ConditionType	Content	Prof	ProfLevel	TaskTime	EndTime	BeginTaskNPCID	EndTaskNPCID	RequiredLevel	ActivityID	TaskTitle	TaskDesc	InprocessDesc	BeginDesc	EndDesc	PassScene	TaskScene	TaskItem	TaskMonster	RewardItem	MailID	TaskActivity	HideTaskTitleTag	AchieveMedalLevel	TaskStateTutorial
6	1005651								2017|11|27|05|00|03	2017|11|28|05|00|04	1|6|5|35|75|123|166	1|6|5|35|75|123|166	20		感恩节传说（4/7）		快去看看	导师好像有话要对你说	听听导师的故事吧					580001=1|9005=1|584=3					
6	1005652								2017|11|28|05|00|04	2017|11|29|05|00|05	1|6|5|35|75|123|166	1|6|5|35|75|123|166	20		感恩节传说（5/7）		快去看看	导师好像有话要对你说	听听导师的故事吧					580001=1|9005=1|584=3					
6	1005653								2017|11|29|05|00|05	2017|11|30|05|00|06	1|6|5|35|75|123|166	1|6|5|35|75|123|166	20		感恩节传说（6/7）		快去看看	导师好像有话要对你说	听听导师的故事吧					580001=1|9005=1|584=3					
6	1005654								2017|11|30|05|00|06	2017|12|01|05|00|07	1|6|5|35|75|123|166	1|6|5|35|75|123|166	20		感恩节传说（7/7）		快去看看	导师好像有话要对你说	听听导师的故事吧					580001=1|9005=1|584=3					
9	30000							3	2018|2|10|05|00|00	2030|3|1|05|00|00	1|6|5|35|75|123|166	1|6|5|35|75|123|166	60		新力量的召唤·迷踪		去寻找答案	职业导师似乎有话对你说	觉醒力量似乎还藏着很多谜团		51017=1								
9	30001	30000									1|6|5|35|75|123|166	1|6|5|35|75|123|166	60		新力量的召唤·初始		去寻找哈尔莫尼	听听阿尔克的故事	特里亚出现了哈尔莫尼的踪迹		51018=1								
9	30002	30001									1|6|5|35|75|123|166	1|6|5|35|75|123|166	60		新力量的召唤·觉醒		去寻找哈尔莫尼	哈尔莫尼的来源	获得觉醒力量		51019=1			41=1|10021=1					
9	30003	30002						4			1|6|5|35|75|123|166	1|6|5|35|75|123|166	60		新力量的召唤·试炼		使用觉醒力量迎战阿依夏	阿依夏带着魔物大军朝神圣天堂来了	击退阿依夏，保卫住大陆		51023=1								
3	39999								2018|2|19|05|00|00	2018|2|28|05|00|00	1|6|5|35|75|123|166	1|6|5|35|75|123|166	150		黑色力量的出现		去放松一下	梦中的我听见了一些不同寻常的东西	那个拥有新名字的战士，究竟是敌是友		50041=1			1=10000					
3	40000	1					1|11|21|111|211|121|221		2018|2|10|05|00|00	2018|2|10|05|00|00	167|167|167|167|167|167|167	167|167|167|167|167|167|167	150		黑暗力量（1/2）		去寻找答案	梦中的我被黑暗吞噬	探索黑暗之力和梦中黑暗之间的联系		51020=1			1=10000					
3	40001	40000					1|11|21|111|211|121|221		2018|2|10|05|00|00	2018|2|10|05|00|00	9|9|9|9|9|9|9	9|9|9|9|9|9|9	150		黑暗力量（2/2）		去寻找答案	吸收了女神之毒，获得黑暗力量	正视了你的内心，现在去转职吧		51021=1			1=10000					
5	40002								2018|5|05|05|00|00	2018|2|10|05|00|00	1|6|5|35|75|123|166	1|6|5|35|75|123|166	150		银色猎人·试炼		银色猎人·试炼	那个飞翔在空中的弓箭手是谁	迎接新的伙伴光之审判者		50042=1			1=10000					
3	40003	1					2|12|22|112|212|122|222		2018|5|05|05|00|00	2018|2|10|05|00|00	1|1|1|1|1|1|1	1|1|1|1|1|1|1	150		光明力量（1/2）		净化黑暗的光之审判者	复仇者最近总是奇奇怪怪的	拯救陷入黑暗的复仇者		51024=1			1=10000					
3	40004	40003					2|12|22|112|212|122|222		2018|2|10|05|00|00	2018|2|10|05|00|00	126|126|126|126|126|126|126	126|126|126|126|126|126|126	150		光明力量（2/2）		净化黑暗的光之审判者	用光明去净化一切黑暗	正视了你的内心，现在去转职吧		51025=1			1=10000					
1	164	163									2|2|2|2|2|2|2	6|6|6|6|6|6|6			精灵王诞生		流放之地的边缘寻找艾德琳询问	找艾德琳询问精灵王的事情	了解精灵王的诞生	11601=1				1=10000|4=140000					
1	165	164									6|6|6|6|6|6|6	11|11|11|11|11|11|11			新的入侵者		去孤岛边缘进行阻止	萝丝即将开启通往巨石碑的通道	将危机告诉特拉玛依	11602=1				1=10000|4=140000					
1	166	165									11|11|11|11|11|11|11	2|2|2|2|2|2|2			国王的增援		去遗失的飞船处寻找阿尔杰塔	确认王国的兵力增援	询问阿尔杰塔最新情报	11603=1				1=10000|4=140000					
1	167	166									2|2|2|2|2|2|2	2|2|2|2|2|2|2			封印石		寻找修复封印石的碎块	阿尔杰塔交给你寻找碎块的任务	将寻找结果告阿尔杰塔	11604=1				1=10000|4=140000					
1	168	167									2|2|2|2|2|2|2	2|2|2|2|2|2|2			巨石碑之门		去宝藏埋藏地寻找碎石	了解巨石碑之门和封印石的关系	将寻找结果告阿尔杰塔	11605=1				1=10000|4=140000					
1	169	168									2|2|2|2|2|2|2	2|2|2|2|2|2|2			红龙佩达		去宝藏看守者那里捡碎块	阿尔杰塔准备让你碰碰运气	将寻找结果告阿尔杰塔	11606=1				1=10000|4=140000					
1	170	169									2|2|2|2|2|2|2	2|2|2|2|2|2|2			女神心境		接着寻找修复碎块	阿尔杰塔让你寻找剩下的碎块	将寻找结果告阿尔杰塔	11607=1				1=10000|4=140000					
1	171	170									2|2|2|2|2|2|2	122|122|122|122|122|122|122			尴尬会面		去寻找小杰兰特	去阻止小杰兰特与佩达正面冲突	见到了不开心的小杰兰特	11608=1				1=10000|4=140000					
1	172	171									122|122|122|122|122|122|122	2|2|2|2|2|2|2			不成功的对话		在绿洲岛屿寻找跟丢了的杰兰特	小杰兰特不满的发言	跟阿尔杰塔报告小杰兰特的情况	11609=1				1=10000|4=140000					
1	173	172									2|2|2|2|2|2|2	2|2|2|2|2|2|2			寻找杰兰特		跟随阿尔杰塔寻找小杰兰特	安抚暴躁的阿尔杰塔	再次与阿尔杰塔踏上寻找小杰兰特的征程	11610=1				1=10000|4=140000					
6	1005655								2018|1|10|05|00|00	2018|1|11|05|00|00	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		单身狗的反击（1/5）		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧		50072=1			2301=1					
6	1005656								2018|1|11|05|00|00	2018|1|12|05|00|00	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		单身狗的反击（2/5）		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧		50072=1			2301=1					
6	1005657								2018|1|12|05|00|00	2018|1|13|05|00|00	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		单身狗的反击（3/5）		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧		50072=1			2301=1					
6	1005658								2018|1|13|05|00|00	2018|1|14|05|00|00	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		单身狗的反击（4/5）		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧		50072=1			2301=1					
6	10005659								2019|1|11|05|00|00	2019|1|17|16|59|59	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		光棍节·单身狗反击		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧		50072=1			2301=1					
6	10005700								2019|1|25|05|00|00	2019|1|31|04|59|59	2|2|2|2|2|2|2	2|2|2|2|2|2|2	20		阿尔杰塔的愤怒		快去看看	阿尔杰塔好像很生气，过去看看	听听阿尔杰塔的说什么					9474=1					
6	10005701								2019|1|26|05|00|00	2019|2|01|04|59|59	2|2|2|2|2|2|2	2|2|2|2|2|2|2	20		冠军NPC塔姐登场		快去看看	新上任的冠军NPC塔姐在找你	听听阿尔杰塔的说什么					9550=1					
6	10005702								2019|2|04|05|00|00	2019|2|05|04|59|59	2|2|2|2|2|2|2	2|2|2|2|2|2|2	20		春节礼包领取		快去看看	新晋的最受欢迎NPC阿尔杰塔在找你	听听阿尔杰塔的说什么					9613=1					
6	10005703								2019|2|04|05|00|00	2019|2|05|59|59|59	75|75|75|75|75|75|75	75|75|75|75|75|75|75	20		新春福利（1/7）		快去看看	春节到了，学者站台广播在响亮	听听学者站台的说什么					9612=1|9031=3|3055=5					
6	10005704								2019|2|05|05|00|00	2019|2|06|04|59|59	75|75|75|75|75|75|75	75|75|75|75|75|75|75	20		新春福利（2/7）		快去看看	春节到了，学者站台广播在响亮	听听学者站台的说什么					9612=1|9031=3|3055=5					
6	10005705								2019|2|06|05|00|00	2019|2|07|04|59|59	75|75|75|75|75|75|75	75|75|75|75|75|75|75	20		新春福利（3/7）		快去看看	春节到了，学者站台广播在响亮	听听学者站台的说什么					9612=1|9031=3|3055=5					
6	10005706								2019|2|07|05|00|00	2019|2|08|04|59|59	75|75|75|75|75|75|75	75|75|75|75|75|75|75	20		新春福利（4/7）		快去看看	春节到了，学者站台广播在响亮	听听学者站台的说什么					9612=1|9031=3|3055=5					
6	10005707								2019|2|08|05|00|00	2019|2|09|04|59|59	75|75|75|75|75|75|75	75|75|75|75|75|75|75	20		新春福利（5/7）		快去看看	春节到了，学者站台广播在响亮	听听学者站台的说什么					9612=1|9031=3|3055=5					
6	10005708								2019|2|09|05|00|00	2019|2|10|04|59|59	75|75|75|75|75|75|75	75|75|75|75|75|75|75	20		新春福利（6/7）		快去看看	春节到了，学者站台广播在响亮	听听学者站台的说什么					9612=1|9031=3|3055=5					
6	10005709								2019|2|10|05|00|00	2019|2|11|04|59|59	75|75|75|75|75|75|75	75|75|75|75|75|75|75	20		新春福利（7/7）		快去看看	春节到了，学者站台广播在响亮	听听学者站台的说什么					9612=1|9031=3|3055=5					
6	10005710								2019|2|15|05|00|00	2019|2|21|16|59|59	4|4|4|4|4|4|4	4|4|4|4|4|4|4	20		元宵节吃什么		快去看看	波普好像有话对你说	听听波普说什么					9298=9					
6	10005711								2019|2|22|05|00|00	2019|2|27|16|59|59	41|41|41|41|41|41|41	41|41|41|41|41|41|41	20		星座罗盘来临		快去看看	飞船修理员休伯特在找你	听听休伯特说什么					9802=3					
6	1005660								2018|1|11|05|00|00	2018|1|12|05|00|00	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		小光棍节献礼（1/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					2302=1					
6	1005661								2018|1|12|05|00|00	2018|1|13|05|00|00	1|6|5|35|75|123|166	1|6|5|35|75|123|166	20		小光棍节献礼（2/4）		快去看看	老师好像有话对你说	听听老师说什么					2305=1					
6	1005662								2018|1|13|05|00|00	2018|1|14|05|00|00	3|3|3|3|3|3|3	3|3|3|3|3|3|3	20		小光棍节献礼（3/4）		快去看看	铁匠道林好像有话对你说	听听铁匠道林说什么					2306=1					
6	1005663								2018|1|14|05|00|00	2018|1|15|05|00|00	37|37|37|37|37|37|37	37|37|37|37|37|37|37	20		小光棍节献礼（4/4）		快去看看	夏萝莉好像有话对你说	听听夏萝莉说什么					2307=1					
6	1005664								2018|1|22|05|00|00	2018|1|23|05|00|00	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		腊八节献礼（1/3）		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧					569=2|93=10|1=66666					
6	1005665								2018|1|23|05|00|00	2018|1|24|05|00|00	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		腊八节献礼（2/3）		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧					572=2|3020=5|1=66666					
6	1005666								2018|1|24|05|00|00	2018|1|25|05|00|00	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		腊八节献礼（3/3）		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧					603=3|602=3|1=88888					
6	1005667								2018|2|12|05|00|00	2018|2|13|05|00|00	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		情人节献礼（1/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					2372=1					
6	1005668								2018|2|13|05|00|00	2018|2|14|05|00|00	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		情人节献礼（2/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					2373=1					
6	1005669								2018|2|14|05|00|00	2018|2|15|05|00|00	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		情人节献礼（3/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					2374=1					
6	1005670								2018|2|15|05|00|00	2018|2|16|05|00|00	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		情人节献礼（4/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					2375=1					
6	1005671								2018|3|01|05|00|00	2018|3|02|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		周年庆典（1/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					610=1|611=1|402=1|1=131400					
6	1005672								2018|3|02|05|00|00	2018|3|03|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		周年庆典（2/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					603=3|602=3|1=131400					
6	1005673								2018|3|03|05|00|00	2018|3|04|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		周年庆典（3/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					572=2|402=2|1=131400					
6	1005674								2018|3|04|05|00|00	2018|3|05|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		周年庆典（4/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					569=2|3020=3|1=131400					
1	174	173									2|2|2|2|2|2|2	2|2|2|2|2|2|2			踏上征程		穿过幽暗之径寻找小杰兰特	与阿尔杰塔前往幽暗之径	听听阿尔杰塔的安排	11701=1				1=10000|4=150000					
1	175	174									2|2|2|2|2|2|2	2|2|2|2|2|2|2			探查消息		在幽暗边缘打探消息	阿尔杰塔有事交代给你	听听阿尔杰塔的安排	11702=1				1=10000|4=150000					
1	176	175									2|2|2|2|2|2|2	2|2|2|2|2|2|2			沼泽遇险		清理幽暗沼泽的变异生物	阿尔杰塔有事交代给你	听听阿尔杰塔的安排	11703=1				1=10000|4=150000					
1	177	176									2|2|2|2|2|2|2	2|2|2|2|2|2|2			诡异村庄		消灭诡异村庄的原住民	阿尔杰塔有事交代给你	听听阿尔杰塔的安排	11704=1				1=10000|4=150000					
1	178	177									2|2|2|2|2|2|2	2|2|2|2|2|2|2			探查标记		森林深处的发现	跟随阿尔杰塔	森林深处的发现	11705=1				1=10000|4=150000					
1	179	178									2|2|2|2|2|2|2	2|2|2|2|2|2|2			跟随标记		去森林遗迹中确认标记	阿尔杰塔有事交代给你	听听阿尔杰塔的安排	11706=1				1=10000|4=150000					
1	180	179									2|2|2|2|2|2|2	2|2|2|2|2|2|2			力量的征服		在幽暗巨石中征服魔物	阿尔杰塔有事交代给你	听听阿尔杰塔的安排	11707=1				1=10000|4=150000					
1	181	180									2|2|2|2|2|2|2	2|2|2|2|2|2|2			新的发现		消灭迷雾之森的魔物	阿尔杰塔有事交代给你	听听阿尔杰塔的安排	11708=1				1=10000|4=150000					
1	182	181									2|2|2|2|2|2|2	2|2|2|2|2|2|2			无奈的选择		跟随阿尔杰塔前往幽暗深处	阿尔杰塔有事交代给你	听听阿尔杰塔的安排	11709=1				1=10000|4=150000					
1	183	182									2|2|2|2|2|2|2	2|2|2|2|2|2|2			暴动的魔物		消灭幽暗遗迹中的魔物	阿尔杰塔有事交代给你	向阿尔杰塔汇报遗迹的发现	11710=1				1=10000|4=150000					
1	184	183									11|11|11|11|11|11|11	11|11|11|11|11|11|11	121		暗影森林魔物		进入暗影森林清理魔物	特拉玛依有事吩咐	跟特拉玛依汇报	11801=1				1=10000|4=150000					
1	185	184									2|2|2|2|2|2|2	2|2|2|2|2|2|2	122		红龙手稿		进入红龙遗迹摘取特殊草药	跟阿尔杰塔谈一谈	跟阿尔杰塔汇报	11802=1				1=10000|4=150000					
1	186	185									2|2|2|2|2|2|2	2|2|2|2|2|2|2	123		愚蠢的红龙		进入暗影药草地	听阿尔杰塔讲述手稿内容	跟阿尔杰塔汇报	11803=1				1=10000|4=150000					
1	187	186									2|2|2|2|2|2|2	2|2|2|2|2|2|2	124		佩达过往		进入暗影地底寻找新手稿	倾听阿尔杰塔讲述红龙手稿	跟阿尔杰塔汇报	11804=1				1=10000|4=150000					
1	188	187									2|2|2|2|2|2|2	2|2|2|2|2|2|2	125		记忆碎片		进入至深之处击退魔物车万	请阿尔杰塔分析记忆碎片	跟阿尔杰塔汇报	11805=1				1=10000|4=150000					
1	189	188									2|2|2|2|2|2|2	2|2|2|2|2|2|2	126		骑士与公主		进入迷雾深处里寻找石头人	听阿尔杰塔讲述	跟阿尔杰塔汇报	11806=1				1=10000|4=150000					
1	190	189									6|6|6|6|6|6|6	6|6|6|6|6|6|6	127		黑暗精灵文		进入失落长廊寻找龙之大主教	请艾德琳分析精灵文字	跟艾德琳汇报	11807=1				1=10000|4=150000					
1	191	190									6|6|6|6|6|6|6	6|6|6|6|6|6|6	128		传奇精灵		进入地底神殿寻找线索	听艾德琳讲述故事	将找到的线索给艾德琳	11808=1				1=10000|4=150000					
1	192	191									5|5|5|5|5|5|5	5|5|5|5|5|5|5	129		梅里恩戴尔		进入幽暗之森摘取记忆之花	请缇娜施展记忆魔法	把记忆之花给缇娜	11809=1				1=10000|4=150000					
1	193	192									5|5|5|5|5|5|5	6|6|6|6|6|6|6	130		揭晓过去		将弓箭放回暗影古林里	听缇娜讲述故事	艾德琳有些话想说	11810=1				1=10000|4=150000					
1	194	193									18|18|18|18|18|18|18	18|18|18|18|18|18|18	1000		魔物来袭		进入神圣天堂外围	西戴尔有话想说	西戴尔有话对你说										
1	195	194									18|18|18|18|18|18|18	18|18|18|18|18|18|18	1000		研究的材料		进入关卡收集研究材料	西戴尔有话对你说	将研究材料交给西戴尔										
1	196	195									18|18|18|18|18|18|18	18|18|18|18|18|18|18	1000		疯狂的结果		进入关卡可怜的魔物	西戴尔看上去非常惊慌	将收集的材料交给西戴尔										
1	197	196									11|11|11|11|11|11|11	11|11|11|11|11|11|11	1000		研究成果		进入关卡变异的人类	与特拉玛依谈谈	与特拉玛依谈谈										
1	198	197									184|184|184|184|184|184|184	184|184|184|184|184|184|184	1000		人类的悲哀		进入关卡沙漠东部边缘	旁边站着瑟瑟发抖的魔物	将线索交给黑暗大陆魔物										
1	199	198									184|184|184|184|184|184|184	11|11|11|11|11|11|11	1000		回忆的开关		进入关卡沙漠之城	旁边站着瑟瑟发抖的魔物	跟特拉玛依汇报										
1	200	199									185|185|185|185|185|185|185	11|11|11|11|11|11|11	1000		人类的反抗		进入关卡梅尔卡的心脏	贝勒尼卡站在街边	跟特拉玛依谈谈										
1	201	200									127|127|127|127|127|127|127	186|186|186|186|186|186|186	1000		杰兰特的建议		进入关卡女神的过往	小杰兰特有话想说	询问努比纳特女神的过往										
1	202	201									186|186|186|186|186|186|186	11|11|11|11|11|11|11	1000		女神的过往		进入关卡清理沙漠魔物	询问努比纳特女神的过往	跟特拉玛依聊一聊										
1	203	202									11|11|11|11|11|11|11	11|11|11|11|11|11|11	1000		无尽的悲剧		进入关卡消失的魔物	跟特拉玛依聊一聊	将魔物的信物交给特拉玛依										
6	1005675								2018|3|23|05|00|00	2018|3|24|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		周年庆典（1/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					2352=1|402=1|1=131400					
6	1005676								2018|3|24|05|00|00	2018|3|25|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		周年庆典（2/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					612=1|2376=1|1=131400					
6	1005677								2018|3|25|05|00|00	2018|3|26|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		周年庆典（3/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					572=4|3020=3|1=131400					
6	1005678								2018|3|26|05|00|00	2018|3|27|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		周年庆典（4/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					603=3|602=3|1=131400					
6	1005679								2018|4|05|05|00|00	2018|4|06|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		清明踏青季（1/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					2352=1|402=1|1=100000					
6	1005680								2018|4|06|05|00|00	2018|4|07|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		清明踏青季（2/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					612=1|2376=1|1=100000					
6	1005681								2018|4|07|05|00|00	2018|4|08|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		清明踏青季（3/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					572=4|3020=3|1=100000					
6	1005682								2018|4|08|05|00|00	2018|4|09|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		清明踏青季（4/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					603=3|602=3|1=100000					
6	1005683								2018|4|01|05|00|00	2018|4|02|04|59|59	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		愚人捣蛋鬼（1/7）		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧					3053=1|2352=1|402=1|1=100000					
6	1005684								2018|4|02|05|00|00	2018|4|03|04|59|59	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		愚人捣蛋鬼（2/7）		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧					3053=1|239=1|238=1|1=100000					
6	1005685								2018|4|03|05|00|00	2018|4|04|04|59|59	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		愚人捣蛋鬼（3/7）		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧					3053=1|572=4|3020=3|1=100000					
6	1005686								2018|4|04|05|00|00	2018|4|05|04|59|59	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		愚人捣蛋鬼（4/7）		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧					3053=1|603=3|602=3|1=100000					
6	1005687								2018|4|05|05|00|00	2018|4|06|04|59|59	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		愚人捣蛋鬼（5/7）		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧					3053=1|94=8|569=1|1=100000					
6	1005688								2018|4|06|05|00|00	2018|4|07|04|59|59	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		愚人捣蛋鬼（6/7）		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧					3053=1|239=1|2352=1|1=100000					
6	1005689								2018|4|07|05|00|00	2018|4|08|04|59|59	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		愚人捣蛋鬼（7/7）		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧					3053=1|402=1|572=1|1=100000					
6	1005690								2018|4|28|05|00|00	2018|4|29|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		我爱劳动（1/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					611=1|610=1|402=1|1=131400					
6	1005691								2018|4|29|05|00|00	2018|4|30|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		我爱劳动（2/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					603=3|602=3|1=131400					
6	1005692								2018|4|30|05|00|00	2018|5|01|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		我爱劳动（3/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					572=2|402=2|1=131400					
6	1005693								2018|5|01|05|00|00	2018|5|02|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		我爱劳动（4/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					569=2|3020=3|1=131400					
6	1006000								2018|6|22|05|00|00	2018|6|23|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		涅槃豪礼（1/7）		想拿取涅槃豪礼吗？	艾琳有礼物送给你	听听艾琳说什么					2352=1|402=1|1=100000					
6	1006001								2018|6|23|05|00|00	2018|6|24|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		涅槃豪礼（2/7）		想拿取涅槃豪礼吗？	艾琳有礼物送给你	听听艾琳说什么					239=1|238=1|1=100000					
6	1006002								2018|6|24|05|00|00	2018|6|25|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		涅槃豪礼（3/7）		想拿取涅槃豪礼吗？	艾琳有礼物送给你	听听艾琳说什么					606=1|1=100000					
6	1006003								2018|6|25|05|00|00	2018|6|26|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		涅槃豪礼（4/7）		想拿取涅槃豪礼吗？	艾琳有礼物送给你	听听艾琳说什么					603=10|604=15					
6	1006004								2018|6|26|05|00|00	2018|6|27|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		涅槃豪礼（5/7）		想拿取涅槃豪礼吗？	艾琳有礼物送给你	听听艾琳说什么					572=5|612=1					
6	1006005								2018|6|27|05|00|00	2018|6|28|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		涅槃豪礼（6/7）		想拿取涅槃豪礼吗？	艾琳有礼物送给你	听听艾琳说什么					604=20|602=30					
6	1006006								2018|6|28|05|00|00	2018|6|29|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		涅槃豪礼（7/7）		想拿取涅槃豪礼吗？	艾琳有礼物送给你	听听艾琳说什么					239=5|444=1|1053=10					
6	1006007								2018|7|05|05|00|00	2018|7|06|04|59|59	37|37|37|37|37|37|37	37|37|37|37|37|37|37	20		暑假倒计时（1/7）		夏萝莉希望庆祝暑假	夏萝莉有些话想说	一起庆祝暑假吧！					584=5|94=8					
6	1006008								2018|7|06|05|00|00	2018|7|07|04|59|59	37|37|37|37|37|37|37	37|37|37|37|37|37|37	20		暑假倒计时（2/7）		夏萝莉希望庆祝暑假	夏萝莉有些话想说	一起庆祝暑假吧！					239=2|238=2					
6	1006009								2018|7|07|05|00|00	2018|7|08|04|59|59	37|37|37|37|37|37|37	37|37|37|37|37|37|37	20		暑假倒计时（3/7）		夏萝莉希望庆祝暑假	夏萝莉有些话想说	一起庆祝暑假吧！					606=1|602=30					
6	1006010								2018|7|08|05|00|00	2018|7|09|04|59|59	37|37|37|37|37|37|37	37|37|37|37|37|37|37	20		暑假倒计时（4/7）		夏萝莉希望庆祝暑假	夏萝莉有些话想说	一起庆祝暑假吧！					690=1|1=88888					
6	1006011								2018|7|09|05|00|00	2018|7|10|04|59|59	37|37|37|37|37|37|37	37|37|37|37|37|37|37	20		暑假倒计时（5/7）		夏萝莉希望庆祝暑假	夏萝莉有些话想说	一起庆祝暑假吧！					1053=20|1180=25					
6	1006012								2018|7|10|05|00|00	2018|7|11|04|59|59	37|37|37|37|37|37|37	37|37|37|37|37|37|37	20		暑假倒计时（6/7）		夏萝莉希望庆祝暑假	夏萝莉有些话想说	一起庆祝暑假吧！					584=10|94=25					
6	1006013								2018|7|11|05|00|00	2018|7|12|04|59|59	37|37|37|37|37|37|37	37|37|37|37|37|37|37	20		暑假倒计时（7/7）		夏萝莉希望庆祝暑假	夏萝莉有些话想说	一起庆祝暑假吧！					15339=1					
6	1006014								2018|9|10|05|00|00	2018|9|11|04|59|59	1|6|5|35|75|123|166	1|6|5|35|75|123|166	20		师傅的教诲（1/4）			导师喊住了急匆匆的你	听听导师想说的话吧					11205=1|11471=1					
6	1006015								2018|9|11|05|00|00	2018|9|12|04|59|59	1|6|5|35|75|123|166	1|6|5|35|75|123|166	20		师傅的教诲（2/4）			导师面带笑容的叫住了你	听听导师想说的话吧					1053=20					
