ExpID	SceneID	EnemyType			Buff0	Buff1	Buff2	Buff3	Buff4	Buff5	Buff6	ChangeAttribute
81422	81422	1|2|6	海龙-龙骨荒漠-190%	150								1016=-34.4|1026=-34.4|1013=-21.85
81423	81423	1|2|6	海龙-龙骨荒漠-195%	150								1016=-20.4|1026=-20.4|1013=-9.1
81424	81424	1|2|6	海龙-龙骨荒漠-200%	150								1016=0|1026=0|1013=0
81500	81500	1|2|6	海龙-剧毒之森-40%	150								1016=-92.87|1026=-92.87|1013=-92.92
81501	81501	1|2|6	海龙-剧毒之森-85%	150								1016=-78.61|1026=-78.61|1013=-75.29
81502	81502	1|2|6	海龙-剧毒之森-90%	150								1016=-77.45|1026=-77.45|1013=-73.86
81503	81503	1|2|6	海龙-剧毒之森-95%	150								1016=-76.28|1026=-76.28|1013=-72.41
81504	81504	1|2|6	海龙-剧毒之森-100%	150								1016=-75.09|1026=-75.09|1013=-70.95
81505	81505	1|2|6	海龙-剧毒之森-105%	150								1016=-73.88|1026=-73.88|1013=-69.46
81506	81506	1|2|6	海龙-剧毒之森-110%	150								1016=-73.19|1026=-73.19|1013=-66.47
81507	81507	1|2|6	海龙-剧毒之森-115%	150								1016=-71.99|1026=-71.99|1013=-64.88
81508	81508	1|2|6	海龙-剧毒之森-120%	150								1016=-70.78|1026=-70.78|1013=-63.27
81509	81509	1|2|6	海龙-剧毒之森-125%	150								1016=-69.56|1026=-69.56|1013=-61.65
81510	81510	1|2|6	海龙-剧毒之森-130%	150								1016=-68.31|1026=-68.31|1013=-60.01
81511	81511	1|2|6	海龙-剧毒之森-135%	150								1016=-67.68|1026=-67.68|1013=-56.51
81512	81512	1|2|6	海龙-剧毒之森-140%	150								1016=-66.45|1026=-66.45|1013=-54.77
81513	81513	1|2|6	海龙-剧毒之森-145%	150								1016=-65.21|1026=-65.21|1013=-53.01
81514	81514	1|2|6	海龙-剧毒之森-150%	150								1016=-63.95|1026=-63.95|1013=-51.24
81515	81515	1|2|6	海龙-剧毒之森-155%	150								1016=-62.68|1026=-62.68|1013=-49.45
81516	81516	1|2|6	海龙-剧毒之森-160%	150								1016=-62.1|1026=-62.1|1013=-45.45
81517	81517	1|2|6	海龙-剧毒之森-165%	150								1016=-60.84|1026=-60.84|1013=-43.56
81518	81518	1|2|6	海龙-剧毒之森-170%	150								1016=-59.57|1026=-59.57|1013=-41.65
81519	81519	1|2|6	海龙-剧毒之森-175%	150								1016=-58.29|1026=-58.29|1013=-39.73
81520	81520	1|2|6	海龙-剧毒之森-180%	150								1016=-57|1026=-57|1013=-37.79
81521	81521	1|2|6	海龙-剧毒之森-185%	150								1016=-46.32|1026=-46.32|1013=-29.2
81522	81522	1|2|6	海龙-剧毒之森-190%	150								1016=-34.3|1026=-34.3|1013=-20.87
81523	81523	1|2|6	海龙-剧毒之森-195%	150								1016=-20.34|1026=-20.34|1013=-9.01
81524	81524	1|2|6	海龙-剧毒之森-200%	150								1016=0|1026=0|1013=0
1624	1624	1|2	时光魔龙5-1	150								1016=0|1026=0|1013=0
1625	1625	1|2|6	时光魔龙5-2	150								1016=0|1026=0|1013=0
1626	1626	1|2|6	时光魔龙5-3	150								1016=0|1026=0|1013=0
1627	1627	1|2|6	时光魔龙5-4	150								1016=0|1026=0|1013=0
1628	1628	1|2|6	时光魔龙5-5	150								1016=0|1026=0|1013=0
1629	1629	1|2	时光魔龙5-6	150								1016=0|1026=0|1013=0
1618	1618	1|2	时光魔龙4-1	150								1016=-51.02|1026=-51.02|1013=-62.79
1619	1619	1|2|6	时光魔龙4-2	150								1016=-51.49|1026=-51.49|1013=-75.6
1620	1620	1|2|6	时光魔龙4-3	150								1016=-50.57|1026=-50.57|1013=-81.09
1621	1621	1|2|6	时光魔龙4-4	150								1016=-52.03|1026=-52.03|1013=-82.91
1622	1622	1|2|6	时光魔龙4-5	150								1016=-52.28|1026=-52.28|1013=-86.36
1623	1623	1|2	时光魔龙4-6	150								1016=-49.13|1026=-49.13|1013=-88.89
1612	1612	1|2	时光魔龙3-1	150								1016=-79.89|1026=-79.89|1013=-81.29
1613	1613	1|2|6	时光魔龙3-2	150								1016=-80.68|1026=-80.68|1013=-87.46
1614	1614	1|2|6	时光魔龙3-3	150								1016=-80.3|1026=-80.3|1013=-90.08
1615	1615	1|2|6	时光魔龙3-4	150								1016=-80.49|1026=-80.49|1013=-90.87
1616	1616	1|2|6	时光魔龙3-5	150								1016=-80.76|1026=-80.76|1013=-92.6
1617	1617	1|2	时光魔龙3-6	150								1016=-78.35|1026=-78.35|1013=-93.69
1606	1606	1|2	时光魔龙2-1	150								1016=-89.96|1026=-89.96|1013=-91.04
1607	1607	1|2|6	时光魔龙2-2	150								1016=-89.63|1026=-89.63|1013=-93.6
1608	1608	1|2|6	时光魔龙2-3	150								1016=-89.25|1026=-89.25|1013=-94.67
1609	1609	1|2|6	时光魔龙2-4	150								1016=-89|1026=-89|1013=-94.87
1610	1610	1|2|6	时光魔龙2-5	150								1016=-88.91|1026=-88.91|1013=-95.68
1611	1611	1|2	时光魔龙2-6	150								1016=-88.35|1026=-88.35|1013=-96.49
1600	1600	1|2	时光魔龙1-1	150								1016=-96.25|1026=-96.25|1013=-95.97
1601	1601	1|2|6	时光魔龙1-2	150								1016=-96|1026=-96|1013=-97.15
1602	1602	1|2|6	时光魔龙1-3	150								1016=-95.8|1026=-95.8|1013=-97.64
1603	1603	1|2|6	时光魔龙1-4	150								1016=-95.54|1026=-95.54|1013=-97.75
1604	1604	1|2|6	时光魔龙1-5	150								1016=-95.52|1026=-95.52|1013=-98.11
1605	1605	1|2	时光魔龙1-6	150								1016=-95.37|1026=-95.37|1013=-98.48
1630	1630	1|2|6	时光黑龙	150								1016=-96.56|1026=-96.56|1013=-96.57
1631	1631	1|2|6	时光黑龙	150								1016=-96.3|1026=-96.3|1013=-97.57
1632	1632	1|2|6	时光黑龙	150								1016=-96.1|1026=-96.1|1013=-97.99
1633	1633	1|2|6	时光黑龙	150								1016=-95.84|1026=-95.84|1013=-98.08
1634	1634	1|2|6	时光黑龙	150								1016=-95.8|1026=-95.8|1013=-98.39
1635	1635	1|2|6	时光黑龙	150								1016=-95.64|1026=-95.64|1013=-98.71
1636	1636	1|2|6	时光黑龙	150								1016=-90.78|1026=-90.78|1013=-92.38
1637	1637	1|2|6	时光黑龙	150								1016=-90.42|1026=-90.42|1013=-94.55
1638	1638	1|2|6	时光黑龙	150								1016=-90.02|1026=-90.02|1013=-95.46
1639	1639	1|2|6	时光黑龙	150								1016=-89.75|1026=-89.75|1013=-95.63
1640	1640	1|2|6	时光黑龙	150								1016=-89.6|1026=-89.6|1013=-96.32
1641	1641	1|2|6	时光黑龙	150								1016=-89.03|1026=-89.03|1013=-97.02
1642	1642	1|2|6	时光黑龙	150								1016=-81.52|1026=-81.52|1013=-84.08
1643	1643	1|2|6	时光黑龙	150								1016=-82.15|1026=-82.15|1013=-89.31
1644	1644	1|2|6	时光黑龙	150								1016=-81.71|1026=-81.71|1013=-91.55
1645	1645	1|2|6	时光黑龙	150								1016=-81.81|1026=-81.81|1013=-92.22
1646	1646	1|2|6	时光黑龙	150								1016=-81.96|1026=-81.96|1013=-93.69
1647	1647	1|2|6	时光黑龙	150								1016=-79.61|1026=-79.61|1013=-94.63
1648	1648	1|2|6	时光黑龙	150								1016=-52.21|1026=-52.21|1013=-66.18
1649	1649	1|2|6	时光黑龙	150								1016=-52.53|1026=-52.53|1013=-77.86
1650	1650	1|2|6	时光黑龙	150								1016=-51.5|1026=-51.5|1013=-82.88
1651	1651	1|2|6	时光黑龙	150								1016=-52.82|1026=-52.82|1013=-84.57
1652	1652	1|2|6	时光黑龙	150								1016=-52.91|1026=-52.91|1013=-87.72
1653	1653	1|2|6	时光黑龙	150								1016=-49.74|1026=-49.74|1013=-90.06
1654	1654	1|2|6	时光黑龙	150								1016=0|1026=0|1013=0
1655	1655	1|2|6	时光黑龙	150								1016=0|1026=0|1013=0
1656	1656	1|2|6	时光黑龙	150								1016=0|1026=0|1013=0
1657	1657	1|2|6	时光黑龙	150								1016=0|1026=0|1013=0
1658	1658	1|2|6	时光黑龙	150								1016=0|1026=0|1013=0
1659	1659	1|2|6	时光黑龙	150								1016=0|1026=0|1013=0
