SpriteID	Quality	EvolutionLevel	LevelLimit	EvolutionCost	TrainExp	ResetTrainCost	AddAttr	AttrExtra	TrainAttr
3407	3	1	25	603=3	100=500	7=100|604=3	11=37|21=37|13=750|12=75|22=75		11=37=1|13=750=1|12=75=1|22=75=1
3407	3	2	32	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3407	3	3	40	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3407	3	4	50	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3407	3	5	60	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
3407	3	6	70	603=9	100=1000	7=200|604=6	11=100|21=100|13=2000|12=200|22=200		11=100=1|13=2000=1|12=200=1|22=200=1
3407	3	7	80	603=12	100=1100	7=220|604=7	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3407	3	8	90	603=16	100=1500	7=300|604=10	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3407	3	9	100	603=20	100=2000	7=400|604=13	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3407	3	10	135	603=25	100=2500	7=500|604=16	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3408	3	1	25	603=3	100=500	7=100|604=3	11=37|21=37|13=750|12=75|22=75		11=37=1|13=750=1|12=75=1|22=75=1
3408	3	2	32	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3408	3	3	40	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3408	3	4	50	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3408	3	5	60	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
3408	3	6	70	603=9	100=1000	7=200|604=6	11=100|21=100|13=2000|12=200|22=200		11=100=1|13=2000=1|12=200=1|22=200=1
3408	3	7	80	603=12	100=1100	7=220|604=7	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3408	3	8	90	603=16	100=1500	7=300|604=10	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3408	3	9	100	603=20	100=2000	7=400|604=13	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3408	3	10	135	603=25	100=2500	7=500|604=16	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3409	3	1	25	603=3	100=500	7=100|604=3	11=37|21=37|13=750|12=75|22=75		11=37=1|13=750=1|12=75=1|22=75=1
3409	3	2	32	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3409	3	3	40	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3409	3	4	50	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3409	3	5	60	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
3409	3	6	70	603=9	100=1000	7=200|604=6	11=100|21=100|13=2000|12=200|22=200		11=100=1|13=2000=1|12=200=1|22=200=1
3409	3	7	80	603=12	100=1100	7=220|604=7	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3409	3	8	90	603=16	100=1500	7=300|604=10	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3409	3	9	100	603=20	100=2000	7=400|604=13	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3409	3	10	135	603=25	100=2500	7=500|604=16	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3410	3	1	25	603=3	100=500	7=100|604=3	11=37|21=37|13=750|12=75|22=75		11=37=1|13=750=1|12=75=1|22=75=1
3410	3	2	32	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3410	3	3	40	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3410	3	4	50	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3410	3	5	60	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
3410	3	6	70	603=9	100=1000	7=200|604=6	11=100|21=100|13=2000|12=200|22=200		11=100=1|13=2000=1|12=200=1|22=200=1
3410	3	7	80	603=12	100=1100	7=220|604=7	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3410	3	8	90	603=16	100=1500	7=300|604=10	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3410	3	9	100	603=20	100=2000	7=400|604=13	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3410	3	10	135	603=25	100=2500	7=500|604=16	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3411	3	1	25	603=3	100=500	7=100|604=3	11=37|21=37|13=750|12=75|22=75		11=37=1|13=750=1|12=75=1|22=75=1
3411	3	2	32	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3411	3	3	40	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3411	3	4	50	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3411	3	5	60	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
3411	3	6	70	603=9	100=1000	7=200|604=6	11=100|21=100|13=2000|12=200|22=200		11=100=1|13=2000=1|12=200=1|22=200=1
3411	3	7	80	603=12	100=1100	7=220|604=7	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3411	3	8	90	603=16	100=1500	7=300|604=10	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3411	3	9	100	603=20	100=2000	7=400|604=13	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3411	3	10	135	603=25	100=2500	7=500|604=16	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3412	3	1	25	603=3	100=500	7=100|604=3	11=37|21=37|13=750|12=75|22=75		11=37=1|13=750=1|12=75=1|22=75=1
3412	3	2	32	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3412	3	3	40	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3412	3	4	50	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3412	3	5	60	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
3412	3	6	70	603=9	100=1000	7=200|604=6	11=100|21=100|13=2000|12=200|22=200		11=100=1|13=2000=1|12=200=1|22=200=1
3412	3	7	80	603=12	100=1100	7=220|604=7	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3412	3	8	90	603=16	100=1500	7=300|604=10	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3412	3	9	100	603=20	100=2000	7=400|604=13	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3412	3	10	135	603=25	100=2500	7=500|604=16	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3413	3	1	25	603=3	100=500	7=100|604=3	11=37|21=37|13=750|12=75|22=75		11=37=1|13=750=1|12=75=1|22=75=1
3413	3	2	32	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3413	3	3	40	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3413	3	4	50	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3413	3	5	60	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
3413	3	6	70	603=9	100=1000	7=200|604=6	11=100|21=100|13=2000|12=200|22=200		11=100=1|13=2000=1|12=200=1|22=200=1
3413	3	7	80	603=12	100=1100	7=220|604=7	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3413	3	8	90	603=16	100=1500	7=300|604=10	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3413	3	9	100	603=20	100=2000	7=400|604=13	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3413	3	10	135	603=25	100=2500	7=500|604=16	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3414	3	1	25	603=3	100=500	7=100|604=3	11=37|21=37|13=750|12=75|22=75		11=37=1|13=750=1|12=75=1|22=75=1
3414	3	2	32	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3414	3	3	40	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3414	3	4	50	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3414	3	5	60	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
3414	3	6	70	603=9	100=1000	7=200|604=6	11=100|21=100|13=2000|12=200|22=200		11=100=1|13=2000=1|12=200=1|22=200=1
3414	3	7	80	603=12	100=1100	7=220|604=7	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3414	3	8	90	603=16	100=1500	7=300|604=10	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3414	3	9	100	603=20	100=2000	7=400|604=13	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3414	3	10	135	603=25	100=2500	7=500|604=16	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3415	3	1	25	603=3	100=500	7=100|604=3	11=37|21=37|13=750|12=75|22=75		11=37=1|13=750=1|12=75=1|22=75=1
3415	3	2	32	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3415	3	3	40	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3415	3	4	50	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3415	3	5	60	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
3415	3	6	70	603=9	100=1000	7=200|604=6	11=100|21=100|13=2000|12=200|22=200		11=100=1|13=2000=1|12=200=1|22=200=1
3415	3	7	80	603=12	100=1100	7=220|604=7	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3415	3	8	90	603=16	100=1500	7=300|604=10	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3415	3	9	100	603=20	100=2000	7=400|604=13	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3415	3	10	135	603=25	100=2500	7=500|604=16	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3416	3	1	25	603=3	100=500	7=100|604=3	11=37|21=37|13=750|12=75|22=75		11=37=1|13=750=1|12=75=1|22=75=1
3416	3	2	32	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3416	3	3	40	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3416	3	4	50	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3416	3	5	60	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
3416	3	6	70	603=9	100=1000	7=200|604=6	11=100|21=100|13=2000|12=200|22=200		11=100=1|13=2000=1|12=200=1|22=200=1
3416	3	7	80	603=12	100=1100	7=220|604=7	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3416	3	8	90	603=16	100=1500	7=300|604=10	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3416	3	9	100	603=20	100=2000	7=400|604=13	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3416	3	10	135	603=25	100=2500	7=500|604=16	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3501	4	1	25	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3501	4	2	32	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3501	4	3	40	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3501	4	4	50	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
3501	4	5	60	603=8	100=1000	7=200|604=6	11=100|21=100|13=2000|12=200|22=200		11=100=1|13=2000=1|12=200=1|22=200=1
3501	4	6	70	603=11	100=1300	7=220|604=7	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3501	4	7	80	603=15	100=1800	7=240|604=8	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3501	4	8	90	603=20	100=2500	7=350|604=11	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3501	4	9	100	603=30	100=4000	7=500|604=16	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3501	4	10	135	603=40	100=6000	7=600|604=20	11=140|21=140|13=2800|12=280|22=280		11=140=1|13=2800=1|12=280=1|22=280=1
3501	4	11	140	609=4	100=1500	7=300|604=35	11=215|21=215|13=4290|12=429|22=429		11=132=1|13=2640=1|12=264=1|22=264=1
3501	4	12	140	609=7	100=2500	7=400|604=40	11=219|21=219|13=4380|12=438|22=438		11=144=1|13=2880=1|12=288=1|22=288=1
3501	4	13	140	609=12	100=4000	7=500|604=45	11=224|21=224|13=4470|12=447|22=447		11=156=1|13=3120=1|12=312=1|22=312=1
3501	4	14	140	609=20	100=6500	7=700|604=50	11=228|21=228|13=4560|12=456|22=456		11=168=1|13=3360=1|12=336=1|22=336=1
3501	4	15	140	609=35	100=8800	7=1000|604=60	11=233|21=233|13=4650|12=465|22=465		11=180=1|13=3600=1|12=360=1|22=360=1
3502	4	1	25	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3502	4	2	32	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3502	4	3	40	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3502	4	4	50	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
3502	4	5	60	603=8	100=1000	7=200|604=6	11=100|21=100|13=2000|12=200|22=200		11=100=1|13=2000=1|12=200=1|22=200=1
3502	4	6	70	603=11	100=1300	7=220|604=7	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3502	4	7	80	603=15	100=1800	7=240|604=8	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3502	4	8	90	603=20	100=2500	7=350|604=11	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3502	4	9	100	603=30	100=4000	7=500|604=16	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3502	4	10	135	603=40	100=6000	7=600|604=20	11=140|21=140|13=2800|12=280|22=280		11=140=1|13=2800=1|12=280=1|22=280=1
3502	4	11	140	609=4	100=1500	7=300|604=35	11=215|21=215|13=4290|12=429|22=429		11=132=1|13=2640=1|12=264=1|22=264=1
3502	4	12	140	609=7	100=2500	7=400|604=40	11=219|21=219|13=4380|12=438|22=438		11=144=1|13=2880=1|12=288=1|22=288=1
3502	4	13	140	609=12	100=4000	7=500|604=45	11=224|21=224|13=4470|12=447|22=447		11=156=1|13=3120=1|12=312=1|22=312=1
3502	4	14	140	609=20	100=6500	7=700|604=50	11=228|21=228|13=4560|12=456|22=456		11=168=1|13=3360=1|12=336=1|22=336=1
3502	4	15	140	609=35	100=8800	7=1000|604=60	11=233|21=233|13=4650|12=465|22=465		11=180=1|13=3600=1|12=360=1|22=360=1
3503	4	1	25	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3503	4	2	32	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3503	4	3	40	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3503	4	4	50	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
3503	4	5	60	603=8	100=1000	7=200|604=6	11=100|21=100|13=2000|12=200|22=200		11=100=1|13=2000=1|12=200=1|22=200=1
3503	4	6	70	603=11	100=1300	7=220|604=7	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3503	4	7	80	603=15	100=1800	7=240|604=8	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3503	4	8	90	603=20	100=2500	7=350|604=11	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3503	4	9	100	603=30	100=4000	7=500|604=16	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3503	4	10	135	603=40	100=6000	7=600|604=20	11=140|21=140|13=2800|12=280|22=280		11=140=1|13=2800=1|12=280=1|22=280=1
3503	4	11	140	609=4	100=1500	7=300|604=35	11=215|21=215|13=4290|12=429|22=429		11=132=1|13=2640=1|12=264=1|22=264=1
3503	4	12	140	609=7	100=2500	7=400|604=40	11=219|21=219|13=4380|12=438|22=438		11=144=1|13=2880=1|12=288=1|22=288=1
3503	4	13	140	609=12	100=4000	7=500|604=45	11=224|21=224|13=4470|12=447|22=447		11=156=1|13=3120=1|12=312=1|22=312=1
3503	4	14	140	609=20	100=6500	7=700|604=50	11=228|21=228|13=4560|12=456|22=456		11=168=1|13=3360=1|12=336=1|22=336=1
3503	4	15	140	609=35	100=8800	7=1000|604=60	11=233|21=233|13=4650|12=465|22=465		11=180=1|13=3600=1|12=360=1|22=360=1
3504	4	1	25	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3504	4	2	32	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3504	4	3	40	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3504	4	4	50	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
3504	4	5	60	603=8	100=1000	7=200|604=6	11=100|21=100|13=2000|12=200|22=200		11=100=1|13=2000=1|12=200=1|22=200=1
3504	4	6	70	603=11	100=1300	7=220|604=7	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3504	4	7	80	603=15	100=1800	7=240|604=8	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3504	4	8	90	603=20	100=2500	7=350|604=11	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3504	4	9	100	603=30	100=4000	7=500|604=16	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3504	4	10	135	603=40	100=6000	7=600|604=20	11=140|21=140|13=2800|12=280|22=280		11=140=1|13=2800=1|12=280=1|22=280=1
3504	4	11	140	609=4	100=1500	7=300|604=35	11=215|21=215|13=4290|12=429|22=429		11=132=1|13=2640=1|12=264=1|22=264=1
3504	4	12	140	609=7	100=2500	7=400|604=40	11=219|21=219|13=4380|12=438|22=438		11=144=1|13=2880=1|12=288=1|22=288=1
3504	4	13	140	609=12	100=4000	7=500|604=45	11=224|21=224|13=4470|12=447|22=447		11=156=1|13=3120=1|12=312=1|22=312=1
3504	4	14	140	609=20	100=6500	7=700|604=50	11=228|21=228|13=4560|12=456|22=456		11=168=1|13=3360=1|12=336=1|22=336=1
3504	4	15	140	609=35	100=8800	7=1000|604=60	11=233|21=233|13=4650|12=465|22=465		11=180=1|13=3600=1|12=360=1|22=360=1
3505	4	1	25	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3505	4	2	32	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3505	4	3	40	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3505	4	4	50	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
3505	4	5	60	603=8	100=1000	7=200|604=6	11=100|21=100|13=2000|12=200|22=200		11=100=1|13=2000=1|12=200=1|22=200=1
3505	4	6	70	603=11	100=1300	7=220|604=7	11=112|21=112|13=2250|12=225|22=225		11=112=1|13=2250=1|12=225=1|22=225=1
3505	4	7	80	603=15	100=1800	7=240|604=8	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3505	4	8	90	603=20	100=2500	7=350|604=11	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3505	4	9	100	603=30	100=4000	7=500|604=16	11=125|21=125|13=2500|12=250|22=250		11=125=1|13=2500=1|12=250=1|22=250=1
3505	4	10	135	603=40	100=6000	7=600|604=20	11=140|21=140|13=2800|12=280|22=280		11=140=1|13=2800=1|12=280=1|22=280=1
3505	4	11	140	609=4	100=1500	7=300|604=35	11=215|21=215|13=4290|12=429|22=429		11=132=1|13=2640=1|12=264=1|22=264=1
3505	4	12	140	609=7	100=2500	7=400|604=40	11=219|21=219|13=4380|12=438|22=438		11=144=1|13=2880=1|12=288=1|22=288=1
3505	4	13	140	609=12	100=4000	7=500|604=45	11=224|21=224|13=4470|12=447|22=447		11=156=1|13=3120=1|12=312=1|22=312=1
3505	4	14	140	609=20	100=6500	7=700|604=50	11=228|21=228|13=4560|12=456|22=456		11=168=1|13=3360=1|12=336=1|22=336=1
3505	4	15	140	609=35	100=8800	7=1000|604=60	11=233|21=233|13=4650|12=465|22=465		11=180=1|13=3600=1|12=360=1|22=360=1
3506	5	1	25	603=6	100=600	7=180|604=6	11=65|21=65|13=1300|12=130|22=130		11=65=20|13=1300=3|12=130=3|22=130=3
3506	5	2	32	603=7	100=700	7=210|604=6	11=80|21=80|13=1625|12=163|22=163		11=80=20|13=1625=3|12=163=3|22=163=3
3506	5	3	40	603=9	100=800	7=240|604=7	11=98|21=98|13=1950|12=195|22=195		11=98=20|13=1950=3|12=195=3|22=195=3
3506	5	4	50	603=11	100=900	7=270|604=9	11=113|21=113|13=2275|12=228|22=228		11=113=20|13=2275=3|12=228=3|22=228=3
3506	5	5	60	603=12	100=1000	7=300|604=9	11=130|21=130|13=2600|12=260|22=260		11=130=20|13=2600=3|12=260=3|22=260=3
3506	5	6	70	603=17	100=1300	7=330|604=10	11=146|21=146|13=2925|12=293|22=293		11=146=20|13=2925=3|12=293=3|22=293=3
3506	5	7	80	603=22	100=1800	7=360|604=12	11=163|21=163|13=3250|12=325|22=325		11=163=20|13=3250=3|12=325=3|22=325=3
3506	5	8	90	603=30	100=2500	7=475|604=17	11=163|21=163|13=3250|12=325|22=325		11=163=20|13=3250=3|12=325=3|22=325=3
3506	5	9	100	603=45	100=4000	7=750|604=24	11=163|21=163|13=3250|12=325|22=325		11=163=20|13=3250=3|12=325=3|22=325=3
3506	5	10	135	603=60	100=6000	7=900|604=30	11=182|21=182|13=3640|12=364|22=364		11=182=20|13=3640=3|12=364=3|22=364=3
3506	5	11	140	609=4	100=1500	7=300|604=35	11=215|21=215|13=4290|12=429|22=429		11=132=10|13=2640=1|12=264=1|22=264=1
3506	5	12	140	609=7	100=2500	7=400|604=40	11=219|21=219|13=4380|12=438|22=438		11=144=10|13=2880=1|12=288=1|22=288=1
3506	5	13	140	609=12	100=4000	7=500|604=45	11=224|21=224|13=4470|12=447|22=447		11=156=20|13=3120=3|12=312=3|22=312=3
3506	5	14	140	609=20	100=6500	7=700|604=50	11=228|21=228|13=4560|12=456|22=456		11=168=20|13=3360=3|12=336=3|22=336=3
3506	5	15	140	609=35	100=8800	7=1000|604=60	11=233|21=233|13=4650|12=465|22=465		11=180=20|13=3600=3|12=360=3|22=360=3
3507	4	1	25	603=4	100=600	7=120|604=4	11=50|21=50|13=1000|12=100|22=100		11=50=1|13=1000=1|12=100=1|22=100=1
3507	4	2	32	603=5	100=700	7=140|604=4	11=62|21=62|13=1250|12=125|22=125		11=62=1|13=1250=1|12=125=1|22=125=1
3507	4	3	40	603=6	100=800	7=160|604=5	11=75|21=75|13=1500|12=150|22=150		11=75=1|13=1500=1|12=150=1|22=150=1
3507	4	4	50	603=7	100=900	7=180|604=6	11=87|21=87|13=1750|12=175|22=175		11=87=1|13=1750=1|12=175=1|22=175=1
