actid	taskid	tasktype	taskson	taskfather	title	basetask	num	cnt	items	autogetandreset	icon	type	belong	jump	arg	chapterFather
104	104011	0			累计充值=[6C3C2B]达到[00FF00]%d/9888[6C3C2B]元[-]	27	98880	15000	65389=120|1421=100					652		
104	104012	0			累计充值=[6C3C2B]达到[00FF00]%d/15000[6C3C2B]元[-]	27	150000	15000	1099808=1|1299=1					652		
104	104013	0			累计充值=[6C3C2B]达到[00FF00]%d/20000[6C3C2B]元[-]	27	200000	15000	65389=180|1277=30					652		
104	104014	0			累计充值=[6C3C2B]达到[00FF00]%d/25000[6C3C2B]元[-]	27	250000	15000	1323=1|842=3					652		
104	104015	0			累计充值=[6C3C2B]达到[00FF00]%d/30000[6C3C2B]元[-]	27	300000	15000	65389=200|63463=60					652		
105	105000	0			累计充值=[6C3C2B]达到[00FF00]%d/6[6C3C2B]元[-]	27	60	0	612=10|1183=20|1185=20|1053=30|1=1000000					652		
105	105001	0			累计充值=[6C3C2B]达到[00FF00]%d/30[6C3C2B]元[-]	27	300	0	612=30|1183=50|1279=15|1053=100|827=10					652		
105	105002	0			累计充值=[6C3C2B]达到[00FF00]%d/98[6C3C2B]元[-]	27	980	0	8549=150|8700=20|1279=30|1027=5|15=2000					652		
105	105003	0			累计充值=[6C3C2B]达到[00FF00]%d/198[6C3C2B]元[-]	27	1980	0	65392=40|1278=10|1279=50|827=30					652		
105	105004	0			累计充值=[6C3C2B]达到[00FF00]%d/328[6C3C2B]元[-]	27	3280	0	1322=20|1301=20|1278=10|1291=60					652		
105	105005	0			累计充值=[6C3C2B]达到[00FF00]%d/648[6C3C2B]元[-]	27	6480	0	65392=125|193661=25|1278=15|1291=80					652		
105	105006	0			累计充值=[6C3C2B]达到[00FF00]%d/1188[6C3C2B]元[-]	27	11880	0	1322=30|1421=30|1278=20|1291=100					652		
105	105007	0			累计充值=[6C3C2B]达到[00FF00]%d/1888[6C3C2B]元[-]	27	18880	0	65392=228|1600=100|1420=400					652		
105	105008	0			累计充值=[6C3C2B]达到[00FF00]%d/2888[6C3C2B]元[-]	27	28880	0	1421=200|1427=10|1420=500					652		
105	105009	0			累计充值=[6C3C2B]达到[00FF00]%d/4288[6C3C2B]元[-]	27	42880	20000	65392=368|1299=1|1420=600					652		
105	105010	0			累计充值=[6C3C2B]达到[00FF00]%d/6888[6C3C2B]元[-]	27	68880	20000	64093=1|193660=400|1420=800					652		
105	105011	0			累计充值=[6C3C2B]达到[00FF00]%d/9888[6C3C2B]元[-]	27	98880	20000	65392=688|841=15					652		
105	105012	0			累计充值=[6C3C2B]达到[00FF00]%d/15000[6C3C2B]元[-]	27	150000	20000	1099808=1|1299=1					652		
105	105013	0			累计充值=[6C3C2B]达到[00FF00]%d/20000[6C3C2B]元[-]	27	200000	20000	65392=788|1277=30					652		
105	105014	0			累计充值=[6C3C2B]达到[00FF00]%d/25000[6C3C2B]元[-]	27	250000	20000	1323=1|842=3					652		
105	105015	0			累计充值=[6C3C2B]达到[00FF00]%d/30000[6C3C2B]元[-]	27	300000	20000	65392=888|63463=60					652		
106	10600	0			充值6元档位	37	6	0	7=100					652		
106	10601	0			充值30元档位	37	30	0	7=200					652		
106	10602	0			充值98元档位	37	98	0	7=300					652		
106	10603	0			充值198元档位	37	198	0	7=400					652		
106	10604	0			充值328元档位	37	328	0	7=500					652		
106	10605	0			充值648元档位	37	648	0	7=600					652		
107	10700	0			每日充值累登1天	36	30	0	93=70|63=10|1=500000					652		
107	10701	0			每日充值累登2天	36	60	0	1099803=1|402=3|1000502=2					652		
107	10702	0			每日充值累登3天	36	90	0	606=5|603=3|604=8					652		
107	10703	0			每日充值累登4天	36	120	0	1053=30|1182=30|1180=50					652		
107	10704	0			每日充值累登5天	36	150	0	603=5|4136=3|1291=20					652		
75	7500	0			全身装备强化总等级达到20级	43	20	20	238=8|1182=10|1=200000|7=40				1	121		
75	7501	0			全身装备强化总等级达到50级	43	50	50	238=10|1182=15|1=250000|7=80				1	121		
75	7502	0			全身装备强化总等级达到100级	43	100	100	238=12|1182=20|1=300000|7=100				1	121		
75	7503	0			全身装备强化总等级达到150级	43	150	150	238=15|1182=25|1=400000|7=120				1	121		
75	7504	0			全身装备强化总等级达到200级	43	200	200	238=20|1182=30|1=500000|7=150				1	121		
75	7505	0			全身装备强化总等级达到250级	43	250	250	238=25|1182=50|1=1000000|7=200				1	121		
75	7506	0			全身镶嵌龙玉总等级达到20级	41	20	20	4111=2|93=15|1180=10|1=200000				2	122		
75	7507	0			全身镶嵌龙玉总等级达到30级	41	30	30	4111=2|93=20|1180=20|1=250000				2	122		
75	7508	0			全身镶嵌龙玉总等级达到40级	41	40	40	4111=3|93=40|1180=40|1=300000				2	122		
75	7509	0			全身镶嵌龙玉总等级达到70级	41	70	70	4111=3|93=50|1180=50|1=400000				2	122		
75	7510	0			全身镶嵌龙玉总等级达到100级	41	100	100	4111=4|93=80|1180=80|1=500000				2	122		
75	7511	0			全身镶嵌龙玉总等级达到120级	41	120	120	4111=4|93=100|1180=100|1=1000000				2	122		
75	7512	0			上阵精灵总战力达到5000	40	5000	5000	4804=3|401=2|1000501=1|1291=10				3	930		
75	7513	0			上阵精灵总战力达到10000	40	10000	10000	4804=4|401=3|1000501=2|1291=15				3	930		
75	7514	0			上阵精灵总战力达到20000	40	20000	20000	4804=6|401=5|1099901=2|1291=20				3	930		
75	7515	0			上阵精灵总战力达到25000	40	25000	25000	4804=8|401=8|1099902=2|1291=25				3	930		
75	7516	0			上阵精灵总战力达到30000	40	30000	30000	4804=10|401=10|1013001=2|1291=30				3	930		
75	7517	0			上阵精灵总战力达到40000	40	40000	40000	4804=12|2771=2|1013002=2|1291=40				3	930		
75	7518	0			全身装备注灵总等级达到6级	42	6	6	606=1|603=10|602=10|604=15				4	129		
75	7519	0			全身装备注灵总等级达到8级	42	8	8	606=2|603=15|602=20|604=20				4	129		
75	7520	0			全身装备注灵总等级达到10级	42	10	10	606=3|603=20|602=20|604=30				4	129		
75	7521	0			全身装备注灵总等级达到12级	42	12	12	606=3|603=25|602=30|604=40				4	129		
75	7522	0			全身装备注灵总等级达到15级	42	15	15	606=5|603=30|602=50|604=60				4	129		
75	7523	0			全身装备注灵总等级达到17级	42	17	17	606=8|603=40|602=80|604=60				4	129		
75	7524	0			角色总战力达到200000	39	200000	200000	4804=3|1053=8|1097=50|603=10				5	33		
75	7525	0			角色总战力达到350000	39	350000	350000	4804=4|1053=10|1097=100|603=15				5	33		
75	7526	0			角色总战力达到500000	39	500000	500000	4804=6|1053=20|1097=150|603=20				5	33		
75	7527	0			角色总战力达到600000	39	600000	600000	4804=8|1053=30|1097=200|603=30				5	33		
75	7528	0			角色总战力达到750000	39	750000	750000	2771=1|1053=40|2229=1|603=40				5	33		
75	7529	0			角色总战力达到900000	39	900000	900000	2771=2|1053=50|2229=2|603=40				5	33		
110	110000	0			充值6元档位	44	6	0	7=100					652		
110	110001	0			充值30元档位	44	30	0	7=200					652		
110	110002	0			充值98元档位	44	98	0	7=300					652		
110	110003	0			充值198元档位	44	198	0	7=400					652		
110	110004	0			充值328元档位	44	328	0	7=500					652		
110	110005	0			充值648元档位	44	648	0	7=600					652		
111	111000	0			每日充值累登1天	36	30	0	14=300|63747=1|64379=5|612=5					652		
111	111001	0			每日充值累登2天	36	60	0	14=300|63747=2|64379=10|612=5					652		
111	111002	0			每日充值累登3天	36	90	0	14=300|63747=3|64379=15|612=5					652		
111	111003	0			每日充值累登4天	36	120	0	14=300|63747=4|64379=20|612=5					652		
111	111004	0			每日充值累登5天	36	150	0	14=300|63747=5|64379=25|612=5					652		
114	114000	1	114001|114002|114003		土象礼包兑换奖励			2	65349=1							
114	114001	2		114000	摩羯座勋章	13	65341|1									
114	114002	2		114000	金牛座勋章	13	65333|1									
114	114003	2		114000	处女座勋章	13	65337|1									
114	114004	1	114005|114006|114007		水象礼包兑换奖励			2	65350=1							
114	114005	2		114004	双鱼座勋章	13	65343|1									
114	114006	2		114004	巨蟹座勋章	13	65335|1									
114	114007	2		114004	天蝎座勋章	13	65339|1									
114	114008	1	114009|114010|114011		火象礼包兑换奖励			2	65351=1							
114	114009	2		114008	白羊座勋章	13	65344|1									
114	114010	2		114008	狮子座勋章	13	65336|1									
114	114011	2		114008	射手座勋章	13	65340|1									
114	114012	1	114013|114014|114015		风象礼包兑换奖励			2	65352=1							
114	114013	2		114012	双子座勋章	13	65334|1									
114	114014	2		114012	天秤座勋章	13	65338|1									
114	114015	2		114012	水瓶座勋章	13	65342|1									
114	114016	1	114017|114018|114019|114020		四象勋章兑换奖励			1	65353=1							
114	114017	2		114016	土象勋章	13	65345|1									
114	114018	2		114016	水象勋章	13	65346|1									
114	114019	2		114016	火象勋章	13	65347|1									
114	114020	2		114016	风象勋章	13	65348|1									
115	115000	1	115001|115002		豆沙粽			70	64508=1							
115	115001	2		115000	糯米	13	64504|1									
115	115002	2		115000	红豆	13	64505|1									
115	115003	1	115004|115005		肉粽			70	64509=1							
115	115004	2		115003	糯米	13	64504|1									
115	115005	2		115003	肉	13	64506|1									
115	115006	1	115007|115008		蛋黄粽			70	64510=1							
115	115007	2		115006	糯米	13	64504|1									
115	115008	2		115006	蛋黄	13	64507|1									
115	115009	1	115010		求带走随机礼包			1	63152=1							
115	115010	2		115009	粽意幸运币	13	64511|100									
115	115011	1	115012		熊猫汽车			1	748=1							
115	115012	2		115011	粽意幸运币	13	64511|100									
115	115013	1	115014		头像框钥匙-端午头像			1	64512=1							
115	115014	2		115013	粽意幸运币	13	64511|100									
115	115015	1	115016		头像框钥匙-淘气疯鸭			1	3179=1							
115	115016	2		115015	粽意幸运币	13	64511|100									
115	115017	1	115018		棒球套			1	15222=1							
115	115018	2		115017	粽意幸运币	13	64511|100									
115	115019	1	115020		A时装8选1礼包（30天）			1	64007=1							
115	115020	2		115019	粽意幸运币	13	64511|100									
115	115021	1	115022		潘多拉幸运礼包			50	612=1							
115	115022	2		115021	粽意幸运币	13	64511|2									
116	116003	0			累计使用5个骰子	312	5	5	64513=1							
116	116004	0			累计使用10个骰子	312	10	10	64558=1							
116	116005	0			累计使用20个骰子	312	20	20	64514=1							
116	116006	0			累计使用30个骰子	312	30	30	8700=20							
116	116007	0			累计使用40个骰子	312	40	40	64558=1|612=10							
116	116008	0			累计使用70个骰子	312	70	70	1421=10							
116	116009	0			累计使用100个骰子	312	100	100	609=10							
116	116010	0			累计使用125个骰子	312	125	125	1277=8							
501	50000	0			招募者招募1人	200	1									
501	50001	0			集结者绑定1人	201	1									
501	50002	3		50000	1名被招募者登陆游戏（每个玩家每日记录1次）	202	1	1	611=10|9700=5			1	1			
501	50003	3		50000	3名被招募者登陆游戏（每个玩家每日记录1次）	202	3	3	1181=100|9700=5|9179=1			1	1			
501	50004	3		50000	6名被招募者登陆游戏（每个玩家每日记录1次）	202	6	6	1183=100|9700=5			1	1			
501	50005	3		50000	10名被招募者登陆游戏（每个玩家每日记录1次）	202	10	10	922=1|781=5|9179=1			1	1			
501	50006	3		50000	15名被招募者登陆游戏（每个玩家每日记录1次）	202	15	15	1279=50|9700=5			1	1			
501	50007	3		50000	21名被招募者登陆游戏（每个玩家每日记录1次）	202	21	21	1024=50|9700=10|9179=1			1	1			
501	50008	3		50000	30名被招募者登陆游戏（每个玩家每日记录1次）	202	30	30	1099805=1|781=10			1	1			
501	50009	3		50000	40名被招募者登陆游戏（每个玩家每日记录1次）	202	40	40	1291=300|9700=10|9179=1			1	1			
501	50010	3		50000	50名被招募者登陆游戏（每个玩家每日记录1次）	202	50	50	1181=500|9700=10|9179=1			1	1			
501	50011	3		50000	60名被招募者登陆游戏（每个玩家每日记录1次）	202	60	60	612=100|781=15|9179=1			1	1			
501	50012	3		50000	70名被招募者登陆游戏（每个玩家每日记录1次）	202	70	70	1183=500|63601=10|9179=1			1	1			
501	50013	3		50000	80名被招募者登陆游戏（每个玩家每日记录1次）	202	80	80	1024=200|63601=10|9179=1			1	1			
501	50014	3		50000	90名被招募者登陆游戏（每个玩家每日记录1次）	202	90	90	1291=300|63601=10|9179=1			1	1			
501	50015	3		50000	100名被招募者登陆游戏（每个玩家每日记录1次）	202	100	100	8549=500|781=20|9179=1			1	1			
501	50101	3		50001	登录第一天	34	1	1								
501	50102	3		50001	登录第二天	34	2	2								
501	50103	3		50001	登录第三天	34	3	3								
501	50104	3		50001	登录第四天	34	4	4								
501	50105	3		50001	登录第五天	34	5	5								
501	50106	3		50001	登录第六天	34	6	6								
501	50107	3		50001	登录第七天	34	7	7								
501	51101	3		50101	加入一个公会	20		1	1599=40			2	1	17		
501	51103	3		50101	完成日常任务6个	23	1|6	6	1420=500			2	1	886		
501	51104	3		50101	挑战3次龙本	2	18|3	3	1279=20			2	1	526		
501	51105	3		50101	完成2次物资筹备	38	2|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	2	1181=50			2	1	1010		
501	51106	3		50101	参与1次bossrush	2	9|1	1	1332=5			2	1	48		
501	51107	3		50101	参与1次黑暗神殿	2	16|1	1	93=300			2	1	527		
501	51201	3		50102	今日首次登陆	34	1	1	606=5			2	2	353		
501	51202	3		50102	完成1次噩梦庭院	2	78|1	1	830=3			2	2	519		
501	51203	3		50102	挑战3次龙本	2	18|3	3	1279=20			2	2	526		
501	51204	3		50102	完成2次物资筹备	38	2|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	2	1181=100			2	2	1010		
501	51205	3		50102	参加1次世界BOSS	3	1	1	1175=15			2	2	524		
501	51206	3		50102	完成周悬赏10个任务	23	2|10	10	9180=1			2	2	904		
501	51301	3		50103	今日首次登陆	34	1	1	606=5			2	3	353		
501	51302	3		50103	参与击杀3次裂隙魔物	38	3|2300|2301|2302|2303|2304|2305|2306	3	1291=100			2	3	524		
501	51303	3		50103	挑战3次龙本	2	18|3	3	1279=30			2	3	526		
501	51304	3		50103	完成2次物资筹备	38	2|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	2	93=300			2	3	1010		
501	51305	3		50103	参与击杀1次裂隙精英	38	1|2401|2402	1	1420=500			2	3	524		
501	51306	3		50103	充值60钻石	27	60	60	7=2000			2	3	652		
501	51401	3		50104	今日首次登陆	34	1	1	606=5			2	4	353		
501	51402	3		50104	参与1次bossrush	2	9|1	1	1332=10			2	4	48		
501	51403	3		50104	挑战3次龙本	2	18|3	3	1278=5			2	4	526		
501	51404	3		50104	完成4次物资筹备	38	4|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	4	602=300			2	4	1010		
501	51405	3		50104	参加1次世界BOSS	3	1	1	2229=2			2	4	524		
501	51406	3		50104	完成日常任务12个	23	1|12	12	9180=1			2	4	886		
501	51501	3		50105	今日首次登陆	34	1	1	606=5			2	5	353		
501	51502	3		50105	完成1次噩梦庭院	2	78|1	1	830=3			2	5	519		
501	51503	3		50105	挑战3次龙本	2	18|3	3	1279=30			2	5	526		
501	51504	3		50105	完成4次物资筹备	38	4|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	4	1183=50			2	5	1010		
501	51505	3		50105	参加1次世界BOSS	3	1	1	1175=25			2	5	524		
501	51506	3		50105	累计消耗500龙币	25	7|500	500	9952=1			2	5	651		
501	51601	3		50106	今日首次登陆	34	1	1	606=5			2	6	353		
501	51602	3		50106	参与击杀6次裂隙魔物	38	6|2300|2301|2302|2303|2304|2305|2306	6	1291=100			2	6	524		
501	51603	3		50106	挑战3次龙本	2	18|3	3	1279=30			2	6	526		
501	51604	3		50106	完成4次物资筹备	38	4|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	4	1183=50			2	6	1010		
501	51605	3		50106	完成日常任务6个	23	1|6	6	5641=3			2	6	886		
501	51606	3		50106	充值300钻石	27	300	300	12283=1			2	6	652		
501	51701	3		50107	今日首次登陆	34	1	1	606=5			2	7	353		
501	51702	3		50107	参与击杀6次裂隙魔物	38	6|2300|2301|2302|2303|2304|2305|2306	6	1291=200			2	7	524		
501	51703	3		50107	挑战3次龙本	2	18|3	3	9180=1			2	7	526		
501	51704	3		50107	完成8次物资筹备	38	8|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	8	1053=300			2	7	1010		
501	51705	3		50107	参加2次世界BOSS	3	2	2	3136=20			2	7	524		
501	51706	3		50107	参与击杀2次裂隙精英	38	2|2401|2402	2	611=50			2	7	524		
501	52101	3		50101	加入一个公会	20		1	1599=40			3	1	17		
501	52102	3		50101	完成日常任务6个	23	1|6	6	1420=500			3	1	886		
501	52103	3		50101	挑战3次龙本	2	18|3	3	1279=20			3	1	526		
501	52104	3		50101	完成2次物资筹备	38	2|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	2	1181=50			3	1	1010		
501	52105	3		50101	参与1次bossrush	2	9|1	1	1332=5			3	1	48		
501	52106	3		50101	参与1次黑暗神殿	2	16|1	1	93=300			3	1	527		
501	52201	3		50102	今日首次登陆	34	1	1	606=5			3	2	353		
501	52202	3		50102	完成1次噩梦庭院	2	78|1	1	830=3			3	2	519		
501	52203	3		50102	挑战3次龙本	2	18|3	3	1279=20			3	2	526		
501	52204	3		50102	完成2次物资筹备	38	2|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	2	1181=100			3	2	1010		
501	52205	3		50102	参加1次世界BOSS	3	1	1	1175=15			3	2	524		
501	52206	3		50102	完成周悬赏10个任务	23	2|10	10	9180=1			3	2	904		
501	52301	3		50103	今日首次登陆	34	1	1	606=5			3	3	353		
501	52302	3		50103	参与击杀3次裂隙魔物	38	3|2300|2301|2302|2303|2304|2305|2306	3	1291=100			3	3	524		
501	52303	3		50103	挑战3次龙本	2	18|3	3	1279=30			3	3	526		
501	52304	3		50103	完成2次物资筹备	38	2|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	2	93=300			3	3	1010		
501	52305	3		50103	参与击杀1次裂隙精英	38	1|2401|2402	1	1420=500			3	3	524		
501	52306	3		50103	充值60钻石	27	60	60	7=2000			3	3	652		
501	52401	3		50104	今日首次登陆	34	1	1	606=5			3	4	353		
501	52402	3		50104	参与1次bossrush	2	9|1	1	1332=10			3	4	48		
501	52403	3		50104	挑战3次龙本	2	18|3	3	1278=5			3	4	526		
501	52404	3		50104	完成4次物资筹备	38	4|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	4	602=300			3	4	1010		
501	52405	3		50104	参加1次世界BOSS	3	1	1	2229=2			3	4	524		
501	52406	3		50104	完成日常任务12个	23	1|12	12	9180=1			3	4	886		
501	52501	3		50105	今日首次登陆	34	1	1	606=5			3	5	353		
501	52502	3		50105	完成1次噩梦庭院	2	78|1	1	830=3			3	5	519		
501	52503	3		50105	挑战3次龙本	2	18|3	3	1279=30			3	5	526		
501	52504	3		50105	完成4次物资筹备	38	4|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	4	1183=50			3	5	1010		
501	52505	3		50105	参加1次世界BOSS	3	1	1	1175=25			3	5	524		
501	52506	3		50105	累计消耗500龙币	25	7|500	500	9952=1			3	5	651		
501	52601	3		50106	今日首次登陆	34	1	1	606=5			3	6	353		
