SceneID		MaxTimeScores	Time	MaxSurviveScores	DeadScores	DamageScores	TreatScores	FightScores	ProfessionScores	Standard
9054	海龙龙穴第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9055	海龙龙穴第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9056	海龙龙穴第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9057	海龙龙穴第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9058	海龙龙穴第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9059	海龙龙穴第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9060	绿龙龙穴第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9061	绿龙龙穴第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9062	绿龙龙穴第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9063	绿龙龙穴第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9064	绿龙龙穴第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9065	绿龙龙穴第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9066	沙漠龙龙穴第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9067	沙漠龙龙穴第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9068	沙漠龙龙穴第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9069	沙漠龙龙穴第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9070	沙漠龙龙穴第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9071	沙漠龙龙穴第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9072	黑龙龙穴第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9073	黑龙龙穴第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9074	黑龙龙穴第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9075	黑龙龙穴第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9076	黑龙龙穴第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9077	黑龙龙穴第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9078	冰龙简单第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9079	冰龙简单第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9080	冰龙简单第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9081	冰龙简单第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9082	冰龙简单第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9083	冰龙简单第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1540	冰龙大师第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1541	冰龙大师第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1542	冰龙大师第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1543	冰龙大师第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1544	冰龙大师第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1545	冰龙大师第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9084	符文龙简单第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9085	符文龙简单第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9086	符文龙简单第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9087	符文龙简单第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9088	符文龙简单第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9089	符文龙简单第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1550	符文龙普通第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1551	符文龙普通第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1552	符文龙普通第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1553	符文龙普通第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1554	符文龙普通第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1555	符文龙普通第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1170	符文龙困难第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1171	符文龙困难第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1172	符文龙困难第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1173	符文龙困难第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1174	符文龙困难第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1175	符文龙困难第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1180	符文龙远古第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1181	符文龙远古第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1182	符文龙远古第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1183	符文龙远古第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1184	符文龙远古第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1185	符文龙远古第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1160	幻龙起源第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1161	幻龙起源第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1162	幻龙起源第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1163	幻龙起源第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1164	幻龙起源第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1165	幻龙起源第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
50053	上古遗迹外围	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
50054	遗迹入口峡谷	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
50055	异次元封印世界	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
11015	【重制】地狱犬巢穴（练习模式）	3000	240	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
11016	【重制】地狱犬巢穴（普通模式）	3000	270	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
11017	【重制】地狱犬巢穴（困难模式）	3000	420	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
11018	【重制】地狱犬巢穴一星	3000	300	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12001	【重制】地狱犬巢穴二星	3000	300	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12002	【重制】地狱犬巢穴三星	3000	300	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12003	【重制】地狱犬巢穴四星	3000	300	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12004	【重制】地狱犬巢穴五星	3000	300	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12005	【重制】地狱犬巢穴六星	3000	300	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12006	【重制】地狱犬巢穴七星	3000	300	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12007	【重制】地狱犬巢穴八星	3000	300	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12008	【重制】地狱犬巢穴九星	3000	300	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12009	【重制】地狱犬巢穴十星	3000	300	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
130011	【重制】竞技巢穴（地狱犬）	3000	420	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
11025	【重制】狮蝎巢穴（练习模式）	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
11026	【重制】狮蝎巢穴（普通模式）	3000	420	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
11027	【重制】狮蝎巢穴（困难模式）	3000	420	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
11028	【重制】狮蝎巢穴一星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12011	【重制】狮蝎巢穴二星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12012	【重制】狮蝎巢穴三星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12013	【重制】狮蝎巢穴四星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12014	【重制】狮蝎巢穴五星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12015	【重制】狮蝎巢穴六星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12016	【重制】狮蝎巢穴七星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12017	【重制】狮蝎巢穴八星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12018	【重制】狮蝎巢穴九星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
12019	【重制】狮蝎巢穴十星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
130012	【重制】竞技巢穴（狮蝎）	3000	420	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1190	卡伊伦岛I（巅峰）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1191	卡伊伦岛II（巅峰）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1192	卡伊伦岛III（巅峰）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1193	卡伊伦岛IV（巅峰）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1194	卡伊伦岛V（巅峰）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1195	卡伊伦岛VI（巅峰）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1200	卡伊伦岛I（地狱）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1201	卡伊伦岛II（地狱）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1202	卡伊伦岛III（地狱）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1203	卡伊伦岛IV（地狱）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1204	卡伊伦岛V（地狱）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1205	卡伊伦岛VI（地狱）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1210	卡伊伦岛I（困难）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1211	卡伊伦岛II（困难）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1212	卡伊伦岛III（困难）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1213	卡伊伦岛IV（困难）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1214	卡伊伦岛V（困难）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1215	卡伊伦岛VI（困难）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1220	卡伊伦岛I（普通）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1221	卡伊伦岛II（普通）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1222	卡伊伦岛III（普通）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1223	卡伊伦岛IV（普通）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1224	卡伊伦岛V（普通）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1225	卡伊伦岛VI（普通）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1230	卡伊伦岛I（简单）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1231	卡伊伦岛II（简单）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1232	卡伊伦岛III（简单）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1233	卡伊伦岛IV（简单）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1234	卡伊伦岛V（简单）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
1235	卡伊伦岛VI（简单）	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81000	海龙·萨芬特拉之岛-40%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81001	海龙·萨芬特拉之岛-80%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81002	海龙·萨芬特拉之岛-85%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81003	海龙·萨芬特拉之岛-90%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81004	海龙·萨芬特拉之岛-95%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81005	海龙·萨芬特拉之岛-100%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81006	海龙·萨芬特拉之岛-105%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81007	海龙·萨芬特拉之岛-110%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81008	海龙·萨芬特拉之岛-115%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81009	海龙·萨芬特拉之岛-120%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81010	海龙·萨芬特拉之岛-125%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81011	海龙·萨芬特拉之岛-130%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81012	海龙·萨芬特拉之岛-135%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81013	海龙·萨芬特拉之岛-140%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81014	海龙·萨芬特拉之岛-145%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81015	海龙·萨芬特拉之岛-150%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81016	海龙·萨芬特拉之岛-155%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81017	海龙·萨芬特拉之岛-160%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81018	海龙·萨芬特拉之岛-165%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81019	海龙·萨芬特拉之岛-170%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81020	海龙·萨芬特拉之岛-175%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81021	海龙·萨芬特拉之岛-180%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81022	海龙·萨芬特拉之岛-185%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81023	海龙·萨芬特拉之岛-190%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81024	海龙·萨芬特拉之岛-200%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
81100	海龙·黑山洞窟-40%	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
